"Year","Team","ERA","W","L","APP","GS","CG","SHO","CBO","SV","IP","H","R","ER","BB","SO","2B","3B","HR","AB","BAA","WP","HBP","BK","SFA","SHA"
2013,"Rutgers",4.50,28,30,58,58,3,3,2,15,507.2,569,313,254,189,342,80,7,22,1980,.287,39,74,11,17,50
2013,"Samford",5.46,27,30,"","",3,"","",10,498.0,579,376,302,225,385,104,16,37,1983,.292,63,67,9,27,36
2013,"Sam Houston State",3.67,38,22,"","",5,5,2,15,527.0,431,263,215,279,438,62,8,16,1919,.225,50,71,4,22,39
2013,"San Diego",4.08,37,25,62,62,2,4,2,16,558.1,587,325,253,255,487,90,12,30,2182,.269,65,58,10,24,35
2013,"San Diego State",4.10,31,31,62,62,4,3,2,12,550.2,537,286,251,265,461,101,20,25,2033,.264,48,53,4,23,57
2013,"San Francisco",3.36,35,24,"","",1,1,1,15,540.1,519,238,202,152,389,77,9,26,2018,.257,22,63,5,21,60
2013,"Santa Clara",5.50,14,39,53,53,5,2,0,8,474.2,552,336,290,192,284,127,14,24,1864,.296,43,71,6,31,41
2013,"Savannah State",4.93,33,23,"","",6,7,4,10,478.2,524,323,262,253,328,89,22,22,1872,.280,36,55,9,26,40
2013,"Seattle",4.84,21,33,54,54,1,1,0,13,468.2,558,323,252,162,258,104,11,25,1876,.297,49,42,8,29,43
2013,"Seton Hall",3.11,37,19,"","",6,5,4,9,500.0,434,204,173,183,372,67,11,19,1841,.236,35,60,6,13,40
2013,"Siena",5.00,27,30,57,57,7,2,0,10,477.1,570,324,265,217,310,84,11,16,1892,.301,54,66,5,25,35
2013,"South Alabama",4.19,43,20,"","",1,3,3,22,560.1,558,318,261,197,511,98,12,37,2152,.259,38,54,3,31,39
2013,"South Carolina",3.02,43,20,63,63,3,8,6,22,561.0,540,234,188,147,485,83,7,18,"",.251,24,"",3,16,46
2013,"South Carolina-Upstate",4.34,28,30,"","",5,6,3,8,510.2,529,312,246,190,381,76,10,28,1961,.270,43,84,2,18,60
2013,"South Dakota State",3.37,35,24,59,59,7,8,6,18,491.1,483,241,184,170,384,73,7,14,1866,.259,51,37,6,25,39
2013,"Southeastern Louisiana",4.11,36,24,"","",3,"","",21,525.0,528,278,240,218,399,102,8,22,1964,.269,55,43,7,25,56
2013,"Southeast Missouri State",5.38,26,33,59,59,4,1,1,8,520.0,598,371,311,241,357,128,11,43,2065,.290,61,72,8,23,44
2013,"Southern California",4.81,20,36,"","",3,2,1,8,490.1,554,318,262,240,316,87,17,21,1884,.294,43,62,11,19,69
2013,"Southern",4.49,21,23,"","",1,2,2,7,388.2,407,255,194,155,281,68,17,22,1499,.272,22,48,3,20,39
2013,"Southern Illinois-Edwardsville",6.32,16,35,"","",5,2,1,7,440.1,540,353,309,212,283,108,15,36,1765,.306,33,59,8,32,27
2013,"Southern Illinois",4.29,25,33,"","",1,0,0,10,510.0,508,306,243,247,338,88,10,16,1942,.262,52,52,3,23,52
2013,"Southern Mississippi",3.74,30,27,57,57,6,2,1,14,507.2,487,253,211,207,417,85,6,21,1876,.260,31,54,1,18,37
2013,"South Florida",3.67,36,22,58,58,1,2,1,11,547.1,509,285,223,226,370,95,13,19,2041,.249,70,70,5,20,48
2013,"Stanford",3.38,32,22,"","",5,3,1,13,482.1,451,232,181,189,407,71,11,25,1818,.248,66,70,2,13,44
2013,"St. Bonaventure",4.93,20,28,"","",3,1,0,8,398.0,431,255,218,205,267,77,14,17,1544,.279,49,59,8,19,41
2013,"Stephen F. Austin State",4.04,28,29,"","",3,5,3,13,508.0,515,287,228,198,382,82,8,20,1935,.266,57,64,4,26,49
2013,"Stetson",4.65,26,31,"","",3,3,3,7,512.2,582,323,265,236,344,79,5,17,2019,.288,27,61,4,21,48
2013,"St. John's",4.75,23,35,58,58,1,2,2,13,503.2,521,355,266,287,344,84,17,16,1940,.269,49,69,6,32,46
2013,"St. Joseph's",4.14,26,26,"","",2,1,1,11,460.1,509,277,212,181,383,88,16,11,1818,.280,35,67,5,13,40
2013,"St. Louis",3.65,41,21,"","",5,4,3,14,557.2,574,288,226,209,432,107,11,25,2150,.267,61,43,6,30,32
2013,"St. Mary's",4.74,21,34,"","",6,5,1,8,482.0,525,331,254,178,375,95,17,25,1884,.279,49,64,18,23,47
2013,"Stony Brook",4.11,25,34,"","",11,4,2,9,499.2,483,267,228,177,355,91,15,16,1898,.254,46,50,4,16,41
2013,"St. Peter's",5.92,17,34,51,51,11,1,0,5,411.2,507,327,271,194,233,85,29,18,1631,.311,50,87,9,33,41
2013,"Temple",4.28,18,28,"","",3,"","",6,401.1,396,246,191,146,300,83,8,7,1533,.258,39,63,7,25,42
2013,"Tennessee",5.37,22,30,"","",6,4,2,9,464.2,521,315,277,191,325,111,17,40,1829,.285,48,52,4,25,37
2013,"Tennessee-Martin",7.19,11,40,"","",0,1,1,5,430.2,584,416,344,221,364,143,11,38,1775,.329,51,88,8,24,34
2013,"Tennessee Tech",4.75,40,17,"","",2,4,3,12,500.0,551,314,264,221,499,105,8,37,1958,.281,47,47,6,17,28
2013,"Texas A&M-Corpus Christi",4.41,33,24,57,57,4,4,1,16,495.2,532,293,243,180,390,66,13,15,1923,.277,48,77,6,22,38
2013,"Texas A&M",3.43,34,29,"","",2,3,3,14,548.2,523,247,209,173,406,83,6,27,2048,.255,33,60,12,16,52
2013,"Texas-Arlington",4.84,30,26,"","",3,3,2,12,511.2,522,315,275,214,313,81,15,29,1956,.267,46,76,1,23,36
2013,"Texas Christian",2.78,29,28,"","",3,6,6,10,514.1,432,199,159,159,449,70,12,12,1876,.230,51,55,3,8,44
2013,"Texas",2.53,27,24,"","",3,8,7,11,449.0,369,163,126,137,320,65,14,7,1636,.226,28,41,3,12,42
2013,"Texas-Pan American",4.25,28,30,58,58,13,6,2,5,474.2,465,283,224,202,402,87,10,21,1776,.262,50,68,12,20,37
2013,"Texas-San Antonio",4.35,35,25,"","",1,3,3,12,532.0,591,311,257,182,327,108,15,27,2067,.286,32,58,4,23,37
2013,"Texas Southern",5.36,22,29,"","",5,3,2,9,438.1,471,302,261,218,320,97,24,23,1657,.284,35,75,13,28,41
2013,"Texas State",4.33,28,29,"","",1,"","",10,520.0,551,312,250,192,409,87,9,21,2046,.269,45,53,8,12,50
2013,"Texas Tech",4.86,26,30,"","",3,6,5,11,491.0,544,291,265,204,383,116,13,27,1882,.289,44,67,11,28,37
2013,"Toledo",4.57,25,32,"","",9,3,0,8,498.2,523,303,253,200,321,99,17,19,1905,.275,45,45,8,25,56
2013,"Towson",5.09,30,30,"","",1,2,2,10,539.1,651,367,305,218,340,138,16,46,2112,.308,46,63,2,26,41
2013,"Troy",4.23,42,20,"","",5,3,2,13,541.0,530,286,254,211,516,103,13,51,2066,.257,41,50,4,17,34
2013,"Tulane",3.46,30,28,58,58,5,3,2,20,523.1,501,252,201,208,339,78,12,19,1926,.260,29,54,8,30,47
2013,"UC Davis",5.32,19,37,"","",1,1,0,9,492.1,592,363,291,196,236,130,14,27,1935,.306,41,53,7,29,68
2013,"UC Irvine",3.50,33,22,55,55,5,5,5,10,490.2,455,210,191,131,428,92,17,15,1823,.250,54,38,2,17,38
2013,"UCLA",2.55,49,17,"","",3,9,8,26,601.0,482,196,170,163,457,75,10,19,2173,.222,48,61,9,16,52
2013,"UC Riverside",5.29,22,32,54,54,4,0,0,10,467.2,598,364,275,189,268,91,11,24,1906,.314,43,46,8,19,54
2013,"UC Santa Barbara",3.99,35,25,60,60,2,3,2,12,528.0,530,273,234,192,375,106,15,29,1983,.267,32,72,7,23,39
2013,"Utah",3.92,21,31,"","",1,2,1,9,461.1,495,261,201,158,347,72,17,13,1774,.279,45,40,5,19,60
2013,"Utah Valley",4.83,24,30,"","",5,0,0,9,451.0,507,288,242,197,303,84,17,26,1762,.288,38,49,4,19,35
2013,"Valparaiso",3.69,32,28,"","",1,3,3,17,517.0,544,257,212,142,290,96,18,17,1976,.275,29,58,2,27,37
2013,"Vanderbilt",2.76,54,12,"","",3,3,2,24,596.0,469,217,183,258,520,68,9,20,2135,.220,50,64,4,17,46
2013,"Villanova",5.35,14,40,54,54,2,1,0,6,471.1,557,329,280,183,333,96,19,11,1884,.296,45,54,8,31,45
2013,"Virginia Commonwealth",3.87,28,26,54,54,4,4,3,14,481.2,498,235,207,173,303,"","","","","","","","","",""
2013,"Virginia",3.12,50,12,62,62,0,9,9,16,556.2,529,246,193,146,493,81,20,21,2105,.251,28,29,4,26,47
2013,"Virginia Tech",4.22,40,22,62,62,4,3,3,15,560.1,596,318,263,217,387,108,12,24,2202,.271,37,48,7,18,34
2013,"VMI",4.51,20,35,"","",3,3,1,6,487.1,517,313,244,182,337,82,11,23,1890,.274,50,39,3,26,49
2013,"Wagner",5.80,24,31,"","",10,4,3,9,445.1,500,363,287,233,256,93,10,26,1757,.285,49,73,5,25,39
2013,"Wake Forest",4.55,28,27,55,55,0,1,1,8,494.2,524,307,250,231,334,113,16,42,1913,.274,34,36,8,20,39
2013,"Washington",3.88,24,32,"","",0,0,0,12,499.0,501,255,215,203,324,106,12,30,1900,.264,36,30,4,19,54
2013,"Washington State",4.14,23,32,55,55,3,4,3,11,487.0,534,284,224,171,307,81,7,26,1874,.285,32,36,4,22,56
2013,"Western Carolina",4.39,39,20,59,59,0,2,2,17,528.2,572,331,258,242,490,108,10,28,2059,.278,65,43,4,18,38
2013,"Western Illinois",4.51,19,37,"","",5,1,1,11,460.2,475,293,231,229,361,87,7,23,1757,.270,72,52,7,23,55
2013,"Western Kentucky",4.43,28,29,"","",1,1,0,15,512.1,529,315,252,247,479,97,7,25,1951,.271,48,74,10,22,38
2013,"Western Michigan",5.15,16,38,"","",0,2,2,10,472.0,560,328,270,210,269,114,11,14,1871,.299,38,66,6,21,50
2013,"West Virginia",3.88,33,26,59,59,6,6,3,11,523.2,507,280,226,212,354,95,13,25,"",.256,35,"",4,18,57
2013,"Wichita State",3.55,39,28,"","",3,6,4,16,598.0,593,278,236,189,461,83,14,21,2263,.262,49,60,8,21,52
2013,"William and Mary",4.07,39,24,"","",11,8,4,14,552.1,605,309,250,139,426,101,11,35,2176,.278,43,37,5,22,41
2013,"Winthrop",3.76,21,33,"","",3,0,0,11,483.0,505,251,202,146,387,"","","","","","","","","",""
2013,"Wisconsin-Milwaukee",4.08,29,21,50,50,7,7,3,8,432.0,408,237,196,255,286,63,6,7,1586,.257,48,59,9,26,45
2013,"Wofford",5.87,20,36,"","",3,"","",10,480.0,565,368,313,250,448,116,16,46,1936,.292,53,54,7,19,36
2013,"Wright State",4.89,25,30,55,55,1,1,1,8,480.0,479,313,261,255,400,85,17,23,"",.267,41,"",8,22,46
2013,"Xavier",3.95,32,26,"","",6,6,4,12,512.1,549,285,225,190,308,93,10,26,1990,.276,42,42,5,27,26
2013,"Yale",3.92,13,24,37,37,5,2,0,4,298.2,313,186,130,112,192,66,4,11,1169,.268,25,40,5,6,36
2013,"Youngstown State",6.53,14,43,"","",3,0,0,7,478.1,614,432,347,214,230,100,18,40,1933,.318,50,99,12,41,55
2014,"Abilene Christian",5.52,18,36,"","",2,3,1,6,459.2,543,347,282,211,336,91,24,23,1830,.297,43,59,12,33,38
2014,"Air Force",5.31,20,34,"","",2,2,1,7,461.0,570,341,272,153,363,108,37,24,1885,.302,33,61,7,17,40
2014,"Akron",4.24,28,29,57,57,3,5,4,9,505.2,558,287,238,212,295,104,16,15,1948,.286,61,63,5,22,52
2014,"Alabama A&M",6.46,21,32,"","",3,1,1,7,448.1,519,372,322,284,309,91,15,25,1724,.301,52,83,7,37,57
2014,"Alabama-Birmingham",2.87,35,21,"","",2,9,7,16,507.1,451,188,162,178,409,75,10,10,1880,.240,42,60,9,17,31
2014,"Alabama",3.19,37,24,"","",5,7,6,13,545.1,435,223,193,241,406,52,10,20,1942,.224,48,60,10,21,48
2014,"Alabama State",3.72,18,8,"","",2,4,3,4,225.0,234,110,93,81,186,33,12,14,859,.272,14,31,5,8,16
2014,"Albany",6.61,12,33,"","",4,1,1,3,351.1,423,314,258,243,279,70,18,14,1435,.295,73,44,11,12,31
2014,"Alcorn State",7.67,9,41,"","",9,0,0,2,447.1,615,485,381,294,195,92,23,34,1845,.333,50,105,7,44,43
2014,"Appalachian State",5.10,21,33,"","",8,2,1,5,474.2,503,329,269,194,346,90,13,46,1849,.272,50,58,5,22,30
2014,"Arizona",4.49,22,33,"","",7,2,0,4,494.2,522,278,247,159,345,85,28,14,1904,.274,40,59,5,21,43
2014,"Arizona State",3.88,33,24,"","",2,2,1,15,512.1,498,275,221,215,419,80,13,19,1917,.260,45,62,7,13,61
2014,"Arkansas",2.63,40,25,"","",6,10,10,14,575.1,440,206,168,210,435,65,3,22,2052,.214,44,59,8,14,37
2014,"Arkansas-Little Rock",3.90,25,29,"","",2,4,3,13,491.0,464,269,213,216,368,95,6,27,1830,.254,24,69,6,23,36
2014,"Arkansas-Pine Bluff",5.17,22,26,"","",2,2,1,8,430.0,472,295,247,145,275,85,18,22,1689,.279,25,68,6,17,36
2014,"Arkansas State",4.31,32,27,59,59,1,4,3,15,530.2,525,287,254,222,423,91,10,24,2016,.260,40,51,5,16,54
2014,"Army",2.86,33,18,"","",12,6,2,11,434.1,403,184,138,137,368,68,4,13,1622,.248,33,60,1,13,33
2014,"Auburn",3.34,28,28,"","",4,5,3,8,501.2,482,228,186,167,333,83,8,14,1897,.254,39,37,4,15,45
2014,"Austin Peay State",5.58,23,33,"","",2,1,0,9,493.2,574,399,306,266,355,95,9,42,1965,.292,44,81,5,28,42
2014,"Ball State",4.72,39,18,"","",3,1,1,13,507.1,554,316,266,204,432,88,6,29,1981,.280,55,80,11,18,32
2014,"Baylor",3.88,26,31,"","",1,3,3,22,496.2,500,275,214,196,329,91,12,17,1909,.262,40,50,0,21,39
2014,"Belmont",4.07,24,30,"","",4,0,0,10,480.1,488,291,217,183,395,73,17,33,1855,.263,50,62,8,27,38
2014,"Bethune-Cookman",3.63,27,33,60,60,6,2,2,11,518.2,476,255,209,203,359,73,8,20,1920,.248,30,59,3,22,41
2014,"Binghamton",4.16,25,27,"","",3,4,3,9,439.2,444,236,203,186,264,82,11,15,1669,.266,34,56,5,19,35
2014,"Boston College",4.29,22,33,55,55,1,1,1,8,489.1,474,287,233,235,352,108,20,17,"",.261,59,"",3,29,45
2014,"Bowling Green State",4.68,25,27,"","",2,2,1,9,448.1,455,283,233,201,259,77,13,20,1701,.267,36,70,4,23,42
2014,"Bradley",4.24,24,27,51,51,0,4,4,9,439.0,434,268,207,185,345,80,10,21,1675,.259,53,69,1,21,35
2014,"Brown",5.51,13,24,37,37,10,2,0,1,289.0,370,215,177,97,208,67,8,19,1193,.310,25,42,6,17,19
2014,"Bucknell",3.44,31,21,53,53,13,6,0,10,432.0,417,219,165,125,267,75,14,9,1627,.256,39,56,5,24,42
2014,"Buffalo",4.34,26,26,"","",6,2,0,9,454.2,451,284,219,197,330,64,13,17,1728,.261,25,76,8,27,60
2014,"Butler",5.38,20,30,50,50,0,2,2,9,423.0,495,296,253,186,323,89,11,24,1676,.295,31,69,8,27,37
2014,"California",3.43,26,27,"","",2,5,5,14,472.2,434,225,180,180,332,65,11,16,1760,.247,36,73,9,20,47
2014,"Cal Poly",3.05,47,12,"","",4,10,7,18,525.0,454,203,178,193,488,75,12,12,1903,.239,29,35,4,22,50
2014,"Canisius",3.77,40,16,56,56,9,4,2,9,472.2,448,241,198,163,278,89,12,11,1794,.250,48,65,4,16,35
2014,"Central Arkansas",3.58,32,22,54,54,12,3,1,9,492.1,480,249,196,171,291,79,5,18,1877,.256,43,41,8,12,49
2014,"Central Florida",3.38,36,23,"","",4,4,3,14,538.1,484,242,202,226,378,68,6,21,1969,.246,55,55,11,28,51
2014,"Chicago State",5.79,17,37,"","",5,0,0,5,463.1,568,371,298,232,247,101,19,20,1848,.307,59,69,13,27,38
2014,"Cincinnati",4.69,22,31,"","",8,4,2,9,453.0,475,291,236,191,251,119,10,19,1743,.273,38,52,3,26,41
2014,"The Citadel",5.76,24,34,"","",2,1,1,15,506.2,579,372,324,248,364,89,15,39,2016,.287,50,47,2,31,33
2014,"Clemson",3.94,36,25,61,61,4,4,1,13,548.0,502,285,240,237,496,87,10,26,2070,.243,54,60,4,18,44
2014,"Coastal Carolina",3.90,24,33,57,57,4,5,3,10,503.2,514,290,218,214,376,70,7,16,1931,.266,70,56,3,18,45
2014,"College of Charleston",2.73,44,19,63,63,4,5,4,20,573.2,471,207,174,163,471,94,9,21,2107,.224,36,69,3,10,39
2014,"Columbia",3.36,29,20,"","",7,9,4,12,414.2,355,196,155,159,343,72,8,18,1514,.234,43,60,7,13,33
2014,"Connecticut",3.19,27,31,"","",2,4,3,10,524.0,494,243,186,256,371,91,8,19,1944,.254,51,63,7,18,52
2014,"Coppin State",6.42,12,33,46,46,3,1,0,1,373.0,489,345,266,219,263,97,10,10,1530,.320,37,71,13,32,38
2014,"Cornell",3.59,18,20,39,39,5,1,1,5,321.1,317,169,128,117,256,48,12,5,1233,.257,31,48,7,13,30
2014,"Creighton",4.00,32,17,50,50,2,3,2,12,449.2,440,223,200,179,263,74,11,13,1676,.263,33,43,3,16,50
2014,"CSU Bakersfield",4.51,26,33,"","",10,2,1,9,515.1,537,296,258,242,335,96,10,19,1952,.275,44,56,17,28,41
2014,"Dallas Baptist",3.74,40,21,"","",0,"","",20,551.0,503,283,229,271,506,85,9,26,2031,.248,53,59,3,26,54
2014,"Dartmouth",4.96,18,21,39,39,5,3,1,5,326.1,369,203,180,106,180,77,9,26,1288,.286,25,39,6,15,21
2014,"Davidson",4.46,29,19,"","",2,4,3,14,425.2,441,283,211,188,336,96,9,35,1670,.264,46,30,1,33,20
2014,"Delaware",5.48,26,27,"","",5,3,2,7,468.0,512,322,285,231,347,99,18,48,1794,.285,41,74,8,14,23
2014,"Delaware State",4.41,30,16,"","",8,3,1,5,381.1,437,276,187,165,246,71,7,19,1537,.284,32,38,4,14,35
2014,"Duke",3.14,33,25,"","",2,5,4,13,526.2,456,224,184,190,501,71,6,19,1946,.234,57,26,3,15,35
2014,"East Carolina",3.01,33,26,"","",3,5,3,13,532.1,467,225,178,163,371,53,13,18,1966,.238,38,68,4,22,37
2014,"Eastern Illinois",5.54,22,33,"","",2,1,1,12,495.1,591,380,305,254,383,116,18,42,2000,.296,39,62,3,18,27
2014,"Eastern Kentucky",5.79,24,31,"","",0,0,0,12,486.2,645,372,313,193,282,122,10,35,1981,.326,43,69,8,30,42
2014,"East Tennessee State",5.17,27,30,"","",2,0,0,12,506.1,639,351,291,132,326,113,37,54,2064,.310,30,32,5,22,54
2014,"Elon",4.73,27,26,"","",3,"","",17,471.2,474,305,248,209,300,102,13,30,1802,.263,57,81,3,32,40
2014,"Evansville",4.29,34,21,55,55,4,4,3,14,476.2,504,267,227,179,393,102,11,22,1850,.272,51,47,4,19,32
2014,"Fairfield",5.25,6,10,"","",0,0,0,2,132.0,169,97,77,48,88,32,5,13,538,.314,9,17,7,8,10
2014,"Fairleigh Dickinson",5.48,6,7,13,13,0,0,0,4,110.0,117,77,67,53,70,17,0,5,"",.277,11,"",2,3,6
2014,"Florida A&M",5.00,26,26,"","",2,3,2,11,458.2,503,320,255,185,280,72,12,29,1803,.279,36,91,4,16,34
2014,"Florida Atlantic",3.29,28,25,53,53,3,4,3,9,470.2,451,215,172,150,386,85,4,9,1784,.253,34,49,8,24,38
2014,"Florida Gulf Coast",3.32,39,22,"","",3,7,5,15,540.0,544,263,199,164,421,96,5,11,2074,.262,41,47,5,10,58
2014,"Florida",3.24,40,22,"","",1,7,6,20,566.2,537,235,204,174,427,93,4,34,2135,.252,37,58,10,12,51
2014,"Florida International",2.29,36,20,"","",6,14,10,10,495.2,439,169,126,175,418,56,3,10,1850,.237,34,32,6,15,35
2014,"Florida State",3.08,43,17,"","",4,7,5,11,543.0,482,217,186,182,432,95,4,27,2010,.240,34,37,4,13,39
2014,"Fordham",4.77,24,30,"","",2,2,1,8,464.0,546,327,246,192,366,89,26,23,1869,.292,54,54,4,20,36
2014,"Fresno State",3.80,28,29,"","",3,6,4,12,512.0,507,253,216,202,343,83,12,14,1939,.261,66,47,3,23,35
2014,"Furman",5.49,26,33,"","",0,1,1,9,529.1,584,367,323,248,398,103,15,34,2057,.284,81,55,12,33,31
2014,"George Mason",3.28,34,22,"","",5,10,7,14,504.2,511,224,184,141,342,92,8,7,1935,.264,30,39,8,18,52
2014,"Georgetown",5.30,19,29,"","",0,0,0,8,414.0,473,323,244,231,270,85,22,15,1633,.290,49,69,4,28,41
2014,"George Washington",4.22,20,30,"","",4,3,1,9,437.1,476,261,205,192,241,86,16,17,1667,.286,49,51,5,28,53
2014,"Georgia",4.33,26,29,"","",4,3,2,5,501.1,511,293,241,224,337,88,6,19,1912,.267,69,40,5,21,41
2014,"Georgia Southern",3.15,40,22,"","",2,5,4,15,565.0,545,273,198,192,491,95,6,32,2159,.252,41,53,5,14,35
2014,"Georgia State",5.81,25,31,"","",1,0,0,10,491.0,607,380,317,192,341,116,14,40,1987,.305,34,75,6,25,45
2014,"Georgia Tech",3.33,37,27,64,64,0,6,6,18,586.0,549,249,217,270,479,85,4,24,2158,.254,48,53,3,14,46
2014,"Grambling State",5.86,14,30,"","",3,"","",5,381.0,478,281,248,161,164,73,12,32,1516,.315,29,74,7,21,35
2014,"Grand Canyon",3.72,10,9,19,19,3,1,1,3,164.2,155,79,68,47,116,34,6,2,"",.255,22,"",2,10,11
2014,"Hartford",3.09,31,23,"","",8,"","",14,474.1,429,204,163,160,343,68,12,12,1773,.242,35,49,4,19,34
2014,"Harvard",4.19,11,27,39,39,2,2,2,8,320.0,329,198,149,121,259,53,11,14,1233,.267,32,47,10,15,29
2014,"Hawaii",3.58,22,31,"","",7,6,2,11,470.1,458,237,187,160,348,75,13,8,1751,.262,41,47,4,24,64
2014,"High Point",3.24,33,22,"","",4,"","",11,499.1,403,217,180,254,384,64,8,21,1773,.227,47,60,4,26,35
2014,"Hofstra",4.89,20,24,"","",0,2,2,10,385.0,432,254,209,182,268,67,10,18,1491,.290,55,57,6,16,27
2014,"Holy Cross",4.89,13,31,"","",4,2,1,5,359.0,401,231,195,154,244,60,8,18,1412,.284,35,50,14,13,31
2014,"Houston Baptist",4.36,23,28,"","",2,3,2,12,453.2,512,276,220,143,258,76,13,17,1793,.286,40,56,5,21,34
2014,"Houston",2.35,48,18,66,66,4,9,9,17,589.0,504,187,154,119,426,78,7,26,2155,.234,15,49,2,17,36
2014,"Illinois",3.25,32,21,"","",5,5,4,15,474.0,468,205,171,125,365,74,2,27,1809,.259,22,42,8,16,32
2014,"Illinois State",3.45,33,22,55,55,6,5,5,8,474.1,417,225,182,216,493,67,12,12,1766,.236,52,58,5,20,32
2014,"Incarnate Word",4.79,18,32,"","",3,1,0,7,432.1,473,271,230,198,274,70,21,16,1663,.284,39,50,14,24,44
2014,"Indiana",2.33,44,15,59,59,0,7,7,17,534.0,470,177,138,169,410,77,9,15,1969,.239,26,51,6,11,39
2014,"Indiana State",3.34,35,18,53,53,1,4,4,17,471.1,417,222,175,189,299,72,6,19,1741,.240,25,57,3,17,33
2014,"Iona",5.37,13,31,44,44,5,1,0,3,370.1,410,274,221,173,219,76,11,13,1445,.284,56,59,6,12,37
2014,"Iowa",4.34,30,23,"","",3,2,1,9,465.0,503,262,224,170,337,86,11,27,1806,.279,33,57,4,17,30
2014,"Jackson State",4.17,32,24,"","",13,2,2,10,505.1,516,292,234,232,370,88,8,17,1903,.271,31,76,9,33,56
2014,"Jacksonville",5.15,21,33,"","",3,5,3,11,471.2,521,306,270,192,321,97,16,27,1833,.284,36,64,5,25,33
2014,"Jacksonville State",4.67,36,27,"","",1,3,3,21,568.0,605,353,295,256,395,93,16,36,2198,.275,61,73,4,23,42
2014,"James Madison",7.54,17,36,"","",5,0,0,7,457.1,628,455,383,243,306,116,13,41,1886,.333,65,72,8,23,37
2014,"Kansas State",4.91,25,30,"","",4,6,3,5,474.2,553,303,259,177,264,97,13,36,1885,.293,29,36,10,21,36
2014,"Kent State",3.72,36,23,"","",0,"","",17,515.0,455,273,213,193,418,78,7,17,1928,.236,54,55,9,24,28
2014,"Kentucky",4.03,37,25,"","",2,5,4,12,556.2,591,319,249,192,375,92,10,36,2152,.275,53,45,12,26,47
2014,"Lafayette",3.99,15,26,"","",2,1,1,7,325.0,323,195,144,112,238,49,10,14,1255,.257,30,52,6,14,30
2014,"Lamar",3.68,31,25,56,56,1,1,1,14,503.2,510,260,206,182,321,79,9,14,1907,.267,46,63,8,18,61
2014,"Lehigh",3.92,25,24,"","",5,"","",13,406.1,417,224,177,154,333,68,14,8,1540,.271,36,69,5,20,39
2014,"Liberty",2.62,41,18,"","",5,9,7,16,535.0,431,191,156,177,448,65,10,15,1952,.221,34,30,4,14,41
2014,"Lipscomb",3.99,33,28,"","",4,2,1,13,539.2,484,298,239,266,390,91,14,27,1980,.244,71,61,8,31,51
2014,"LIU Brooklyn",5.35,25,25,"","",10,4,0,7,412.0,480,288,245,151,228,113,13,22,1629,.295,40,54,6,18,28
2014,"Long Beach State",2.97,34,26,"","",4,10,7,13,530.1,457,198,175,142,330,71,10,12,1919,.238,27,86,5,21,52
2014,"Longwood",4.10,22,33,"","",7,2,1,12,487.0,489,275,222,201,344,65,12,30,1866,.262,54,51,6,23,48
2014,"Louisiana-Lafayette",3.50,58,10,"","",5,"","",25,609.1,545,265,237,212,472,105,17,29,2253,.242,48,75,9,17,30
2014,"Louisiana-Monroe",6.03,23,36,"","",1,0,0,6,516.2,608,421,346,240,399,125,15,53,2069,.294,86,81,13,31,48
2014,"Louisiana State",2.60,46,16,"","",3,17,16,16,561.2,436,180,162,178,443,63,2,22,1999,.218,21,47,1,23,50
2014,"Louisiana Tech",4.85,15,35,"","",4,0,0,5,443.2,483,282,239,189,247,75,5,27,1704,.283,39,62,10,25,49
2014,"Louisville",2.80,50,17,"","",1,8,7,22,602.0,495,223,187,249,564,51,7,18,2169,.228,55,65,4,19,55
2014,"Loyola Marymount",3.96,32,24,56,56,4,5,3,14,497.1,477,256,219,172,330,107,15,24,1839,.259,33,63,2,30,39
2014,"Maine",4.15,24,29,"","",8,6,3,10,453.2,494,262,209,168,324,102,8,12,1779,.278,53,44,8,27,38
2014,"Manhattan",4.66,17,33,50,50,4,5,3,7,428.2,426,280,222,221,232,67,11,7,1599,.266,52,87,12,23,48
2014,"Marist",4.88,17,32,49,49,5,3,2,8,402.0,435,278,218,179,263,63,6,11,1552,.280,53,57,2,15,48
2014,"Marshall",4.41,20,30,"","",1,2,2,6,437.0,436,259,214,209,345,81,9,23,1661,.262,37,44,6,27,29
2014,"Maryland-Baltimore County",5.66,17,29,"","",2,2,2,8,386.1,484,300,243,123,227,105,3,22,1581,.306,54,67,9,18,33
2014,"Maryland-Eastern Shore",6.39,13,35,"","",5,0,0,4,377.1,499,372,268,210,185,88,17,29,1581,.316,62,66,6,25,28
2014,"Maryland",3.54,40,23,"","",4,7,5,18,556.0,497,261,219,211,500,104,11,22,2086,.238,41,55,2,27,35
2014,"Massachusetts",4.70,15,31,"","",4,1,1,5,402.0,433,256,210,159,226,78,4,22,1554,.279,47,90,1,27,32
2014,"Massachusetts-Lowell",4.32,20,22,"","",6,"","",9,352.1,369,199,169,127,182,88,10,18,1363,.271,21,50,3,20,21
2014,"McNeese State",4.78,30,28,"","",1,"","",12,531.0,579,331,282,229,353,104,9,32,2067,.280,47,70,9,27,46
2014,"Memphis",3.97,30,29,59,59,2,1,1,15,530.1,524,283,234,193,368,83,8,21,2007,.261,34,65,5,22,38
2014,"Mercer",3.27,38,17,"","",6,5,2,16,484.2,497,207,176,112,366,70,9,25,1849,.269,37,40,4,19,49
