"Year","Team","ERA","W","L","APP","GS","CG","SHO","CBO","SV","IP","H","R","ER","BB","SO","2B","3B","HR","AB","BAA","WP","HBP","BK","SFA","SHA"
2012,"Wisconsin-Milwaukee",3.73,27,27,54,54,0,0,0,10,480.0,477,254,199,220,359,75,7,16,1819,.262,47,55,7,19,45
2012,"Wofford",4.79,22,32,"","",4,3,1,8,481.1,526,328,256,219,416,88,2,33,1918,.274,35,48,4,24,48
2012,"Wright State",4.61,37,21,58,58,1,3,3,16,519.0,535,300,266,205,379,98,7,29,"",.274,37,"",7,21,64
2012,"Xavier",3.87,28,28,"","",0,1,1,16,497.2,507,255,214,174,322,"","","","","","","","","",""
2012,"Yale",5.04,13,31,45,45,6,1,1,5,364.1,413,253,204,191,293,74,17,18,1424,.290,35,37,4,15,30
2012,"Youngstown State",7.33,11,44,"","",2,1,0,2,476.1,645,476,388,229,319,145,22,32,1988,.324,67,97,7,42,52
2013,"Air Force",6.60,15,39,"","",4,1,1,6,459.1,642,398,337,156,346,139,22,29,1926,.333,42,73,2,24,38
2013,"Akron",4.98,15,37,52,52,1,0,0,8,459.1,528,323,254,186,234,75,14,24,1800,.293,47,93,8,34,46
2013,"Alabama A&M",9.17,8,41,"","",3,0,0,2,400.1,595,514,408,280,209,130,27,32,1723,.345,58,76,14,51,31
2013,"Alabama-Birmingham",5.29,23,36,59,59,1,4,3,10,512.1,543,352,301,225,357,117,19,28,1979,.274,47,76,5,22,44
2013,"Alabama",3.70,35,28,"","",3,3,2,21,574.0,545,278,236,259,439,96,8,24,2091,.261,52,54,7,21,47
2013,"Alabama State",4.38,32,25,"","",4,4,1,7,486.2,470,293,237,227,435,88,20,9,1820,.258,56,71,7,14,37
2013,"Albany",4.88,23,25,"","",6,3,2,12,403.2,394,275,219,201,319,64,12,18,1534,.257,50,62,3,27,29
2013,"Alcorn State",7.09,16,41,"","",6,1,1,8,489.2,613,461,386,345,295,97,14,22,1955,.314,73,83,10,35,52
2013,"Appalachian State",4.83,30,24,"","",2,2,0,10,478.2,527,308,257,215,369,"","","","","","","","","",""
2013,"Arizona",4.41,34,21,55,55,4,1,1,16,486.0,491,280,238,161,357,65,26,17,1846,.266,38,68,4,24,43
2013,"Arizona State",4.20,37,22,"","",4,4,2,15,542.1,536,307,253,239,388,81,8,12,2024,.265,38,79,10,24,58
2013,"Arkansas",1.89,39,22,61,61,1,8,8,19,547.1,413,166,115,195,477,40,1,19,1961,.211,40,35,5,14,46
2013,"Arkansas-Little Rock",4.45,28,28,"","",5,3,2,9,491.0,521,298,243,207,366,95,6,35,1894,.275,41,61,8,27,35
2013,"Arkansas-Pine Bluff",4.30,21,32,"","",4,0,0,6,458.2,478,289,219,158,332,89,20,14,1758,.272,42,70,8,14,51
2013,"Arkansas State",4.72,28,31,59,59,3,2,1,10,533.2,523,316,280,224,487,105,19,43,2022,.259,51,51,5,18,52
2013,"Army",4.03,29,23,"","",10,3,1,6,442.2,473,243,198,139,279,83,6,17,1717,.275,44,81,4,17,36
2013,"Auburn",3.40,33,23,"","",2,2,1,18,492.2,458,242,186,189,318,69,11,21,1831,.250,29,37,4,19,43
2013,"Austin Peay State",4.41,47,15,"","",1,1,1,24,554.2,570,318,272,263,466,88,10,41,2155,.265,35,44,7,20,28
2013,"Ball State",3.68,31,24,"","",6,2,1,11,491.1,498,269,201,220,345,66,3,14,1886,.264,43,54,12,20,41
2013,"Baylor",3.99,27,28,"","",3,5,4,10,489.0,449,252,217,204,349,74,11,20,1804,.249,39,58,4,18,49
2013,"Belmont",3.78,38,20,"","",2,4,4,20,521.0,508,258,219,185,448,75,9,31,1968,.258,33,73,4,20,46
2013,"Bethune-Cookman",4.12,34,24,58,58,6,5,2,16,496.0,475,282,227,225,339,76,10,21,1869,.254,27,69,10,19,39
2013,"Binghamton",3.73,30,25,"","",10,5,4,10,456.0,450,245,189,139,338,90,8,20,1719,.262,17,57,7,14,47
2013,"Boston College",5.38,12,40,52,52,0,2,2,7,453.0,514,322,271,208,299,104,13,18,1761,.292,36,44,3,24,49
2013,"Bowling Green State",3.83,24,31,"","",4,5,4,10,479.1,497,294,204,187,322,81,10,16,1848,.269,44,45,5,18,47
2013,"Bradley",6.35,17,32,49,49,0,4,4,4,415.1,494,359,293,246,329,94,16,17,1669,.296,59,68,6,18,43
2013,"Brigham Young",4.01,32,21,53,53,5,5,3,11,471.2,475,245,210,191,291,75,13,26,1775,.268,50,63,1,16,39
2013,"Brown",5.67,7,33,40,40,7,1,0,1,320.2,381,249,202,156,246,67,15,19,1287,.296,39,45,0,18,29
2013,"Bucknell",4.48,16,33,49,49,9,3,0,4,408.0,426,260,203,182,264,87,22,12,1558,.273,47,49,4,18,48
2013,"Buffalo",3.72,33,24,"","",6,6,1,13,486.2,490,254,201,194,306,105,21,16,1852,.265,25,58,9,27,36
2013,"Butler",4.96,25,26,51,51,3,2,0,13,446.0,509,304,246,183,312,"","","","","","","","","",""
2013,"California",4.61,23,31,54,54,0,0,0,8,486.1,551,278,249,178,355,69,18,29,1885,.292,55,47,8,23,62
2013,"Cal Poly",3.40,40,19,"","",4,3,3,17,524.0,519,239,198,176,477,83,18,14,1995,.260,34,37,5,16,36
2013,"Cal State Fullerton",2.47,51,10,61,61,3,11,11,27,547.0,461,181,150,86,424,72,15,17,2024,.228,31,36,7,14,37
2013,"Cal State Northridge",3.96,31,26,57,57,4,1,1,14,504.2,529,259,222,160,333,97,11,20,1917,.276,57,63,10,26,47
2013,"Cal State Sacramento",3.61,34,25,"","",0,9,9,20,521.0,490,241,209,178,284,89,5,25,1922,.255,48,73,3,30,34
2013,"Campbell",2.63,49,10,59,59,3,6,4,15,531.0,469,191,155,191,423,74,5,10,1974,.238,48,30,3,21,27
2013,"Canisius",4.21,42,17,59,59,8,6,4,13,495.2,473,278,232,171,365,81,16,22,1886,.251,49,58,7,19,40
2013,"Central Arkansas",2.82,42,22,"","",16,5,1,9,575.0,527,226,180,131,359,63,7,21,2134,.247,33,43,3,24,45
2013,"Central Florida",3.88,29,30,"","",3,5,3,10,514.1,509,267,222,215,381,92,13,24,1940,.262,58,57,3,21,56
2013,"Central Michigan",4.15,25,32,57,57,2,3,3,12,503.2,503,305,232,272,413,80,12,19,1920,.262,80,49,12,25,53
2013,"Charleston Southern",4.92,22,34,56,56,2,2,2,9,477.0,524,323,261,237,381,83,14,31,1865,.281,49,46,5,22,31
2013,"Chicago State",5.99,10,45,"","",12,0,0,2,443.0,543,390,295,208,225,110,27,20,1809,.300,63,88,6,25,41
2013,"Cincinnati",4.58,24,32,"","",1,2,1,13,489.1,526,335,249,229,348,98,17,24,1894,.278,45,63,3,19,59
2013,"The Citadel",4.60,35,25,"","",2,4,3,15,528.2,580,342,270,200,421,93,12,44,2092,.277,44,52,8,19,37
2013,"Clemson",3.21,40,22,62,62,1,8,7,15,563.0,560,259,201,202,407,111,15,25,2144,.261,42,53,7,18,46
2013,"Coastal Carolina",3.26,37,23,60,60,0,4,4,18,549.2,538,258,199,226,456,84,13,17,2074,.259,38,54,7,15,42
2013,"College of Charleston",4.20,31,26,"","",0,3,3,10,512.1,520,272,239,167,439,93,7,41,1971,.264,44,76,4,20,38
2013,"Columbia",3.64,28,21,"","",8,6,3,12,403.1,378,197,163,144,357,62,7,14,1494,.253,47,52,1,14,40
2013,"Connecticut",3.42,35,28,"","",2,4,4,15,574.0,552,271,218,210,398,92,13,27,2182,.253,38,53,10,19,48
2013,"Coppin State",5.52,18,34,52,52,4,1,1,8,427.0,474,335,262,245,251,70,21,9,1653,.287,55,78,6,42,39
2013,"Cornell",3.13,23,17,40,40,4,2,1,13,330.1,313,154,115,112,230,44,1,11,1240,.252,22,44,6,12,26
2013,"Creighton",3.96,30,18,48,48,0,0,0,13,425.0,404,213,187,183,235,72,10,13,1581,.256,42,35,1,15,46
2013,"CSU Bakersfield",3.38,37,22,"","",8,6,1,12,519.0,471,237,195,212,365,75,12,17,1915,.246,52,42,5,17,35
2013,"Dallas Baptist",4.93,30,30,60,60,1,3,2,13,531.2,599,340,291,231,442,89,10,28,2101,.285,40,62,4,17,44
2013,"Dartmouth",2.75,32,9,41,41,8,9,7,10,346.2,323,121,106,97,293,57,3,10,1304,.248,12,19,1,8,22
2013,"Davidson",5.93,18,31,"","",2,0,0,7,423.2,523,333,279,212,314,"","","","","","","","","",""
2013,"Dayton",5.79,11,39,"","",5,2,0,4,441.2,570,349,284,163,254,125,13,26,1791,.318,29,78,14,33,56
2013,"Delaware",4.13,33,22,"","",5,3,3,10,490.2,501,278,225,186,409,88,10,31,1886,.266,47,77,5,18,24
2013,"Delaware State",4.05,33,15,"","",11,9,3,9,400.1,391,228,180,170,279,55,14,12,1537,.254,39,37,2,19,31
2013,"Duke",4.53,26,29,"","",2,7,5,9,480.1,499,273,242,200,369,96,20,15,1843,.271,57,38,6,22,29
2013,"East Carolina",4.07,31,26,"","",2,2,0,15,517.0,516,282,234,222,385,86,13,19,1937,.266,44,95,5,24,52
2013,"Eastern Illinois",4.77,22,27,"","",7,2,0,11,426.0,489,298,226,210,301,82,14,19,1693,.289,28,56,12,18,31
2013,"Eastern Kentucky",6.13,23,34,"","",2,1,0,10,500.2,627,392,341,218,293,128,12,30,2032,.309,62,60,1,24,45
2013,"Eastern Michigan",4.81,26,28,"","",2,1,1,6,473.2,542,322,253,180,325,101,15,21,1892,.286,38,64,8,27,31
2013,"East Tennessee State",4.13,36,24,"","",13,6,2,9,538.0,571,293,247,179,312,108,22,31,2065,.277,24,33,2,33,59
2013,"Elon",5.34,34,30,64,64,3,0,0,14,573.1,657,441,340,251,452,128,20,35,2267,.290,54,71,9,32,45
2013,"Evansville",4.48,24,34,58,58,7,4,3,11,498.1,530,287,248,184,410,72,9,26,1929,.275,44,42,2,15,41
2013,"Fairfield",4.79,20,29,"","",3,2,2,8,409.1,436,268,218,173,222,82,10,11,1585,.275,37,72,6,28,29
2013,"Fairleigh Dickinson",7.06,12,36,48,48,2,1,1,4,390.1,493,346,306,227,215,103,14,20,1561,.316,51,64,7,34,26
2013,"Florida A&M",7.19,7,47,"","",5,0,0,2,431.2,584,455,345,229,259,133,19,27,1813,.322,58,86,7,30,38
2013,"Florida Atlantic",3.75,42,22,"","",2,6,4,20,571.0,580,295,238,210,490,94,2,40,2197,.264,37,52,4,17,44
2013,"Florida Gulf Coast",3.38,37,20,"","",2,7,7,12,517.0,466,237,194,194,408,84,5,23,1915,.243,36,53,11,20,48
2013,"Florida",3.92,29,30,"","",1,2,1,12,532.0,512,261,232,186,407,97,13,36,2013,.254,31,74,8,11,37
2013,"Florida International",5.03,26,32,"","",1,3,2,12,514.0,567,344,287,289,485,90,10,47,1995,.284,47,51,6,25,55
2013,"Florida State",2.92,47,17,"","",1,7,7,13,567.2,519,238,184,189,501,97,13,22,2133,.243,28,39,3,17,28
2013,"Fordham",4.66,22,33,"","",6,2,0,2,477.0,505,299,247,194,341,75,29,21,1846,.274,49,56,5,24,38
2013,"Fresno State",4.94,23,33,"","",6,3,1,9,486.1,547,317,267,252,378,92,10,33,1897,.288,67,75,8,26,32
2013,"Furman",5.25,32,25,"","",0,0,0,15,519.0,584,371,303,230,417,87,13,50,2042,.286,59,58,3,29,36
2013,"Gardner-Webb",3.35,29,27,57,57,7,4,1,8,513.1,503,242,191,176,410,83,8,19,1939,.259,47,26,8,14,48
2013,"George Mason",5.74,18,35,"","",4,1,0,9,465.2,601,366,297,171,354,104,17,22,1921,.313,44,51,7,41,39
2013,"Georgetown",4.56,25,28,"","",0,4,4,12,478.0,511,322,242,231,319,100,9,21,1870,.273,45,66,7,26,51
2013,"George Washington",4.38,26,31,"","",4,6,5,14,497.2,552,290,242,186,320,126,20,13,1967,.281,31,54,9,20,33
2013,"Georgia",4.54,21,32,"","",1,2,2,11,472.0,482,271,238,205,335,94,6,21,1767,.273,59,52,5,27,34
2013,"Georgia Southern",5.42,27,32,"","",1,2,1,10,526.0,664,364,317,199,449,125,15,48,2140,.310,49,33,2,26,40
2013,"Georgia State",5.55,35,21,"","",2,2,2,13,504.0,575,369,311,237,333,122,7,23,1963,.293,36,61,4,31,46
2013,"Georgia Tech",4.35,37,27,64,64,3,4,3,8,566.2,561,317,274,258,447,81,11,40,2130,.263,39,51,3,30,50
2013,"Gonzaga",3.64,32,21,54,54,8,3,0,10,489.0,509,249,198,173,391,85,12,18,1879,.271,29,45,7,18,46
2013,"Grambling State",5.47,18,30,"","",2,3,2,9,414.1,453,317,252,176,269,73,21,26,1612,.281,42,78,7,23,24
2013,"Hartford",5.40,17,36,"","",2,"","",7,446.1,479,335,268,205,347,81,12,16,1728,.277,52,71,14,22,38
2013,"Harvard",6.31,10,30,40,40,8,0,0,2,320.2,402,284,225,151,192,87,17,20,1327,.303,39,61,2,20,24
2013,"Hawaii",4.50,16,35,"","",6,3,2,6,456.1,481,250,228,132,286,87,17,17,1732,.278,35,49,5,28,44
2013,"High Point",3.91,29,29,58,58,3,3,2,13,524.2,538,300,228,203,415,95,13,18,1993,.270,49,63,3,29,49
2013,"Hofstra",5.42,26,27,53,53,0,2,2,11,460.0,524,331,277,212,365,97,19,25,1820,.288,40,79,6,22,25
2013,"Holy Cross",5.62,28,25,"","",3,8,5,14,432.2,510,325,270,213,326,91,12,25,1733,.294,36,60,8,16,35
2013,"Houston Baptist",3.75,34,24,"","",8,3,1,9,503.2,512,283,210,204,284,75,19,14,1926,.266,53,60,4,22,45
2013,"Houston",3.74,36,22,"","",6,4,2,15,505.0,527,260,210,161,385,"","","","","","","","","",""
2013,"Illinois",3.76,35,20,"","",3,2,0,15,491.1,498,243,205,162,316,90,8,25,1866,.267,19,55,4,22,28
2013,"Illinois State",3.45,39,19,58,58,13,10,4,11,498.0,441,242,191,228,385,78,6,12,1850,.238,33,66,6,16,29
2013,"Indiana",2.64,49,16,65,65,4,5,4,18,590.0,547,220,173,186,394,79,11,18,2207,.248,46,48,6,23,38
2013,"Indiana State",3.50,26,25,51,51,2,3,2,8,457.2,441,221,178,179,391,91,2,19,1722,.256,38,38,13,13,35
2013,"Iona",6.67,8,43,51,51,1,0,0,5,407.2,520,366,302,217,237,89,23,16,1640,.317,76,77,5,36,38
2013,"Iowa",4.07,22,27,"","",1,1,1,11,447.0,512,256,202,148,298,93,12,19,1748,.293,22,49,4,21,48
2013,"IPFW",4.21,22,32,"","",8,3,1,13,442.1,486,266,207,184,297,78,9,16,1710,.284,60,43,5,29,42
2013,"Jackson State",5.01,34,22,"","",15,6,4,7,484.2,505,321,270,244,298,83,17,23,1858,.272,24,72,8,29,39
2013,"Jacksonville",5.50,17,37,"","",4,4,3,8,483.0,572,388,295,210,324,104,6,32,1944,.294,51,72,6,23,40
2013,"Jacksonville State",5.06,32,26,"","",0,4,4,18,509.0,602,351,286,185,344,121,14,31,2030,.297,44,47,2,27,37
2013,"James Madison",6.51,25,30,"","",0,0,0,10,475.1,558,401,344,240,315,119,24,43,1879,.297,54,75,6,26,31
2013,"Kansas",3.45,34,25,"","",3,9,8,14,535.1,520,263,205,193,353,89,17,16,2014,.258,32,42,5,28,39
2013,"Kansas State",3.92,45,19,"","",3,2,2,19,569.0,569,287,248,187,381,107,25,30,2168,.262,45,44,3,23,34
2013,"Kennesaw State",3.90,30,30,"","",3,"","",13,528.1,506,275,229,212,433,81,6,25,1975,.256,46,74,9,21,50
2013,"Kent State",3.87,36,23,"","",4,4,2,16,523.0,489,277,225,200,446,92,17,18,2003,.244,50,71,4,20,28
2013,"Kentucky",3.58,30,25,"","",0,2,2,12,495.1,516,248,197,144,373,93,10,30,1898,.272,27,41,10,22,36
2013,"Lafayette",6.32,10,40,"","",4,2,1,5,404.2,521,356,284,199,259,101,24,29,1669,.312,53,46,8,34,37
2013,"Lamar",4.07,39,20,59,59,8,6,6,10,520.0,489,271,235,214,385,82,12,19,1926,.254,54,55,7,17,68
2013,"LaSalle",5.13,24,29,"","",1,"","",15,458.0,500,309,261,222,326,96,21,21,1757,.285,38,84,4,29,51
2013,"Lehigh",5.67,18,29,"","",3,3,3,8,384.0,436,299,242,182,308,93,17,23,1519,.287,53,66,3,29,31
2013,"Liberty",2.41,9,3,"","",0,2,2,3,104.2,83,35,28,44,79,5,3,1,374,.222,3,11,1,6,5
2013,"Lipscomb",4.59,25,34,"","",3,2,1,9,515.1,556,327,263,289,382,78,12,27,1983,.280,57,57,5,23,40
2013,"LIU Brooklyn",5.82,21,33,55,55,10,0,0,8,444.0,524,363,287,199,345,99,12,19,1787,.293,41,82,7,25,31
2013,"Long Beach State",3.64,29,27,"","",2,2,1,14,490.0,465,248,198,183,325,83,9,16,1833,.254,49,70,6,10,51
2013,"Longwood",4.79,26,28,"","",5,0,0,12,471.2,529,294,251,192,260,112,11,18,1853,.285,53,55,12,18,55
2013,"Louisiana-Lafayette",4.40,43,20,"","",7,"","",19,554.2,589,316,271,167,409,122,23,47,2131,.276,44,82,8,17,29
2013,"Louisiana-Monroe",5.29,18,36,"","",5,3,3,7,467.2,553,322,275,203,311,107,9,28,1849,.299,52,78,3,19,47
2013,"Louisiana State",2.40,57,11,"","",5,9,6,16,622.2,488,195,166,172,506,68,8,21,2235,.218,36,77,3,15,49
2013,"Louisiana Tech",4.48,19,37,"","",4,4,4,8,485.2,508,281,242,219,341,89,9,27,1874,.271,35,64,5,18,46
2013,"Louisville",2.52,51,14,"","",1,10,9,23,589.2,454,212,165,223,629,61,4,22,2124,.214,43,58,5,12,49
2013,"Loyola Marymount",3.17,24,27,51,51,4,5,3,12,446.0,388,196,157,143,349,68,9,19,1652,.235,31,68,5,8,32
2013,"Maine",3.63,37,22,"","",12,6,2,9,501.0,477,243,202,190,332,85,9,9,1885,.253,45,60,6,14,28
2013,"Manhattan",5.24,22,27,49,49,7,4,1,6,410.1,475,280,239,183,256,78,22,21,1596,.298,29,70,7,17,37
2013,"Marist",4.28,27,24,"","",8,1,0,11,433.0,456,249,206,153,297,97,14,23,1689,.270,29,51,1,10,28
2013,"Marshall",4.51,20,34,"","",1,5,5,12,463.0,448,297,232,237,374,88,10,18,1758,.255,67,59,7,19,39
2013,"Maryland-Baltimore County",4.78,18,30,"","",8,3,2,6,408.2,467,268,217,145,179,91,14,16,1601,.292,50,52,4,27,33
2013,"Maryland-Eastern Shore",6.53,8,45,"","",2,1,1,6,432.2,597,403,314,227,156,123,23,9,1791,.333,42,65,6,38,50
2013,"Maryland",3.83,30,25,"","",3,3,2,14,490.2,468,254,209,238,367,91,8,16,1837,.255,38,58,4,14,36
2013,"Massachusetts",5.11,14,31,"","",4,2,1,5,398.1,432,276,226,220,250,81,4,18,1547,.279,49,67,6,20,35
2013,"McNeese State",4.49,23,31,"","",5,"","",11,482.2,514,297,241,221,288,80,8,31,1868,.275,44,51,3,26,36
2013,"Memphis",2.93,35,23,"","",5,9,7,19,513.1,454,211,167,176,445,69,7,12,1915,.237,46,50,4,19,41
2013,"Mercer",4.15,43,18,"","",1,3,2,14,546.0,624,283,252,171,477,90,8,23,2154,.290,27,41,3,16,44
2013,"Miami, Florida",3.38,37,25,62,62,5,9,6,16,551.2,521,264,207,180,447,96,12,22,2066,.252,28,40,2,23,33
2013,"Miami, Ohio",5.12,26,30,"","",4,3,1,8,496.0,549,336,282,214,354,102,14,22,1960,.280,74,63,9,26,37
2013,"Michigan",4.10,29,27,56,56,1,5,5,14,496.2,495,265,226,246,377,78,13,13,1843,.269,47,54,7,24,62
2013,"Michigan State",3.22,33,17,50,50,4,2,2,12,445.0,391,194,159,135,301,71,7,16,1631,.240,34,57,6,21,40
2013,"Middle Tennessee State",4.83,28,28,56,56,0,1,1,17,501.2,500,308,269,268,425,95,10,34,1888,.265,55,72,7,12,43
2013,"Minnesota",2.89,32,22,"","",6,5,2,13,483.1,421,195,155,162,384,69,10,12,1755,.240,42,60,6,20,49
2013,"Mississippi",3.07,38,24,"","",1,6,5,19,557.2,508,237,190,221,432,88,5,27,2070,.245,34,35,6,21,50
2013,"Mississippi State",2.79,51,20,"","",3,6,5,24,642.1,533,255,199,234,588,72,6,21,2344,.227,34,68,5,17,46
2013,"Mississippi Valley State",8.17,5,44,"","",2,1,0,1,395.1,563,468,359,237,222,129,20,27,1670,.337,45,84,14,35,42
2013,"Missouri",3.87,18,32,"","",5,3,2,6,440.0,484,242,189,152,342,62,10,33,1723,.281,31,28,3,17,40
2013,"Missouri State",3.12,31,23,"","",2,2,1,9,484.0,442,202,168,156,427,65,16,8,1808,.244,41,49,5,19,42
2013,"Monmouth",4.13,30,24,"","",10,2,0,7,462.0,494,250,212,155,274,96,14,14,1807,.273,29,47,4,20,32
2013,"Morehead State",5.97,16,40,"","",0,1,1,6,476.2,583,385,316,264,311,109,14,48,1904,.306,67,56,8,35,41
2013,"Murray State",5.70,21,33,"","",2,3,2,7,483.0,562,365,306,210,303,96,9,24,1890,.297,63,88,9,18,47
2013,"Navy",3.87,28,23,"","",8,2,2,10,435.1,419,239,187,158,346,85,7,10,1647,.254,39,42,3,17,40
2013,"Nebraska",4.68,29,30,"","",1,5,5,15,527.0,572,301,274,207,321,90,8,21,2009,.285,41,76,1,21,56
2013,"Nebraska-Omaha",4.64,27,22,"","",3,5,3,16,417.0,477,255,215,153,296,84,7,17,1646,.290,38,46,7,17,30
2013,"Nevada",5.12,25,32,"","",1,1,1,11,500.2,574,356,285,210,375,113,11,33,1961,.293,67,53,4,25,57
2013,"Nevada-Las Vegas",4.34,37,20,"","",4,1,1,15,516.1,544,303,249,169,409,107,12,29,2007,.271,34,37,3,17,39
2013,"New Jersey Tech",5.68,20,34,"","",11,1,0,6,437.0,540,349,276,179,349,90,12,20,1770,.305,42,59,7,23,36
2013,"New Mexico",4.95,37,22,"","",1,4,3,14,536.1,583,340,295,234,365,105,15,38,2069,.282,69,66,5,25,50
2013,"New Orleans",7.25,7,44,"","",2,1,1,3,425.2,528,405,343,243,221,108,20,37,1721,.307,88,84,11,26,40
2013,"New York Tech",7.21,10,47,57,57,6,2,2,1,440.1,567,431,353,274,183,107,13,19,1780,.319,55,88,12,39,30
2013,"Niagara",7.60,16,37,53,53,3,1,0,8,427.2,574,460,361,249,287,97,22,20,1783,.322,58,116,14,29,34
2013,"Nicholls State",4.18,26,29,"","",7,3,1,8,489.1,507,273,227,217,385,65,8,18,1870,.271,55,52,7,27,47
2013,"Norfolk State",4.73,19,29,"","",4,"","",10,399.2,467,292,210,172,286,78,14,13,1606,.291,45,52,1,21,44
2013,"North Carolina-Asheville",5.41,16,35,"","",1,1,1,6,444.0,499,328,267,220,302,99,13,25,1717,.291,79,66,6,20,50
2013,"North Carolina A&T",5.87,16,38,"","",10,1,1,3,458.2,568,399,299,224,260,93,22,18,1862,.305,68,83,4,22,34
2013,"North Carolina Central",3.95,27,29,"","",8,4,0,9,476.2,486,269,209,141,279,114,12,28,1826,.266,24,40,5,21,47
2013,"North Carolina-Charlotte",3.16,37,23,"","",3,2,0,13,532.0,514,264,187,180,361,77,6,28,2022,.254,49,61,5,20,42
2013,"North Carolina-Greensboro",6.19,24,31,"","",1,2,1,9,488.2,565,406,336,276,427,109,22,35,1940,.291,73,75,5,27,38
2013,"North Carolina",2.52,52,8,60,60,5,10,7,13,553.1,418,181,155,220,488,50,7,18,2011,.208,42,40,1,15,38
2013,"North Carolina State",3.08,50,16,"","",3,7,6,19,616.0,484,252,211,242,599,73,4,36,2244,.216,37,68,2,14,31
2013,"North Carolina-Wilmington",3.95,38,23,"","",8,3,1,12,542.2,542,301,238,217,447,92,13,32,2092,.259,64,51,4,13,40
2013,"North Dakota",4.92,25,22,"","",11,3,1,4,382.0,421,255,209,141,205,101,9,18,1472,.286,36,62,2,21,46
2013,"Northeastern",3.89,31,26,"","",7,"","",12,502.0,476,255,217,224,372,61,4,32,1878,.253,25,80,4,23,40
2013,"Northern Colorado",5.05,33,24,57,57,4,2,2,13,477.1,555,335,268,197,337,89,24,18,1898,.292,60,55,10,14,36
2013,"Northern Illinois",5.01,22,34,56,56,9,2,1,4,478.0,523,326,266,225,284,88,15,35,1848,.283,61,84,9,27,43
2013,"Northern Kentucky",6.01,8,47,"","",4,"","",4,480.1,658,409,321,215,277,123,18,25,2005,.328,44,52,1,15,51
2013,"North Florida",3.16,40,19,"","",3,3,2,11,544.0,572,242,191,134,372,80,6,24,2093,.273,26,38,2,13,64
2013,"Northwestern",3.41,22,26,"","",3,3,2,8,438.0,452,221,166,157,348,54,3,12,1705,.265,22,30,10,10,32
2013,"Northwestern State",5.22,15,40,"","",3,"","",6,492.2,538,337,286,210,340,96,21,27,1916,.281,70,68,8,20,48
2013,"Notre Dame",3.75,34,24,"","",4,4,1,17,528.1,549,261,220,152,342,89,15,24,2021,.272,36,50,4,26,50
2013,"Oakland",4.86,20,35,"","",7,2,0,8,460.2,514,310,249,201,320,92,17,19,1796,.286,57,56,3,27,46
2013,"Ohio",5.68,14,39,"","",1,0,0,6,465.2,595,365,294,202,276,109,14,29,1888,.315,44,48,9,24,51
2013,"Ohio State",3.24,35,23,"","",1,6,5,19,524.1,483,230,189,143,393,84,12,24,1939,.249,39,47,3,22,37
2013,"Oklahoma",2.95,43,21,64,64,8,7,5,13,582.2,531,241,191,184,533,91,7,18,"",.245,47,"",3,15,43
2013,"Oklahoma State",3.04,41,19,60,60,6,7,3,11,538.2,508,220,182,148,447,60,9,14,2030,.250,22,36,3,15,48
2013,"Old Dominion",4.08,30,24,54,54,1,3,2,10,478.1,483,277,217,174,337,101,10,28,1817,.266,29,33,4,20,39
2013,"Oral Roberts",3.54,25,32,"","",2,3,3,8,506.1,485,258,199,186,374,71,7,26,1895,.256,52,60,8,22,56
2013,"Oregon",2.80,48,16,"","",4,7,5,26,575.1,493,214,179,198,442,83,14,15,2071,.238,39,62,2,14,66
2013,"Oregon State",2.28,52,13,"","",9,12,5,19,587.0,454,196,149,172,447,76,9,17,2092,.217,38,55,0,14,55
2013,"Pacific",5.45,15,38,54,54,1,1,0,5,467.1,586,351,283,172,257,97,25,24,1853,.316,39,71,7,33,57
2013,"Penn State",4.86,14,36,"","",3,2,1,7,433.1,469,319,234,238,267,79,15,12,1667,.281,42,57,8,25,44
2013,"Pennsylvania",4.36,22,21,43,43,8,3,1,9,347.0,375,202,168,135,233,76,3,16,1335,.281,22,67,3,18,20
2013,"Pepperdine",3.53,27,24,"","",2,1,1,14,450.2,420,215,177,174,338,54,14,17,1674,.251,52,54,3,18,42
2013,"Pittsburgh",3.59,42,17,59,59,8,1,0,10,527.0,515,269,210,194,349,98,10,19,1999,.258,29,59,7,21,44
2013,"Portland",5.05,18,36,54,54,2,3,2,9,468.1,504,288,263,163,338,86,7,26,1792,.281,45,81,5,19,65
2013,"Prairie View A&M",5.03,27,27,"","",10,2,1,7,442.1,484,311,247,182,284,86,17,12,1736,.279,32,49,5,27,49
2013,"Presbyterian",4.40,24,32,"","",9,2,2,9,489.1,498,282,239,174,292,83,8,23,1838,.271,42,67,1,36,49
2013,"Princeton",5.01,14,28,42,42,13,2,0,1,348.2,369,247,194,173,238,60,9,15,1361,.271,56,39,1,24,36
2013,"Purdue",6.46,17,34,"","",1,1,1,6,446.0,593,387,320,220,286,92,14,26,1847,.321,48,55,6,21,32
2013,"Radford",4.70,30,26,"","",2,"","",17,501.2,552,303,262,180,301,108,10,31,1964,.281,41,47,1,25,37
2013,"Rhode Island",3.02,35,22,57,57,7,7,4,12,503.1,394,209,169,177,401,"","","","","","","","","",""
2013,"Rice",2.83,44,20,"","",5,12,10,17,598.1,480,230,188,207,510,71,11,15,2133,.225,37,60,3,11,67
2013,"Richmond",3.85,31,24,"","",2,1,1,17,491.0,505,255,210,170,390,91,6,29,1861,.271,50,39,7,16,46
2013,"Rider",3.75,35,22,57,57,5,6,4,17,477.1,450,239,199,202,311,74,11,16,1794,.251,52,36,4,16,37
