,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
61,Western Michigan,Mid-American,26.87244437145906,2015,19.041120338862047,309.0,14.0,22.0,8.0,8.0,13.0,1.0,143.0,9.0,25.75,1102.0,51.0,3732.0,404.0,273.0,10.0,30.0,81.0,722.0,26925.0,1.0,88.0,10.0,526.0,28.0,2648.0,79.0,172.0,6380.0,17.0,47.2,78.32854442344048,65.04519704433497,448.75,#532e1f,#8b7f79,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2711.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2711.png']",0.6645000000000001,82.9435,5.412,56.0,55.0,75.0,37.394,66.66,57.246,13.0,8.0,5.0,8.0,6.0,2.0,85.1225615298514,50.77924469006206,51.467626691050185,27.647708612884543,87.32975772604401,73.09252516598842,14.209869284305682,55.763335704125154,34.73638088354866,33.8696314518412,65.13623912342894,37.130033444816064,39.6497465093373,32.54534005037783,32.08139534883722,70.9,71.4,2.6401018489874586,53.800000000000004,75.98248350864682,78.32854442344048,29.769230769230717,2.710280373831779,65.13623912342894,85.1225615298514,51.467626691050185,335.2040397405369,37.13003344481605,50.99874055415617,87.32975772604401,33.869631451841215,50.779244690062065,27.647708612884557,182.96533200208137,56.0360884502889,5.9,56.0,60.748366841783415,62.0,34.24264804164759,2.1539119891241785,82.0,30.9078431372549,56.0,2118.708615890335,10.0,331.25,84.0,90.0,408.90391957104646,26,272.0077301361149,114,78.0,17.0,60.0,33.0,120.0,57.0,79.0,0.1,0.91025,66,0.18,-2.37,-3.87,54,-3.21,48
62,Georgia Southern,Sun Belt,19.969784054520076,2015,10.8586012421769,250.0,20.0,31.0,11.0,10.0,13.0,1.0,239.0,10.0,1.0,1012.0,41.0,824.0,137.0,59.0,18.0,4.0,67.0,629.0,26506.0,20.8,372.0,24.0,728.0,41.0,4719.0,75.0,181.0,5543.0,21.0,34.0,61.522873345935736,66.11810344827586,441.77,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']",-0.059,-4.0145,5.42,55.0,49.0,104.0,62.38,60.015,53.78,13.0,9.0,4.0,8.0,6.0,2.0,64.43266206617801,52.046158203928314,57.070864614956946,65.93702146187519,70.5206245467578,63.59576934221964,37.041159616202265,69.24605263157895,66.28854508709074,48.39096489068697,58.45916368884003,50.128227258769925,76.03908747979163,99.99999999999997,9.186046511627893,62.6,74.0,1.896236476561536,67.0,72.90252273132464,61.522873345935736,100.0,7.570093457943926,58.45916368884003,64.43266206617801,57.070864614956946,272.4525823138189,50.12822725876992,62.594458438287155,70.5206245467578,48.39096489068697,52.04615820392833,65.93702146187519,187.57744651038678,59.73304929739721,7.9,52.0,60.356842671851496,63.0,32.85352457937745,2.3086586100898074,85.0,51.582926829268295,2.0,1971.5731101171823,27.0,338.23,100.0,57.0,451.12024387515464,10,361.223016045558,67,96.0,50.0,59.0,20.0,58.0,28.0,41.0,-0.1,0.8373333333333334,19,,,,118,,118
63,Toledo,Mid-American,25.097668117250997,2015,19.041120338862047,268.0,10.0,22.0,4.0,10.0,12.0,1.0,175.0,10.0,1.0,888.0,41.0,3036.0,411.0,231.0,12.0,24.0,96.0,818.0,21271.0,1.0,252.0,25.0,492.0,26.0,2495.0,86.0,186.0,5531.0,14.0,31.800000000000004,79.48884688090739,42.867733990147784,354.52,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']",0.7150000000000001,76.365,8.618,43.0,30.0,87.0,67.47,57.272,52.258,12.0,10.0,2.0,8.0,6.0,2.0,67.63408726782177,59.704295057676205,47.68216928644725,74.02631476907698,74.24788614642831,51.01159084323383,39.395946603412895,12.072368421052602,23.35004157281523,71.00861316224521,62.43073840963984,91.77447675045852,45.146773271317926,56.73425692695213,55.872093023255815,68.2,68.9,2.6401018489874586,69.2,34.40301301479764,79.48884688090739,52.61538461538459,-1.9626168224299079,62.43073840963984,67.63408726782177,47.68216928644725,319.0697101568272,91.77447675045852,39.02896725440806,74.24788614642831,71.00861316224521,59.70429505767622,74.02631476907698,187.909112858473,65.7172276149493,8.0,50.0,60.31169337269393,65.0,28.10797296601728,2.5637030841879085,93.0,32.43853658536586,43.0,1681.7864819453628,58.0,365.48,100.0,57.0,399.136675483936,33,387.8082027565806,41,82.0,44.0,38.0,44.0,37.0,23.0,103.0,-0.2,0.9400833333333334,91,2.51,0.0,-1.31,30,-0.718,26
64,Kansas State,Big 12,35.20576402003447,2015,72.06288461080837,240.0,8.0,15.0,6.0,11.0,13.0,0.0,2.0,13.0,100.0,1268.0,51.0,2288.0,345.0,162.0,5.0,14.0,66.0,505.0,25068.0,20.8,167.0,25.0,531.0,29.0,2050.0,70.0,179.0,4338.0,19.0,56.00000000000001,52.80189035916827,52.47512315270936,417.8,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']",0.163,47.568,5.24,60.0,59.0,34.0,44.457,52.05,72.752,13.0,6.0,7.0,9.0,3.0,6.0,60.93393311998915,27.176527840076233,12.880949093662878,68.55556231582986,46.405326662334225,58.455357142857125,39.47344806556207,65.87715871710526,67.60043627020417,29.18001868475173,86.08413301068094,39.47234352938969,10.10372131834444,66.33501259445842,52.290697674418595,66.9,69.7,7.460262237346216,45.0,62.32563736851489,52.80189035916827,63.61538461538456,-0.46728971962616583,86.08413301068094,60.93393311998915,12.880949093662878,410.96149109122257,39.4723435293897,78.05541561712846,46.405326662334225,29.180018684751715,27.176527840076233,68.55556231582986,165.82883737865694,40.85538628610735,-1.6,69.0,60.32027367375881,64.0,39.021494286344584,1.228825597890152,42.0,34.34274509803922,36.0,1609.6598281843312,63.0,362.2,118.0,21.0,370.5681596895448,59,350.1527450317755,77,67.0,64.0,112.0,119.0,52.0,88.0,13.0,-0.2,0.8558333333333333,33,0.32,-2.67,-5.2,57,-3.928,57
65,Cincinnati,Big 12,33.987806880696276,2015,72.06288461080837,370.0,7.0,11.0,11.0,5.0,13.0,0.0,53.0,22.0,1.0,1046.0,52.0,4679.0,547.0,341.0,9.0,29.0,104.0,948.0,24084.0,1.0,141.0,15.0,512.0,25.0,2313.0,100.0,197.0,6992.0,33.0,91.20000000000002,96.40680529300572,65.04519704433497,401.4,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']",0.316,92.25900000000001,1.442,76.0,68.0,69.0,39.178,58.471,39.533,13.0,7.0,6.0,8.0,4.0,4.0,87.7706254112365,47.21301182178462,39.26671287934383,72.29330157399491,69.98980295198312,70.96650246305417,27.041290900381156,45.28947368421052,90.82962006650367,42.82376147063168,67.70875629480085,51.92338979393678,27.232926673199138,13.219143576826184,65.08139534883722,72.6,67.8,7.460262237346216,9.799999999999997,55.089053307184884,96.40680529300572,15.384615384615415,-4.01869158878506,67.70875629480085,87.7706254112365,39.26671287934383,399.88915346087526,51.92338979393678,22.81989924433249,69.98980295198312,42.82376147063169,47.21301182178464,72.29330157399491,162.64657929521704,59.89286935149578,-3.0,55.0,60.068702864105255,66.0,41.028631968693816,2.370656947795288,87.0,24.71538461538462,101.0,2295.8489168936794,7.0,378.6,118.0,21.0,375.9628344776258,54,415.45395375989943,23,71.0,12.0,68.0,69.0,42.0,125.0,122.0,-0.3,0.9293333333333332,82,-0.26,-3.32,-5.1,65,-4.427,65
66,Air Force,Mountain West,28.282781837589283,2015,20.239464102991217,300.0,14.0,23.0,11.0,7.0,14.0,1.0,92.0,12.0,1.0,669.0,33.0,1847.0,170.0,87.0,11.0,15.0,53.0,532.0,27169.0,20.8,139.0,15.0,816.0,45.0,4468.0,84.0,196.0,6315.0,23.0,60.400000000000006,66.83780718336486,61.66798029556651,452.82,#004a7b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2005.png']",0.4075,37.286,1.846,71.0,71.0,86.0,43.8,58.961,43.761,14.0,8.0,6.0,9.0,6.0,3.0,79.91583873915218,77.39330753818786,23.391451813141344,1.0,74.68920450431354,78.41403223492274,13.788108344530556,33.59036742800396,43.73274911916164,45.1686957837874,72.52801740039351,45.753926298105824,38.05713553608977,30.301007556675074,37.83720930232556,70.9,70.7,2.7490421911810197,40.6,77.7783918702086,66.83780718336486,29.769230769230717,1.4018691588784975,72.52801740039351,79.91583873915218,23.391451813141344,348.02528943262985,45.75392629810582,74.68891687657431,74.68920450431354,45.1686957837874,77.39330753818786,1.0,191.4239402372006,50.25974972976371,9.5,57.0,59.796918904912246,67.0,39.785763756156015,1.5286245458406083,64.0,29.339393939393936,68.0,1934.0819634592644,32.0,387.18,90.0,79.0,373.02766059312887,56,284.47625546957227,109,76.0,22.0,10.0,101.0,127.0,98.0,21.0,-0.4,0.9177692307692307,71,-0.24,-3.09,-4.95,62,-4.255,62
67,Vanderbilt,SEC,49.582806470153535,2015,100.0,211.0,7.0,18.0,9.0,11.0,12.0,1.0,49.0,16.0,1.0,784.0,40.0,2062.0,376.0,192.0,6.0,11.0,73.0,566.0,23128.0,1.0,197.0,31.0,495.0,9.0,1856.0,76.0,205.0,3918.0,25.0,67.0,45.16635160680529,34.86970443349754,385.47,#866d4b,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/238.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/238.png']",-0.009000000000000001,-1.9685,1.546,74.0,69.0,8.0,78.316,27.342,33.406,12.0,4.0,8.0,8.0,2.0,6.0,31.677186278784887,66.13143561016554,17.389470118400652,90.85818213011163,18.708650753313815,23.71009484596719,63.98204874477702,99.99999999999999,31.585478965278412,75.99361945271998,25.088602511682247,77.96845979567956,17.56848826900456,34.41561712846345,73.77906976744188,70.6,67.2,10.0,34.0,48.0598591549296,45.16635160680529,32.307692307692335,-5.140186915887853,25.088602511682247,31.677186278784887,17.389470118400652,541.6618770013959,77.96845979567956,70.44962216624685,18.708650753313815,75.99361945271998,66.13143561016554,90.85818213011163,147.50135213857345,50.126424057249416,-9.5,83.0,59.78240725589097,68.0,47.58215629675649,1.0449323166942048,30.0,22.554838709677426,109.0,1181.1801047380036,99.0,334.53,130.0,9.0,214.97167038138926,124,516.316245721397,1,44.0,112.0,21.0,113.0,4.0,108.0,26.0,-0.4,0.9093636363636364,65,-0.47,-3.42,-5.99,67,-4.759,71
68,Central Michigan,Mid-American,18.02294933902619,2015,19.041120338862047,271.0,10.0,16.0,5.0,11.0,13.0,0.0,0.0,11.0,1.0,707.0,38.0,3905.0,495.0,326.0,6.0,25.0,81.0,703.0,25683.0,1.0,52.0,12.0,420.0,16.0,1307.0,84.0,193.0,5212.0,16.0,47.2,69.30812854442344,63.65529556650246,428.05,#6a0032,#ffc82e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2117.png']",0.333,159.043,-1.872,85.0,77.0,85.0,49.653,45.843,44.329,13.0,7.0,6.0,8.0,6.0,2.0,58.60284813957381,59.01603695767554,41.154166232518406,74.16426874287967,53.69723534201758,55.19950738916255,81.12402551556144,47.05098684210526,44.95712398639495,56.00593547260452,60.54111223501254,60.71391880816009,19.22497902422276,37.532745591939516,53.18604651162792,70.4,69.4,2.6401018489874586,53.800000000000004,66.84850240684614,69.30812854442344,33.99999999999994,-1.0280373831775762,60.54111223501254,58.60284813957381,41.154166232518406,254.75408490023813,60.71391880816009,53.367758186397985,53.69723534201758,56.00593547260453,59.016036957675546,74.16426874287967,178.32761843161248,57.10674848121158,3.9,85.0,59.43959237960282,69.0,51.97544792035795,2.7595239553285094,101.0,21.93859649122807,110.0,1999.1141198512066,22.0,351.95,110.0,39.0,387.85164044578585,45,395.09431732144793,32,104.0,72.0,41.0,62.0,35.0,57.0,73.0,-0.6,0.94075,94,-1.36,-3.94,-5.31,72,-4.748,70
69,Illinois,Big Ten,38.90705312423024,2015,72.49777502796088,245.0,11.0,25.0,9.0,8.0,12.0,1.0,195.0,8.0,1.0,614.0,31.0,2921.0,519.0,285.0,13.0,16.0,66.0,589.0,21381.0,40.6,290.0,33.0,388.0,13.0,1551.0,74.0,204.0,4472.0,17.0,40.60000000000001,42.17202268431005,41.09987684729064,356.35,#ff5f05,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/356.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/356.png']",0.076,28.848,3.104,67.0,70.0,48.0,59.415,42.052,41.81,12.0,5.0,7.0,8.0,2.0,6.0,40.4704691023006,60.65694574233984,23.981447887915493,69.302664972055,31.268914638559387,36.9667487684729,43.29300296210427,29.20320258192652,43.06338678458616,66.90061752965582,49.27812082777036,50.465836186906714,47.697261849545164,46.7594458438287,48.58139534883722,69.2,69.9,7.499797729814626,60.400000000000006,35.210509894811935,42.17202268431005,44.153846153846125,-0.09345794392521611,49.27812082777036,40.4704691023006,23.981447887915493,444.60957385663846,50.465836186906714,67.58186397984886,31.268914638559387,66.90061752965582,60.65694574233985,69.30266497205501,165.15114132218673,48.76350997880436,-1.9,68.0,58.484207552476164,70.0,41.22809834652766,1.3247577979279397,47.0,29.294330400782016,69.0,1273.4135971222465,96.0,363.65,80.0,99.0,272.0181500309517,110,368.1740491463073,60,60.0,108.0,37.0,98.0,47.0,38.0,30.0,-1.1,0.9424545454545455,96,-0.77,-3.48,-5.47,68,-4.554,67
70,Missouri,SEC,54.07664832909105,2015,100.0,181.0,7.0,17.0,5.0,7.0,12.0,0.0,156.0,12.0,1.0,573.0,39.0,1986.0,373.0,186.0,9.0,10.0,63.0,507.0,19464.0,20.8,158.0,29.0,397.0,5.0,1375.0,54.0,179.0,3361.0,17.0,51.60000000000001,19.340264650283572,37.66169950738916,324.4,#f1b82d,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/142.png']",0.04,0.585,5.373,58.0,65.0,31.0,72.545,25.007,46.369,12.0,5.0,7.0,8.0,1.0,7.0,14.375401560348763,64.97905686628326,17.09378723722648,86.75870378506454,12.539677541815045,21.641539695268634,77.75716965015815,52.33552631578945,27.351143146937375,76.70788424713328,35.523296687249676,83.6460416441903,30.754765253999295,20.700251889168754,55.23255813953489,72.6,69.4,10.0,49.4,21.11240862898913,19.340264650283572,15.384615384615415,-1.0280373831775762,35.523296687249676,14.375401560348763,17.09378723722648,582.5149848099186,83.6460416441903,77.80604534005037,12.539677541815045,76.70788424713328,64.97905686628326,86.75870378506454,146.76109434814362,45.40908520631189,-9.9,65.0,57.18878463162982,71.0,37.280110834315735,0.8703638759875679,14.0,16.940583554376673,122.0,973.6699699839522,114.0,395.6,90.0,79.0,199.6311242612355,125,447.01091414493305,10,34.0,126.0,25.0,114.0,11.0,75.0,15.0,-1.8,0.9322727272727274,85,0.15,-2.82,-5.24,58,-4.07,61
71,Temple,American Athletic,21.966746038262585,2015,33.1381505366109,271.0,11.0,23.0,11.0,6.0,14.0,2.0,301.0,8.0,25.75,810.0,40.0,3038.0,439.0,250.0,16.0,20.0,81.0,773.0,27660.0,20.8,294.0,30.0,517.0,25.0,2096.0,87.0,212.0,5134.0,19.0,42.800000000000004,60.025708884688086,45.76945812807882,461.0,#A80532,#a7a9ac,"['http://a.espncdn.com/i/teamlogos/ncaa/500/218.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png']",0.244,109.113,6.404,51.0,44.0,78.0,69.261,42.186,54.009,14.0,10.0,4.0,9.0,7.0,2.0,42.40103954499281,77.56015583766438,53.463717134716745,60.497993561865115,41.66439555778701,34.19402510726202,81.03486295378337,19.45394736842104,41.91180384467947,69.15364709186663,61.31786068925235,82.07603508801049,54.59579883394278,81.17254408060452,57.40697674418604,65.5,69.1,3.9216500487828094,58.2,81.38785879835979,60.025708884688086,75.46153846153847,-1.5887850467289866,61.31786068925235,42.40103954499281,53.463717134716745,290.6067821660235,82.07603508801049,44.63979848866499,41.66439555778701,69.15364709186663,77.5601558376644,60.49799356186513,178.22534389535872,57.456824788148786,3.8,54.0,56.04518917743617,72.0,31.96291635659835,2.659951685361512,97.0,33.64999999999999,39.0,1548.5748228370285,69.0,379.0,68.0,116.0,395.24844506839884,36,408.0605595366931,25,88.0,101.0,9.0,27.0,74.0,46.0,91.0,-2.4,0.9279285714285714,80,1.86,-1.22,-3.01,40,-2.286,40
72,Minnesota,Big Ten,36.89383364808277,2015,72.49777502796088,229.0,6.0,17.0,11.0,8.0,13.0,2.0,53.0,11.0,1.0,781.0,41.0,2793.0,427.0,251.0,10.0,15.0,73.0,591.0,22620.0,1.0,84.0,24.0,446.0,17.0,1873.0,75.0,193.0,4666.0,22.0,58.2,51.86616257088848,30.480541871921176,377.0,#5e0a2f,#fab41c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/135.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/135.png']",-0.126,51.548,3.36,66.0,64.0,47.0,51.846,43.676,46.949,13.0,6.0,7.0,8.0,2.0,6.0,46.61082287785567,46.74795497104378,28.533045737046308,86.40261073831357,44.230568465540635,48.17819661597771,21.462969389452326,32.58347713546158,79.34226955220045,54.353885860260846,55.64315066802687,52.23210728654918,31.400435660479324,22.19647355163727,46.790697674418595,71.8,70.6,7.499797729814626,42.8,44.32242824032804,51.86616257088848,22.15384615384616,1.2149532710280084,55.64315066802687,46.61082287785567,28.533045737046308,426.30757861893426,52.23210728654918,67.33249370277079,44.230568465540635,54.353885860260846,46.74795497104379,86.40261073831357,160.53224515428678,51.146481441676805,-3.9,46.0,55.89672445567848,73.0,35.17308925795603,1.3863229969183357,52.0,21.348780487804873,112.0,1157.2724631473084,101.0,403.0,92.0,75.0,266.8552273055368,113,398.453003218248,31,64.0,93.0,70.0,88.0,12.0,92.0,31.0,-2.4,0.8582307692307692,36,0.25,-2.86,-5.16,59,-4.034,59
73,Virginia,ACC,57.34440430248788,2015,81.59372248530568,243.0,8.0,15.0,6.0,11.0,12.0,0.0,8.0,18.0,1.0,689.0,39.0,2859.0,413.0,252.0,4.0,21.0,91.0,766.0,23538.0,20.8,160.0,11.0,424.0,13.0,1737.0,74.0,178.0,4596.0,24.0,69.2,62.00945179584123,52.47512315270936,392.3,#232d4b,#f84c1e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/258.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png']",0.224,57.0075,2.052,70.0,75.0,15.0,50.688,52.401,37.037,12.0,4.0,8.0,8.0,3.0,5.0,53.57753882940946,33.47186578167401,45.84078924383826,58.90970609382646,52.47339293263866,42.69704433497536,61.137556495115916,22.742105263157868,34.02520552895476,37.61756271946651,60.93579034867003,41.37875793689429,8.788503462009366,3.7430730478589282,55.1046511627907,73.8,69.2,8.326702044118697,31.8,51.07363166339812,62.00945179584123,5.230769230769241,-1.4018691588784975,60.93579034867003,53.57753882940946,45.84078924383826,612.2218572953443,41.378757936894274,45.512594458438286,52.47339293263866,37.61756271946652,33.471865781674026,58.909706093826465,142.56584111223682,46.98180926680889,-11.7,70.0,55.74281536822564,74.0,42.80331005205949,1.251180419111484,43.0,27.612121212121217,79.0,1702.288647679266,52.0,327.7,138.0,5.0,320.4051852325066,91,283.2498544867646,111,30.0,80.0,101.0,49.0,83.0,109.0,87.0,-2.5,0.9361818181818182,87,-0.44,-3.72,-6.33,70,-5.169,75
74,Arkansas State,Sun Belt,22.259380901551843,2015,10.8586012421769,290.0,10.0,20.0,11.0,8.0,13.0,6.0,503.0,15.0,50.5,1112.0,43.0,2693.0,365.0,207.0,27.0,23.0,108.0,996.0,23748.0,20.8,413.0,37.0,608.0,35.0,3007.0,74.0,192.0,5700.0,26.0,29.600000000000005,50.66843100189037,48.41514778325123,395.8,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']",0.1545,33.939,1.553,73.0,60.0,114.0,60.107,42.189,59.612,13.0,9.0,4.0,8.0,8.0,0.0,67.50614867332888,65.94194171297642,39.936998265111555,26.461732670880764,54.14097235988022,52.6295566502463,57.11919261826429,38.54977116704805,36.14756681376923,53.68984115085138,63.82345210280375,38.35673442966572,100.0,67.2078085642317,24.40697674418604,66.6,73.0,1.896236476561536,71.4,52.618024603316115,50.66843100189037,66.1538461538462,5.7009345794392345,63.82345210280375,67.50614867332888,39.936998265111555,293.26709910501677,38.35673442966571,16.835012594458433,54.14097235988022,53.68984115085138,65.94194171297642,26.461732670880764,170.90558383457008,51.27960580550487,0.6,72.0,55.70879468029712,75.0,44.378521757591315,3.3962214071730554,110.0,43.42262727844124,6.0,1505.4334195300821,73.0,384.2,108.0,42.0,402.3641292338667,32,283.55456468937757,110,87.0,45.0,22.0,66.0,123.0,16.0,124.0,-2.6,0.8577499999999999,35,,,,119,,119
75,Northwestern,Big Ten,47.68474423187454,2015,72.49777502796088,230.0,5.0,11.0,7.0,9.0,13.0,2.0,228.0,13.0,50.5,802.0,32.0,1801.0,352.0,174.0,12.0,8.0,58.0,516.0,23245.0,1.0,108.0,14.0,600.0,16.0,2451.0,94.0,231.0,4252.0,20.0,47.2,58.71568998109642,42.867733990147784,387.42,#582c83,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/77.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png']",0.022000000000000002,13.344999999999999,4.814,62.0,17.0,41.0,80.085,31.848,57.244,13.0,10.0,3.0,8.0,6.0,2.0,26.13176584148465,72.82133710933212,28.597353785146737,74.03209141537181,25.011529653451362,28.07491082045182,54.68468524530704,24.726503759398497,58.25936801632925,82.94077548667732,37.26241238317757,89.13349507537583,40.16844158177013,15.338790931989905,58.43023255813952,72.6,68.9,7.499797729814626,53.800000000000004,48.92030665002676,58.71568998109642,15.384615384615415,-1.9626168224299079,37.26241238317757,26.13176584148465,28.597353785146737,524.4067657443139,89.13349507537583,76.683879093199,25.011529653451362,82.94077548667732,72.82133710933213,74.03209141537181,162.15997874915013,51.589142215244,-3.2,75.0,55.64735071111901,76.0,41.281309474629154,0.9839689983168279,26.0,29.076785714285727,73.0,1474.3131180754583,79.0,392.58,106.0,45.0,215.1014486610091,123,460.3438034206244,7,48.0,119.0,13.0,87.0,36.0,57.0,16.0,-2.6,0.8464999999999999,24,4.42,1.32,-1.17,16,0.002,16
76,Akron,Mid-American,22.878520403974044,2015,19.041120338862047,257.0,7.0,15.0,6.0,14.0,13.0,0.0,29.0,12.0,1.0,525.0,31.0,2508.0,370.0,184.0,14.0,18.0,98.0,839.0,25600.0,1.0,25.0,2.0,535.0,20.0,2134.0,73.0,200.0,4642.0,18.0,27.400000000000006,43.03289224952742,44.3551724137931,426.67,#00285e,#84754e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2006.png']",0.03766666666666666,23.719333333333328,-6.536,94.0,74.0,116.0,59.128,32.631,49.287,13.0,8.0,5.0,8.0,5.0,3.0,42.27011569823554,61.995330509984115,42.539772672403245,69.25136547993304,40.488580222181746,34.76278893520272,69.42236621970989,42.364697120158894,42.05845153130366,65.43115226207792,60.37798389820967,58.59559737892579,52.95517981794712,57.2329974811083,40.13953488372093,67.6,71.0,2.6401018489874586,73.6,66.23957033339278,43.03289224952742,57.692307692307736,1.9626168224299079,60.37798389820967,42.27011569823554,42.539772672403245,298.8956400361277,58.59559737892578,36.41057934508816,40.488580222181746,65.43115226207792,61.995330509984136,69.25136547993306,169.1702641322812,53.66271947413594,-0.1,81.0,55.0007789764664,77.0,54.108924355674844,2.8069997939701947,103.0,32.83548387096775,41.0,1350.2531400019054,91.0,353.33,132.0,6.0,347.0946051270511,72,379.83612916610434,50,83.0,103.0,33.0,59.0,49.0,14.0,108.0,-2.9,0.9313333333333333,83,-0.7,-2.95,-4.2,60,-3.575,55
77,East Carolina,American Athletic,21.655144100500856,2015,33.1381505366109,260.0,11.0,17.0,7.0,8.0,12.0,2.0,150.0,12.0,1.0,760.0,39.0,3375.0,473.0,321.0,8.0,21.0,89.0,825.0,20240.0,20.8,225.0,24.0,404.0,19.0,1600.0,80.0,187.0,4975.0,19.0,56.00000000000001,66.53837429111532,66.34975369458128,337.33,#4b1869,#f0907b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/151.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/151.png']",0.285,109.617,-0.264,81.0,89.0,70.0,45.148,48.522,60.412,12.0,5.0,7.0,8.0,3.0,5.0,63.88183892933779,46.76853270780225,42.56138491820238,79.0799093142748,56.044196692351036,39.17070860174307,79.05099595422075,12.49822874493924,97.42274536281982,45.71912551160466,58.827447012683585,46.834765988342426,24.098074780112263,41.14861460957178,26.58139534883722,69.8,72.1,3.9216500487828094,45.0,26.817837404171854,66.53837429111532,39.07692307692309,4.018691588785032,58.827447012683585,63.88183892933779,42.56138491820238,287.77403727728057,46.834765988342426,38.15617128463476,56.044196692351036,45.71912551160466,46.768532707802244,79.0799093142748,164.75804680523092,55.67583134559549,-2.0,79.0,54.833269424564165,78.0,49.011112752555974,2.8668326295366353,105.0,31.162179487179486,52.0,2020.4896501361122,16.0,382.67,96.0,62.0,380.6851867181104,50,354.90470297862043,73,90.0,52.0,69.0,58.0,24.0,88.0,104.0,-3.0,1.001909090909091,111,-1.65,-4.42,-6.1,82,-5.356,79
