,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,ranking,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
27,Michigan State,Big Ten,63.88127104031529,2015,72.49777502796088,300.0,8.0,19.0,6.0,13.0,14.0,2.0,164.0,8.0,1.0,488.0,24.0,3279.0,440.0,244.0,15.0,26.0,75.0,600.0,27603.0,1.0,44.0,13.0,552.0,24.0,2118.0,99.0,205.0,5397.0,14.0,18.6,87.16181474480153,38.795566502463046,460.05,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",-0.016999999999999998,49.99066666666667,16.558,18.0,6.0,36.0,71.779,68.629,38.612,14.0,12.0,2.0,9.0,8.0,1.0,58.581422597374626,53.65146555537447,51.836358831659226,59.71021591577406,51.525906959550156,69.5430865780417,35.62467535923216,43.95315335753173,48.78124547883738,55.32335068139513,69.65965334732024,63.88860448807853,54.46065205676307,57.4823677581864,22.616279069767444,68.3,72.9,7.499797729814626,82.4,80.96866642895347,87.16181474480153,51.76923076923079,5.514018691588802,69.65965334732024,58.581422597374626,51.836358831659226,671.6479185483208,63.88860448807853,66.2103274559194,51.525906959550156,55.323350681395134,53.651465555374486,59.71021591577406,193.89458650797667,55.104786756854615,10.6,20.0,81.44576974625787,28.0,11.524997178213873,0.8933251833740832,20.0,28.317948717948724,76.0,1680.3901917829903,59.0,379.95,110.0,39.0,394.2534714313646,37,347.92431454675875,80,23.0,73.0,56.0,31.0,79.0,4.0,35.0,10.8,0.8337142857142857,17,6.49,2.97,0.34,4,1.52,4
28,West Virginia,Big 12,51.76266524345184,2015,72.06288461080837,324.0,9.0,19.0,7.0,8.0,13.0,1.0,80.0,15.0,25.75,820.0,32.0,3269.0,429.0,232.0,23.0,26.0,87.0,910.0,23028.0,1.0,133.0,24.0,622.0,25.0,2967.0,81.0,209.0,6236.0,22.0,29.600000000000005,51.49187145557657,45.20862068965517,383.8,#002855,#eaaa00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/277.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/277.png']",0.209,90.32,14.447,22.0,36.0,46.0,74.763,55.925,46.586,13.0,8.0,5.0,9.0,4.0,5.0,71.34176699420553,76.57447698858795,26.464772554570715,52.084756862183326,59.116571625151124,52.39446760136413,31.94256093070838,56.83300671892496,68.42866960771305,64.82113130379236,59.52309329105474,70.03160021998322,79.8713827718734,39.5277078085642,32.33720930232559,70.3,71.7,7.460262237346216,71.4,47.32296309502587,51.49187145557657,34.846153846153854,3.2710280373831893,59.52309329105474,71.34176699420553,26.464772554570715,561.4787749404713,70.0316002199832,27.557934508816118,59.116571625151124,64.82113130379236,76.57447698858795,52.08475686218332,186.70773166520652,58.40057938808183,7.5,27.0,81.27833396132762,29.0,14.74854821414371,1.620720213504917,67.0,32.56666666666668,42.0,1448.614205271946,83.0,396.2,108.0,42.0,340.3109408056188,78,421.1108510035104,20,41.0,36.0,11.0,93.0,100.0,16.0,117.0,10.7,0.8066923076923077,8,,,,116,,116
29,Washington,Big Ten,57.398595943837755,2015,72.49777502796088,260.0,8.0,19.0,11.0,12.0,13.0,2.0,358.0,11.0,1.0,708.0,35.0,3110.0,396.0,245.0,15.0,17.0,71.0,651.0,23396.0,40.6,368.0,23.0,477.0,27.0,2130.0,64.0,169.0,5240.0,22.0,38.400000000000006,48.16068052930056,38.795566502463046,389.93,#33006f,#e8d3a2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/264.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png']",0.142,56.4025,13.31,28.0,45.0,24.0,78.387,48.039,66.869,13.0,7.0,6.0,9.0,4.0,5.0,63.58614695052134,59.29123066441497,47.56181825495415,82.0315770623371,56.483147841283724,53.72516033088574,42.491161247995336,45.28947368421052,56.952407779992626,73.10581950763304,58.95392815420562,87.65422375660805,51.24781214689292,53.7418136020151,33.23255813953489,68.0,71.5,7.499797729814626,62.6,50.02785701551079,48.16068052930056,54.3076923076923,2.8971962616822395,58.95392815420562,63.58614695052134,47.56181825495415,612.7145085803432,87.65422375660805,59.85138539042821,56.483147841283724,73.10581950763304,59.291230664414975,82.03157706233712,191.11156737052988,63.676623380190726,9.4,40.0,80.41394738112618,30.0,20.231914438358118,1.0624850413749203,31.0,39.72857142857143,13.0,1287.512750726882,95.0,390.07,116.0,26.0,376.54317638186103,53,437.55729059473117,12,29.0,53.0,40.0,45.0,17.0,32.0,48.0,10.2,0.8497499999999999,28,1.79,-1.53,-4.17,42,-2.895,45
30,NC State,ACC,49.660029559077095,2015,81.59372248530568,280.0,19.0,31.0,7.0,9.0,13.0,1.0,77.0,6.0,25.75,1055.0,42.0,2740.0,413.0,246.0,13.0,20.0,72.0,687.0,25782.0,20.8,363.0,28.0,540.0,36.0,2627.0,81.0,198.0,5367.0,13.0,29.600000000000005,59.53913043478262,62.18004926108374,429.7,#cc0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/152.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/152.png']",0.0005000000000000004,36.560500000000005,8.833,41.0,62.0,63.0,48.006,69.943,47.645,13.0,7.0,6.0,8.0,3.0,5.0,60.110457869279884,61.36038488669337,60.372433647877784,47.9791861519729,63.027538677835125,62.602281565983915,38.170714740569565,64.30052135054618,12.092668714427674,52.50614120560444,77.87866895443926,41.05477735929264,49.90834804022427,51.996221662468514,23.0,68.2,72.6,8.326702044118697,71.4,67.57657336423605,59.53913043478262,52.61538461538459,4.9532710280373635,77.87866895443926,60.110457869279884,60.372433647877784,542.3639050825191,41.05477735929266,55.36272040302267,63.027538677835125,52.50614120560444,61.36038488669337,47.9791861519729,194.1183307493476,57.559357073210585,10.7,41.0,80.40284270396187,31.0,25.070510173349128,1.266677213513084,44.0,42.48333333333333,8.0,1872.046135723347,38.0,350.3,78.0,101.0,414.158317118454,23,302.29367966853715,103,43.0,68.0,34.0,17.0,106.0,16.0,62.0,10.2,0.8642500000000001,41,0.46,-2.25,-4.39,50,-3.268,51
31,Navy,American Athletic,29.80150258641924,2015,33.1381505366109,272.0,24.0,26.0,6.0,15.0,13.0,0.0,93.0,2.0,1.0,775.0,32.0,1280.0,122.0,64.0,12.0,9.0,40.0,339.0,25587.0,1.0,67.0,11.0,748.0,53.0,4247.0,89.0,178.0,5527.0,8.0,7.600000000000001,93.56219281663518,100.0,426.45,#00225b,#b5a67c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2426.png']",0.10250000000000001,28.2735,8.44,44.0,23.0,81.0,55.853,79.482,48.659,13.0,11.0,2.0,8.0,7.0,1.0,89.40865161479104,38.40767921808825,31.28433535453442,69.66166050111497,92.53998616604943,99.99999999999999,1.0,50.059109311740855,78.70624434046898,46.5179481449864,100.0,52.90412289011687,44.754177563051286,65.33753148614608,25.813953488372107,67.0,72.5,3.9216500487828094,93.4,66.14249420574077,93.56219281663518,62.76923076923077,4.766355140186903,100.0,89.40865161479104,31.28433535453442,361.8318416947204,52.90412289011687,98.75314861460957,92.53998616604943,46.5179481449864,38.40767921808826,69.66166050111498,231.66820577495793,61.30337683326076,27.0,28.0,80.32548415765366,32.0,22.757483856963063,0.9368993022068418,22.0,35.80965909090909,27.0,2968.425774320198,1.0,353.55,98.0,60.0,479.57050462152097,2,362.0707178948884,64,75.0,10.0,90.0,84.0,45.0,3.0,2.0,10.2,0.91775,70,3.65,0.7,-1.03,22,-0.399,20
32,San Diego State,Mountain West,34.00406437310124,2015,20.239464102991217,260.0,8.0,10.0,9.0,11.0,14.0,4.0,308.0,3.0,75.25,988.0,34.0,1988.0,252.0,141.0,23.0,17.0,89.0,813.0,27460.0,20.8,258.0,26.0,675.0,32.0,3266.0,85.0,204.0,5254.0,12.0,1.0,62.383742911153135,84.99150246305419,457.67,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",0.3555,41.69,6.341,53.0,46.0,121.0,65.973,47.496,60.432,14.0,11.0,3.0,9.0,9.0,0.0,62.53331014343635,73.86500691147327,26.85382926766161,67.02898549975157,62.65937893987363,60.189525537982874,31.54639889196676,60.05263157894737,41.854285778816006,80.9787485977286,69.76007747171667,88.25166044071636,92.76424157930167,63.467254408060455,16.860465116279073,67.1,73.0,2.7490421911810197,100.0,79.91847922980924,62.383742911153135,61.92307692307697,5.7009345794392345,69.76007747171667,62.53331014343635,26.85382926766161,400.0369488463749,88.25166044071636,39.65239294710327,62.65937893987363,80.9787485977286,73.86500691147329,67.02898549975157,202.79741497680814,62.31987655998751,14.5,47.0,79.20970120997268,33.0,30.852925259220736,2.032312271015281,80.0,44.88190045248869,4.0,2356.3581926583292,6.0,382.33,78.0,101.0,377.0097746606984,52,428.8917839237123,17,70.0,59.0,12.0,92.0,56.0,1.0,100.0,9.6,0.9540769230769232,106,1.54,-1.13,-2.4,39,-1.863,34
33,Houston,Big 12,36.263855817390585,2015,72.06288461080837,332.0,13.0,26.0,7.0,14.0,14.0,3.0,342.0,7.0,50.5,777.0,33.0,3477.0,432.0,285.0,21.0,22.0,85.0,783.0,26314.0,20.8,302.0,29.0,669.0,46.0,3301.0,117.0,233.0,6778.0,14.0,3.200000000000003,94.34820415879018,48.41514778325123,438.57,#c92a39,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/248.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/248.png']",0.403,58.787000000000006,10.851,34.0,13.0,94.0,66.318,63.204,59.151,14.0,13.0,1.0,9.0,8.0,1.0,66.05719117265596,63.01602841986511,63.171696286375465,51.3498603633314,75.17867381614667,47.448996755977404,27.283296701482968,27.05263157894734,40.57738471664754,61.446535096070036,83.45587809740204,70.84756286988498,72.0325969471607,50.375314861460936,13.151162790697668,68.5,73.6,7.460262237346216,97.80000000000001,71.49050632911391,94.34820415879018,50.076923076923066,6.822429906542027,83.45587809740204,66.05719117265596,63.171696286375465,420.58050743082356,70.84756286988498,43.39294710327456,75.17867381614667,61.446535096070036,63.016028419865115,51.349860363331395,208.97774036057632,63.36999752574078,17.2,53.0,77.47430849538112,34.0,25.71528066257252,1.8617125286739225,76.0,39.05924764890282,14.0,1943.111425824355,31.0,401.43,112.0,36.0,412.9710476915015,24,327.4411658354441,91,65.0,47.0,32.0,9.0,103.0,2.0,94.0,8.7,0.9204615384615384,74,4.55,1.68,0.01,13,0.738,7
34,Iowa,Big Ten,44.61072337630346,2015,72.49777502796088,283.0,9.0,14.0,11.0,8.0,14.0,4.0,321.0,5.0,1.0,797.0,35.0,2862.0,369.0,227.0,19.0,17.0,73.0,683.0,26571.0,1.0,251.0,18.0,568.0,35.0,2544.0,80.0,192.0,5406.0,16.0,25.200000000000003,62.383742911153135,65.83768472906404,442.85,#000000,#FFCD00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2294.png']",0.34,130.497,11.803,33.0,11.0,59.0,71.428,64.355,47.459,14.0,12.0,2.0,9.0,8.0,1.0,64.31998816047758,55.99315242583262,43.690207652228565,78.95160483976753,63.13446114786147,60.66611932129173,35.482646101947765,35.93523139745915,85.29781105684664,67.33787459286826,70.1846286443519,61.74785466230067,64.95291882208888,67.83123425692693,35.534883720930225,66.8,71.1,7.499797729814626,75.80000000000001,73.37907826707078,62.383742911153135,64.46153846153848,2.1495327102803685,70.1846286443519,64.31998816047758,43.690207652228565,496.4611216027588,61.74785466230066,55.86146095717884,63.13446114786147,67.33787459286826,55.99315242583263,78.95160483976753,195.7550161669266,62.237881469839344,11.4,42.0,76.76015599305829,35.0,22.511646123407356,1.3757371328393757,49.0,41.01587301587301,10.0,1972.223266549955,26.0,397.15,68.0,116.0,405.3092852850859,29,420.798412696005,21,51.0,51.0,50.0,54.0,25.0,9.0,60.0,8.4,0.8993846153846154,61,4.62,1.38,-0.71,15,0.299,14
35,Miami,ACC,71.72957549880942,2015,81.59372248530568,249.0,13.0,18.0,5.0,10.0,13.0,0.0,172.0,9.0,25.75,575.0,39.0,3602.0,449.0,268.0,15.0,18.0,121.0,1083.0,23054.0,20.8,198.0,22.0,423.0,20.0,1548.0,64.0,183.0,5150.0,14.0,25.200000000000003,37.306238185255225,75.50603448275861,384.23,#005030,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2390.png']",0.27949999999999997,79.77749999999999,6.358,52.0,37.0,30.0,57.045,55.65,58.235,13.0,8.0,5.0,8.0,5.0,3.0,54.170407771895896,29.852394432478548,42.11430642404926,90.3853463925287,55.237728870303144,28.07491082045182,56.604540099218625,10.84210526315789,97.10804490419967,41.30342383209971,66.02657710280374,39.859289027942594,52.57515769941105,50.99874055415617,36.30232558139534,68.6,71.1,8.326702044118697,75.80000000000001,47.51270279907294,37.306238185255225,49.23076923076927,2.1495327102803685,66.02657710280374,54.170407771895896,42.11430642404926,742.9961408982675,39.8592890279426,5.987405541561714,55.237728870303144,41.30342383209971,29.85239443247856,90.3853463925287,151.21074793217167,52.177267953892546,-7.9,35.0,75.37873917583747,36.0,27.390074851927714,1.4576118776211604,61.0,26.243589743589745,92.0,1912.7392253538783,34.0,395.77,96.0,62.0,353.2272116428786,66,345.65292943380246,81,17.0,77.0,107.0,61.0,5.0,9.0,126.0,7.6,0.8570833333333333,34,2.53,-0.78,-3.27,36,-2.133,37
36,Virginia Tech,ACC,56.169800476229575,2015,81.59372248530568,262.0,8.0,13.0,7.0,15.0,13.0,1.0,12.0,14.0,1.0,757.0,34.0,2936.0,394.0,223.0,10.0,24.0,96.0,816.0,24846.0,40.6,275.0,33.0,545.0,19.0,2070.0,74.0,193.0,5006.0,21.0,40.60000000000001,49.91984877126656,62.48485221674876,414.1,#630031,#cf4520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/259.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png']",0.12533333333333332,34.23533333333333,9.484,38.0,53.0,43.0,63.777,45.125,64.317,13.0,7.0,6.0,8.0,4.0,4.0,60.93230004121261,67.63900708521078,22.315598278297585,31.539454458122435,48.378415118980044,72.31597466572835,43.869910514100624,63.17560728744937,36.34358649015002,50.99137593034544,64.12875140992588,52.22004800949402,33.91326815565396,60.10075566750629,22.872093023255815,67.5,72.3,8.326702044118697,60.400000000000006,60.69299340345873,49.91984877126656,58.53846153846153,4.392523364485982,64.12875140992588,60.93230004121261,22.315598278297585,601.5436406929961,52.22004800949401,39.278337531486144,48.378415118980044,50.99137593034544,67.63900708521078,31.539454458122435,169.13079387638507,46.966025152028145,-0.1,31.0,73.887491378605,37.0,21.421571522794416,1.3565100597854278,48.0,35.398039215686275,30.0,1780.7493782014872,46.0,365.9,146.0,3.0,372.0417056957514,58,324.7811722840279,92,32.0,65.0,19.0,105.0,119.0,38.0,102.0,6.9,0.8642500000000001,40,1.11,-2.15,-4.39,48,-3.241,50
37,Pittsburgh,ACC,49.775186796945555,2015,81.59372248530568,256.0,11.0,13.0,7.0,6.0,13.0,1.0,135.0,9.0,50.5,1017.0,41.0,2478.0,343.0,212.0,10.0,21.0,65.0,530.0,24734.0,20.8,120.0,21.0,510.0,19.0,2430.0,79.0,181.0,4908.0,16.0,49.400000000000006,69.79470699432893,90.62426108374383,412.23,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",-0.009000000000000008,43.189,8.389,45.0,43.0,28.0,55.675,61.298,50.223,13.0,8.0,5.0,8.0,6.0,2.0,73.42017812268483,56.23424342526559,20.53652131093847,40.15703961105598,57.19178506959777,79.1012749927557,30.395123872164348,32.58347713546158,61.31548871427532,40.251038927138296,64.31532320872276,34.37314394571979,35.2068256020233,43.392947103274565,13.023255813953483,69.2,73.6,8.326702044118697,51.6,59.86784631841684,69.79470699432893,44.153846153846125,6.822429906542027,64.31532320872276,73.42017812268483,20.53652131093847,543.4107890631414,34.373143945719775,74.9382871536524,57.19178506959777,40.251038927138296,56.234243425265596,40.157039611055986,182.41720958623284,47.96513441111349,5.6,33.0,72.6640030559098,38.0,24.405823187361065,0.9753210842827357,25.0,34.919163763066194,32.0,2542.142291618166,3.0,367.77,72.0,111.0,368.35315368013846,61,277.93768757287,113,42.0,30.0,49.0,108.0,112.0,66.0,19.0,6.2,0.87475,46,2.62,-0.92,-3.47,38,-2.176,39
38,Nebraska,Big Ten,61.79353805731176,2015,72.49777502796088,295.0,5.0,8.0,6.0,5.0,13.0,1.0,143.0,21.0,1.0,637.0,35.0,3470.0,458.0,256.0,10.0,27.0,94.0,829.0,25242.0,1.0,114.0,11.0,496.0,24.0,2340.0,81.0,181.0,5810.0,27.0,75.80000000000001,73.91190926275995,63.65529556650246,420.7,#d00000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/158.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/158.png']",0.354,62.3425,9.375,39.0,67.0,45.0,50.463,63.678,59.863,13.0,6.0,7.0,8.0,3.0,5.0,67.78305542807607,60.88880093312335,51.117152299236665,34.24637505369742,63.417178497319824,48.17819661597771,32.751221587108816,81.20715661103978,44.73540620359614,48.30102477232931,72.086886682243,42.82587118351495,33.12331647086332,46.7594458438287,57.40697674418604,69.5,69.0,7.499797729814626,25.2,63.60527723301837,73.91190926275995,41.6153846153846,-1.7757009345794472,72.086886682243,67.78305542807607,51.117152299236665,652.6685277937432,42.82587118351494,37.65743073047859,63.417178497319824,48.30102477232931,60.888800933123356,34.24637505369742,165.52583704905987,54.29226449729711,-1.7,33.0,72.05691637003822,39.0,22.29226324880884,1.270170024594753,46.0,28.063636363636363,78.0,2044.586542419187,13.0,359.3,114.0,30.0,382.0931369537908,49,369.611611501487,57,24.0,43.0,35.0,35.0,116.0,116.0,106.0,5.9,0.896076923076923,60,0.17,-3.36,-5.69,66,-4.614,68
39,Utah,Big 12,44.79362016585926,2015,72.06288461080837,263.0,16.0,24.0,10.0,12.0,13.0,3.0,338.0,11.0,25.75,455.0,22.0,2340.0,352.0,224.0,22.0,15.0,72.0,693.0,25522.0,40.6,325.0,33.0,571.0,24.0,2379.0,82.0,200.0,4719.0,21.0,20.800000000000004,59.87599243856333,68.73940886699506,425.37,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",0.255,37.7485,13.42,27.0,15.0,29.0,80.535,49.291,58.004,13.0,10.0,3.0,9.0,6.0,3.0,62.59642115416028,56.889580170068854,9.996800753056561,52.92137325381998,45.989950625557796,73.21259421924147,42.6584193556868,70.09157894736839,39.412492519581576,66.54002623944376,68.37985810348758,59.52662998525551,81.21421546133168,36.90931989924431,21.720930232558146,70.1,72.8,7.460262237346216,80.2,65.66593866999466,59.87599243856333,36.538461538461576,5.327102803738313,68.37985810348758,62.59642115416028,9.996800753056561,498.1238196896296,59.52662998525551,54.614609571788414,45.989950625557796,66.54002623944376,56.88958017006887,52.92137325381999,180.78409890190417,49.15569203268455,4.9,35.0,72.0412571887239,40.0,18.583575107960108,1.391220360495496,53.0,33.230303030303034,40.0,2006.2688709563038,20.0,354.63,116.0,26.0,339.7433641104348,79,367.1026113480962,61,50.0,58.0,46.0,122.0,98.0,6.0,66.0,5.9,0.8503076923076923,29,4.91,1.59,-1.11,14,0.131,15
40,BYU,Big 12,37.6159372690697,2015,72.06288461080837,275.0,11.0,21.0,8.0,7.0,13.0,2.0,231.0,12.0,1.0,727.0,34.0,3854.0,504.0,302.0,15.0,26.0,85.0,750.0,22372.0,1.0,217.0,26.0,413.0,28.0,1668.0,73.0,184.0,5522.0,20.0,45.00000000000001,54.897920604914944,51.31687192118227,372.87,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']",0.3086666666666667,43.08833333333333,9.004,40.0,35.0,65.0,59.484,56.34,56.581,13.0,9.0,4.0,0.0,0.0,0.0,62.80805749497631,65.20759817388426,59.49577946762153,60.47658393124851,63.72937474166653,57.43209007741028,48.73063496090545,58.20723684210523,31.555742685831973,65.90655793919876,82.06203271028039,63.08545663620407,52.643030066486375,30.550377833753146,48.197674418604635,70.8,69.8,7.460262237346216,56.0,42.500044571224834,54.897920604914944,30.615384615384627,-0.2803738317757052,82.06203271028039,62.80805749497631,59.49577946762153,432.87215699154274,63.08545663620407,47.50755667506297,63.72937474166653,65.90655793919876,65.20759817388426,60.47658393124852,193.9684529751715,62.93732529143265,10.7,44.0,71.79323786161193,41.0,25.495897787974002,1.7326131697000164,73.0,28.728506787330318,75.0,1603.9989521651025,64.0,407.13,90.0,79.0,404.80834728661364,30,392.6368506270775,35,63.0,57.0,24.0,18.0,76.0,51.0,84.0,5.8,0.8946666666666667,59,2.38,-0.71,-2.74,34,-1.938,35
41,Western Kentucky,Conference USA,14.864931439362834,2015,1.0,349.0,12.0,21.0,8.0,14.0,14.0,1.0,133.0,9.0,25.75,823.0,39.0,5211.0,554.0,398.0,17.0,50.0,83.0,810.0,25363.0,1.0,136.0,18.0,465.0,30.0,2158.0,88.0,185.0,7369.0,17.0,18.6,84.46691871455577,57.120320197044336,422.72,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",0.524,275.806,12.178,31.0,28.0,95.0,49.798,84.496,55.099,14.0,12.0,2.0,9.0,9.0,0.0,96.6431656289785,54.15142356525283,47.73728156030407,36.128585386609274,91.74445491710884,83.40190249702734,35.51033601645169,38.96240601503757,55.900197462669254,43.37698972458675,88.94686459008054,51.99530693710217,59.672392815714886,51.996221662468514,49.86046511627907,68.9,70.1,0.9999999999999996,82.4,64.4966125869139,84.46691871455577,46.69230769230764,0.28037383177567676,88.94686459008054,96.6431656289785,47.73728156030407,226.04483126693486,51.995306937102164,40.0264483627204,91.74445491710884,43.37698972458675,54.15142356525283,36.12858538660928,211.12200435381064,61.63031679714005,18.1,37.0,71.23052555647077,42.0,20.51104680325065,3.5833599709407924,113.0,29.858119658119648,61.0,2017.2698768007303,17.0,417.28,120.0,19.0,495.9802268724195,1,330.37537420753694,89,109.0,2.0,54.0,43.0,114.0,4.0,99.0,5.5,0.937,89,3.62,0.56,-1.12,25,-0.402,21
42,Penn State,Big Ten,66.19254454388701,2015,72.49777502796088,214.0,12.0,23.0,12.0,12.0,13.0,0.0,123.0,6.0,1.0,942.0,43.0,2788.0,404.0,215.0,10.0,20.0,67.0,529.0,23009.0,1.0,221.0,35.0,425.0,15.0,1744.0,51.0,186.0,4532.0,18.0,40.60000000000001,9.047258979206063,51.06083743842365,383.48,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",0.1565,33.955999999999996,6.896,49.0,54.0,56.0,69.22,41.176,38.973,13.0,7.0,6.0,8.0,4.0,4.0,34.41348485110879,66.74644462447458,57.015507519265014,65.75994906033938,38.37032728511279,29.152709359605907,80.07607890258086,21.441295546558678,60.92123214780629,63.594583721690014,50.61256792764886,65.17155495276113,33.36712529492616,63.09319899244332,59.58139534883719,67.7,69.0,7.499797729814626,60.400000000000006,47.181761454804786,9.047258979206063,56.84615384615382,-1.7757009345794472,50.61256792764886,34.41348485110879,57.015507519265014,692.6594958535184,65.17155495276113,75.06297229219143,38.37032728511279,63.59458372169002,66.74644462447458,65.75994906033938,176.0729596586437,54.31671617699843,2.9,32.0,70.51752984629009,43.0,25.555647278268022,0.7637230171054659,9.0,29.521262458471753,65.0,1141.187800098995,105.0,396.52,96.0,62.0,352.7338748377656,67,403.21645540246726,28,21.0,111.0,20.0,21.0,59.0,38.0,18.0,5.1,0.8456923076923076,23,1.22,-1.82,-4.07,45,-3.212,49
43,Louisville,ACC,53.82194761474668,2015,81.59372248530568,271.0,7.0,15.0,12.0,9.0,13.0,1.0,229.0,15.0,25.75,625.0,32.0,3186.0,409.0,227.0,17.0,21.0,97.0,814.0,23001.0,1.0,212.0,30.0,491.0,23.0,2223.0,69.0,181.0,5409.0,27.0,51.60000000000001,49.096408317580355,44.3551724137931,383.35,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']",0.1735,34.513999999999996,10.274,35.0,42.0,35.0,73.773,50.68,47.236,13.0,8.0,5.0,8.0,5.0,3.0,58.62439603119094,64.76839576010292,61.686390808851996,59.21364473731049,53.88666549159984,52.75429777822457,64.25099701058105,50.4565789473684,57.915754296226666,59.167352417942936,56.131817683995344,56.72196654382748,62.445623755152496,39.652392947103266,46.15116279069767,69.7,70.4,8.326702044118697,49.4,47.12439828846499,49.096408317580355,39.92307692307689,0.8411214953271156,56.131817683995344,58.62439603119094,61.686390808851996,580.1995237704244,56.72196654382748,39.52770780856423,53.88666549159984,59.167352417942936,64.76839576010292,59.2136447373105,174.76805346468905,59.55780754116652,2.3,26.0,70.43133691927628,44.0,19.068712212879003,1.4029656465593492,56.0,27.297916666666666,82.0,1407.5559929901272,85.0,396.65,114.0,30.0,386.986957751547,46,394.39485549347654,34,36.0,71.0,26.0,12.0,81.0,75.0,101.0,5.1,0.8473333333333333,25,2.6,-0.59,-3.15,33,-1.959,36
