,team,conference,avg_talent,season,sp_conf_rating,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,qb_average_ppa,qb_total_ppa,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_success_rate,Defense_success_rate,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Offense_power_success,Offense_stuff_rate,Defense_power_success,Defense_stuff_rate,Defense_ppa,Offense_points_per_opportunity,Defense_points_per_opportunity,Defense_havoc_total,Offense_field_position_average_predicted_points,Defense_field_position_average_predicted_points,Offense_field_position_average_start,Defense_field_position_average_start,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,adjusted_metric,average_metric,in_house_pr,sagarin_rank,power_ranking,calculated_rank,combined_rank,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,offensive_rank,defensive_total,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,power_rating,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving
118,San Diego State,Mountain West,28.337632965724396,2024,19.78117560886285,222,17,32,1,5,12,2,213,8,1.0,561,29,2468,375,234,7,15,109,981,19542,1.0,108,17,424,13,1547,31,65,64,177,4015,9,46.8780487804878,48.04977008385177,40.26529973391767,325.7,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",0.21350000000000002,30.302,-13.599,121,124,105,30.611,18.434,67.635,12,3,9,7,2,5,31.693770490416085,30.927239197813094,67.93492769675174,72.11303953193328,39.67552151982613,39.58661417322833,33.50194153778627,24.215186772810767,95.59201103322621,38.185064721503394,36.052410901467496,22.18112279743204,7.250083671247751,41.54377431906613,29.190283400809733,69.0,73.2,2.707379600805713,54.12195121951219,10.045764311176356,48.04977008385177,42.64827586206894,5.247524752475272,36.052410901467496,31.693770490416085,67.93492769675174,348.5239360520399,22.18112279743204,15.086436170212764,39.67552151982613,38.185064721503394,30.92723919781311,72.11303953193331,121.03328848947135,46.75492719304063,-17.1,119,2.376685357473927,119.0,108.91251424349765,2.814727766225852,127.0,29.897768762677487,63.0,1312.9453621835378,85.0,394.3,150.6,98.0,289.98896063854215,104,312.4039474555285,109,101.0,121.0,115.0,17.0,41.0,47.0,132.0,-10.7,1.0073636363636362,124,-4.96,-6.94,-8.12,128,-7.699,127
119,Central Michigan,Mid-American,17.910120946600436,2024,10.535616187511451,215,15,26,12,3,12,1,53,12,34.0,671,37,1961,302,167,2,11,81,731,21193,50.5,221,18,447,17,2027,31,92,57,162,3988,24,100.0,45.45225858804436,47.34668962278917,353.22,#6a0032,#ffc82e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2117.png']",0.322,3.3794999999999997,-14.808,123,120,125,30.33,23.257,49.931,12,4,8,8,2,6,40.331028699082566,74.10197964578165,43.84095897897714,35.254253561838766,41.728911970732995,76.77007874015746,28.216534352917996,28.219875776397515,55.401523394994555,48.97671344775327,51.287980629283666,48.6325092200519,52.89954347483865,14.097276264591443,84.63562753036439,72.9,66.8,1.8668741988646769,1.0,24.328003774376214,45.45225858804436,16.020689655172333,-7.425742574257413,51.287980629283666,40.331028699082566,43.84095897897714,253.72837224182211,48.632509220051894,47.99867021276596,41.728911970732995,48.97671344775326,74.10197964578164,35.254253561838794,140.05988611588003,47.37230771736106,-10.5,124,1.7981670161126047,120.0,110.90721095781485,2.8810337351760658,128.0,24.312912912912907,98.0,1430.891378336227,72.0,366.78,170.79999999999998,59.0,296.27276963574326,101,375.22248257718206,60,123.0,111.0,36.0,86.0,125.0,133.0,91.0,-11.0,1.018909090909091,129,-3.99,-6.09,-7.23,117,-6.968,117
120,Temple,American Athletic,35.86057371877473,2024,28.32749104036414,187,10,24,10,6,12,0,79,14,1.0,673,35,2592,412,242,9,16,67,541,21751,50.5,79,14,385,10,1120,14,46,59,184,3712,24,75.85365853658536,37.097376251014325,22.523086555016434,362.52,#A80532,#a7a9ac,"['http://a.espncdn.com/i/teamlogos/ncaa/500/218.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/218.png']",0.08750000000000001,29.604,-18.721,127,119,95,40.982,12.845,52.686,12,3,9,8,2,6,10.33970331291249,60.31114920286083,60.97179099370521,49.250087584059315,13.793427260702455,51.437539902106806,67.69225849423123,26.075585284280947,78.92392666767677,39.64037117931434,40.951553237265315,26.165824340937036,10.947985462647907,24.2091439688716,75.01619433198383,71.8,68.2,3.484317367305831,25.146341463414632,29.15448731390228,37.097376251014325,23.531034482758614,-4.653465346534631,40.951553237265315,10.33970331291249,60.97179099370521,416.9143065343156,26.165824340937036,73.01196808510639,13.793427260702455,39.640371179314336,60.31114920286083,49.250087584059315,132.74834315118883,39.05108825559244,-13.0,126,0.13162410956966453,121.0,114.38361748845718,1.2976287729178013,65.0,21.271428571428572,120.0,851.6454936104719,120.0,357.48,142.0,108.0,269.3954171697951,120,355.3831385911131,80,79.0,132.0,61.0,31.0,106.0,120.0,19.0,-11.8,0.8965833333333334,76,-3.58,-6.11,-7.73,118,-7.265,120
121,Massachusetts,FBS Independents,29.304063841320918,2024,50.478850027467494,236,14,24,4,4,12,0,18,6,1.0,398,22,2181,327,187,6,14,87,758,23268,50.5,130,18,482,18,1968,15,49,66,174,4149,10,54.12195121951219,52.789559101974575,48.33839411488496,387.8,#971B2F,#B1B3B3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/113.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/113.png']",0.42725,21.85725,-17.327,125,131,76,17.921,44.861,18.122,12,2,10,1,0,1,45.06804715835119,28.88153540314437,43.266391940521146,71.71469912770692,44.55602791772136,51.11248593925757,39.62280934391921,3.5878260869565395,98.91851269202643,30.035612533725086,47.564188705287975,7.346436710544282,23.70217274832767,5.622568093385212,85.0364372469636,74.6,67.2,5.498077275224317,46.8780487804878,42.27421891381843,52.789559101974575,4.4137931034482705,-6.633663366336606,47.564188705287975,45.06804715835119,43.266391940521146,357.30967128473554,7.346436710544282,44.444148936170215,44.55602791772136,30.035612533725086,28.881535403144383,71.71469912770692,136.1817750247713,43.92038568019502,-11.9,127,0.11636037775598973,122.0,112.77366094763403,2.1214091330765,107.0,17.913131313131316,127.0,1526.9801399841117,54.0,332.2,101.4,131.0,276.81251909844366,117,325.5210598010672,99,98.0,100.0,118.0,89.0,42.0,61.0,98.0,-11.8,1.0684,133,-4.44,-6.47,-7.79,121,-7.33,121
122,New Mexico,Mountain West,16.519639381848236,2024,19.78117560886285,296,13,19,7,7,12,0,3,12,1.0,348,20,2768,390,226,3,12,112,978,20795,50.5,88,9,454,37,3048,19,47,64,149,5816,19,75.85365853658536,66.23235055450365,63.973235248082645,346.58,#BA0C2F,#a7a8aa,"['http://a.espncdn.com/i/teamlogos/ncaa/500/167.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/167.png']",0.234,85.722,-10.018,106,109,118,15.036,67.849,42.247,12,5,7,7,3,4,83.21078944768303,4.86062416364166,44.125664923264026,62.01135233441926,77.27427786420826,74.41116056145157,18.758837421250455,43.900000000000006,70.81574341976604,9.314762272987636,51.544503691550474,8.186723125256094,20.325077663734234,14.48249027237354,49.76518218623485,73.2,71.0,2.707379600805713,25.146341463414632,20.88199832249947,66.23235055450365,13.9724137931034,0.8910891089109043,51.544503691550474,83.21078944768303,44.125664923264026,241.08763074407483,8.186723125256094,15.481382978723403,77.27427786420826,9.314762272987622,4.86062416364166,62.01135233441925,125.13540567988616,46.79957850103398,-15.7,110,-1.6509596489249891,123.0,95.77980471021537,4.056616247716956,132.0,24.977777777777774,96.0,1970.669877173356,18.0,373.42,148.6,100.0,363.80772418178134,61,248.85438750230554,130,125.0,12.0,133.0,82.0,70.0,120.0,131.0,-12.6,1.0210909090909093,130,-3.33,-5.2,-6.25,110,-5.892,107
123,Tulsa,American Athletic,34.55850936203112,2024,28.32749104036414,245,10,31,11,7,12,1,66,12,34.0,711,25,2863,437,248,9,23,71,612,21409,50.5,189,23,450,11,1817,18,79,72,196,4680,23,71.02439024390243,49.576142818501495,7.94193144467053,356.82,#003595,#d0b787,"['http://a.espncdn.com/i/teamlogos/ncaa/500/202.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/202.png']",0.1215,14.443999999999999,-23.104,133,129,132,19.054,13.203,46.728,12,3,9,8,1,7,25.461812411891373,53.76537743128398,67.46402147859231,1.0,30.20734214973109,71.15748031496062,49.21759908123416,42.32173913043479,45.40894019340135,11.940158222131984,39.75063903651129,5.805911616905917,32.6684628748485,26.809338521400775,61.65587044534416,71.1,70.0,3.484317367305831,29.97560975609756,26.19631998322501,49.576142818501495,28.31034482758622,-1.0891089108910705,39.75063903651129,25.461812411891373,67.46402147859231,405.0773578366464,5.805911616905917,63.66489361702128,30.20734214973109,11.940158222131984,53.765377431283966,1.0,126.02482685511472,31.639785282271788,-15.4,132,-2.2405077959504616,124.0,119.7905973711677,1.5108225334253274,80.0,35.55739130434783,27.0,684.3350570784255,129.0,363.18,166.20000000000002,63.0,310.0682329943216,93,221.8979970395022,134,83.0,128.0,80.0,19.0,134.0,110.0,50.0,-12.9,1.0153636363636365,128,-4.82,-6.98,-8.18,129,-7.723,128
124,UL Monroe,Sun Belt,10.425010441752796,2024,26.618227954063883,184,16,24,3,7,12,1,56,12,1.0,121,8,1617,246,134,6,11,71,519,22161,1.0,61,6,454,17,2074,18,50,51,156,3691,15,58.95121951219512,38.75764133080877,61.26154327750821,369.35,#231F20,#b18445,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2433.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2433.png']",0.17566666666666667,11.699666666666666,-11.333,113,96,56,43.181,31.24,45.167,12,5,7,8,3,5,27.139042513540062,25.759764019261524,72.70861049150398,95.9831242298439,37.18296703442982,47.77165354330708,54.938508025805454,2.8782608695652243,91.06128613886885,46.200673554148096,31.575608422204013,28.40027965693497,14.00568881590523,37.78793774319067,61.92307692307696,69.7,69.6,3.3289298140058072,42.048780487804876,32.69909834346825,38.75764133080877,37.86896551724134,-1.8811881188118775,31.575608422204013,27.139042513540062,72.70861049150398,185.68191310684358,28.400279656935,75.90824468085106,37.18296703442982,46.20067355414808,25.75976401926154,95.9831242298439,139.10637846496059,50.82903030712123,-10.8,118,-2.252629190617091,125.0,102.15207126896001,2.795102610243795,126.0,25.191666666666656,94.0,1643.5864455249186,38.0,350.65,148.8,99.0,309.1043277739811,94,352.2064653916995,83,131.0,126.0,120.0,10.0,5.0,71.0,16.0,-12.9,0.9550000000000001,109,-1.83,-4.05,-5.6,96,-5.101,95
125,Purdue,Big Ten,56.25811568573435,2024,75.25453213697125,175,5,18,10,1,12,0,0,9,1.0,300,15,2207,329,189,4,13,66,622,19330,1.0,103,15,346,9,1386,22,62,46,147,3593,19,87.92682926829268,35.00865566675684,1.0,322.17,#000000,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png']",0.1375,23.842,-13.836,122,117,6,21.338,29.645,52.981,12,1,11,9,0,9,40.163453463096545,19.970378720481733,30.844006306386405,37.08718074379797,25.569512328628228,17.035995500562393,54.98889908742547,36.58260869565217,65.84642621162959,1.0,31.8442165709598,1.0,11.679388250343322,9.08949416342412,63.25910931174093,73.2,69.2,7.750412012451932,13.073170731707314,8.213776473055162,35.00865566675684,13.9724137931034,-2.673267326732656,31.8442165709598,40.163453463096545,30.844006306386405,602.3465062339485,1.0,62.348404255319146,25.569512328628228,1.0,19.970378720481747,37.08718074379798,102.12199372324801,25.772421927065153,-23.6,116,-3.7520105886270665,126.0,109.55718410828669,1.0326282190776386,41.0,22.866666666666667,108.0,396.9340566675684,133.0,397.83,114.39999999999999,129.0,209.53557742048298,131,224.7457036833024,133,45.0,112.0,126.0,115.0,122.0,131.0,53.0,-13.6,0.7855454545454545,24,-3.49,-5.57,-7.64,114,-6.686,115
126,Ball State,Mid-American,19.166437096215205,2024,10.535616187511451,243,12,26,3,7,12,1,115,11,34.0,794,35,2936,439,280,8,26,59,544,22300,1.0,18,10,370,10,1241,20,55,75,177,4177,14,51.70731707317073,64.679199350825,29.465017999686964,371.67,#DA0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png']",0.219,96.834,-18.001,126,123,87,18.686,37.223,52.051,12,3,9,8,2,6,49.6592167607767,24.60286707355607,43.04119161402042,29.16394161344516,35.92045668630259,62.02069218091924,32.34020542806493,37.73043478260868,67.62825980106655,7.392253951425573,55.95696346311608,1.3127134271274201,19.02571902128011,36.728599221789864,71.0080971659919,69.7,68.7,1.8668741988646769,49.292682926829265,33.903124344726365,64.679199350825,37.86896551724134,-3.6633663366336577,55.95696346311608,49.6592167607767,43.04119161402042,265.1494281474109,1.3127134271274343,72.61702127659575,35.92045668630259,7.392253951425559,24.60286707355607,29.163941613445147,141.24972585996701,31.629987949921087,-10.1,125,-5.232415438173522,127.0,113.4824541746721,2.051673291550759,105.0,23.485714285714288,104.0,1267.064853501989,93.0,348.33,151.0,96.0,315.6673253549898,91,238.83856781522135,132,119.0,90.0,122.0,91.0,131.0,53.0,20.0,-14.2,0.9818181818181819,115,-4.48,-6.56,-7.86,123,-7.431,123
127,UTEP,Conference USA,15.299833820615135,2024,1.0,200,8,27,7,7,12,0,164,12,34.0,496,24,2400,365,223,11,15,68,611,20125,50.5,311,17,437,9,1450,35,85,59,179,3850,19,56.536585365853654,39.48065999459021,3.8666457974643933,335.42,#ff8200,#041e42,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2638.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2638.png']",0.06566666666666666,14.651666666666666,-19.407,129,128,89,39.066,12.952,39.932,12,3,9,8,3,5,32.42282489912262,63.33978953590022,26.275324173677802,51.128077656357846,26.013177999979945,18.85826771653541,69.48241849954684,70.03354037267081,49.838806681788896,61.95913662232967,10.543083566796184,38.73306991914339,57.79356244064016,16.31225680933852,100.00000000000003,72.9,66.0,1.0,44.46341463414634,15.09021807506818,39.48065999459021,16.020689655172333,-9.009900990098998,10.543083566796184,32.42282489912262,26.275324173677802,229.99848927831937,38.73306991914339,63.796542553191486,26.013177999979945,61.959136622329666,63.33978953590022,51.12807765635785,133.9558968636785,43.52305514789469,-12.6,128,-7.199675858297904,128.0,116.18594411602737,2.656539188223248,121.0,32.060784313725485,42.0,500.0911825618566,132.0,384.58,197.0,26.0,199.90735366499732,133,435.03242078819085,13,126.0,120.0,54.0,123.0,102.0,65.0,49.0,-15.2,0.9980909090909091,122,-5.08,-6.91,-8.04,127,-7.729,129
128,Wyoming,Mountain West,13.583396280070033,2024,19.78117560886285,208,15,25,5,5,12,1,37,11,34.0,532,21,2263,347,181,6,11,66,595,22225,1.0,29,10,458,14,1657,15,60,66,181,3920,16,66.1951219512195,48.853124154720035,50.92612302394741,370.42,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",0.171,17.7085,-11.258,112,118,97,41.722,22.043,50.851,12,3,9,7,2,5,24.964676527936035,46.454316604050206,53.708474489774176,59.756514201642005,17.033869160118204,27.058492688413935,66.7856733358789,63.710498409331905,56.09147507514626,39.23209182034803,20.923905971542553,34.13690167229299,28.06830432186291,21.70525291828794,37.340080971659916,72.0,72.1,2.707379600805713,34.80487804878049,33.254403438876096,48.853124154720035,22.165517241379277,3.069306930693074,20.923905971542553,24.964676527936035,53.708474489774176,214.39451163700022,34.13690167229299,65.90292553191489,17.033869160118204,39.232091820348025,46.45431660405021,59.756514201642005,127.09449677020227,40.191657133978104,-15.0,104,-9.536352854015474,129.0,100.4173042459378,2.775257610173426,125.0,28.33333333333333,74.0,1537.922035359482,52.0,349.58,134.0,117.0,232.18034509195175,126,336.7218787544713,88,128.0,129.0,94.0,56.0,76.0,99.0,48.0,-16.2,0.9900000000000001,119,-4.42,-6.56,-7.92,124,-7.427,122
129,Kennesaw State,Conference USA,1.0,2024,1.0,164,7,18,4,8,12,1,55,14,67.0,989,41,1635,297,156,4,6,67,556,21128,1.0,107,15,449,13,1386,22,58,66,187,3021,18,68.60975609756098,45.720043278333776,18.215370167475356,352.13,#fdbb30,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/338.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/338.png']",-0.09266666666666667,-4.575666666666667,-21.686,131,133,133,24.069,11.533,67.074,12,2,10,8,2,6,5.889051053679026,29.508882404136614,44.36154134633023,78.14867436134881,1.0,63.13948256467941,80.65073740654114,36.58260869565217,47.6197525914896,41.77116570184234,38.290812141099266,27.141129009623256,20.6530408773679,28.73540856031127,48.42914979757089,71.1,70.8,1.0,32.390243902439025,23.76231914447473,45.720043278333776,28.31034482758622,0.49504950495051503,38.290812141099266,5.889051053679026,44.36154134633023,100.0,27.14112900962327,71.0372340425532,1.0,41.771165701842335,29.5088824041366,78.14867436134881,112.14342338182729,33.4465524778895,-20.1,131,-9.846764109669742,130.0,118.05239410584655,5.56,133.0,30.955284552845526,55.0,850.8520027995115,121.0,367.87,174.0,52.0,262.06703307264036,122,309.2013625616637,113,134.0,133.0,117.0,81.0,22.0,101.0,26.0,-16.4,1.0288181818181819,132,-6.31,-8.33,-9.35,132,-9.063,132
130,Middle Tennessee,Conference USA,28.13748455953577,2024,1.0,218,13,27,9,5,12,0,42,10,1.0,527,30,3133,427,273,5,16,88,735,21782,50.5,111,12,335,10,1086,20,55,62,162,4219,19,75.85365853658536,53.7000270489586,32.5640945374863,363.03,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",-0.04349999999999998,41.906000000000006,-19.398,128,126,90,13.889,20.907,61.424,12,3,9,8,2,6,42.37303349471395,13.699491930548163,52.40770767733994,58.74303747156961,35.78341920905991,1.0,80.36452576262874,48.29043478260871,52.873265084053216,15.689782589422634,18.145200984413464,9.200401974749724,23.554086484265795,2.348249027237344,59.11740890688259,74.8,70.0,1.0,25.146341463414632,29.41916544348919,53.7000270489586,3.048275862068948,-1.0891089108910705,18.145200984413464,42.37303349471395,52.40770767733994,346.7044050866887,9.200401974749738,47.472074468085104,35.78341920905991,15.68978258942262,13.699491930548149,58.74303747156961,103.39390085127613,36.449412062109026,-23.1,130,-9.991384729823032,131.0,115.4771508889893,2.119961526927306,106.0,22.016666666666666,113.0,1218.534661239312,96.0,356.97,135.0,115.0,232.42213615539336,125,257.61382273983463,128,103.0,106.0,130.0,62.0,81.0,120.0,92.0,-16.4,0.9871818181818182,117,-4.79,-6.7,-7.92,125,-7.454,125
131,New Mexico State,Conference USA,7.098587919558511,2024,1.0,231,6,16,11,1,12,1,41,12,1.0,762,39,1718,320,141,9,12,65,577,21197,1.0,69,12,495,16,2151,14,45,70,182,3869,23,85.51219512195121,54.20881796050851,16.06151197370481,353.28,#891216,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/166.png']",-0.1335,-0.014249999999999652,-20.775,130,127,107,20.899,18.985,44.223,12,3,9,8,2,6,39.42354434420437,56.56996913693055,41.055607642973484,32.51102264405017,24.470071473535217,55.75034738304771,36.59031439340439,75.6086956521739,53.50256149575468,31.1174214989866,50.378178835110745,44.58530255429585,10.70535495855222,17.27529182879377,63.392712550607285,73.0,69.5,1.0,15.487804878048777,24.359142377856983,54.20881796050851,15.337931034482722,-2.079207920792072,50.378178835110745,39.42354434420437,41.055607642973484,155.4417083596228,44.58530255429586,68.27260638297872,24.470071473535217,31.117421498986587,56.569969136930546,32.51102264405017,139.29255304700567,37.52460612344672,-10.8,129,-11.535442042955543,132.0,117.08710742981245,3.7120024354408105,129.0,21.78846153846154,117.0,892.7584190791813,118.0,366.72,103.4,130.0,264.9433559010697,121,357.28768553279906,76,132.0,113.0,73.0,93.0,129.0,129.0,35.0,-17.2,1.012,127,-5.16,-7.07,-8.16,131,-7.801,130
132,Southern Miss,Sun Belt,30.462285277572903,2024,26.618227954063883,186,12,27,12,4,12,1,115,17,1.0,414,22,2099,318,166,6,7,72,579,19712,50.5,39,11,410,13,1308,20,65,39,155,3407,29,100.0,18.59345415201514,26.81530755986853,328.53,#FFAA3C,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2572.png']",-0.147,-7.089666666666666,-21.712,132,132,108,20.399,12.972,54.495,12,1,11,8,0,8,18.12215914829727,36.27879830355948,55.26865761807011,38.462252090724206,6.052912400706167,20.376827896512935,100.0,38.92417391304349,56.27064738228587,17.715564302921194,8.26244834151099,26.293124643797455,26.5590058469094,9.37840466926069,98.39676113360326,73.5,65.5,3.3289298140058072,1.0,11.514468442021382,18.59345415201514,11.924137931034451,-10.0,8.26244834151099,18.12215914829727,55.26865761807011,367.83895706884454,26.293124643797483,68.0093085106383,6.052912400706167,17.71556430292118,36.27879830355947,38.462252090724206,92.51332715967652,28.650057310713066,-26.9,133,-19.156710734450087,133.0,119.01768078188064,1.574058399397959,84.0,14.36363636363636,134.0,749.618192717522,125.0,391.47,163.0,71.0,217.46141007435816,130,312.34132176993495,110,94.0,131.0,108.0,49.0,119.0,133.0,37.0,-20.7,0.9898181818181818,118,-6.05,-8.49,-9.96,133,-9.438,133
133,Kent State,Mid-American,18.404113606270386,2024,10.535616187511451,155,8,21,7,7,12,0,73,13,1.0,613,33,1865,294,139,4,18,58,428,19345,1.0,45,4,388,3,930,18,56,29,156,2795,20,75.85365853658536,1.0,16.99123493504461,322.42,#003976,#efab00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2309.png']",-0.014333333333333345,18.288666666666668,-31.206,134,134,49,9.994,7.815,41.858,12,0,12,8,0,8,1.0,10.99950934118192,82.34296854745526,58.830342504171455,8.422332519948517,23.346456692913364,74.30545603644873,33.13913043478263,93.56310646938066,10.502895865368316,13.566652994257595,19.887890998497454,10.73146340904735,14.578793774319053,94.12145748987857,72.8,66.8,1.8668741988646769,25.146341463414632,8.343520654225216,1.0,16.70344827586206,-7.425742574257413,13.566652994257595,1.0,82.34296854745526,258.21921460245795,19.887890998497454,87.88829787234043,8.422332519948517,10.50289586536833,10.999509341181891,58.83034250417146,94.4018180361903,28.68300812968758,-26.2,134,-24.199248165867232,134.0,120.75588404720182,1.6575063968765007,87.0,23.825757575757578,101.0,376.69303203422555,134.0,397.58,156.4,88.0,217.56266056534253,129,321.044333103261,102,122.0,134.0,131.0,4.0,80.0,120.0,4.0,-23.0,0.9476363636363637,108,-7.04,-9.06,-10.46,134,-10.005,134
