,Team,G,AB,H,BA,HPG,ABPG,HPAB,BB,BBPG,IP,ER,ERA,RA,PO,A,E,PCT,APG,EPG,HBP,OBP,HBPPG,RPG,RS,TB,SLG,KP9,WP9,WHIP,OPS,PYTHAG,wOBA,wRAA,oWAR_z,pWAR_z,fWAR,ISO,wRC+,BB%,BABIP,RA9,FIP,LOB%,K/BB,Rating,Conference
106,Wake Forest,62,2095,581,0.277,9.370967741935484,33.79032258064516,0.27732696897374703,308,4.967741935483871,542.2,316,5.24,369,1628,603,69,0.97,9.725806451612904,1.1129032258064515,73,0.385,1.1774193548387097,6.306451612903226,391,896,0.428,7.2,4.35,1.59,0.813,0.526,0.34939072327044024,157.40358170851692,1.16782971479305,0.6765360988159956,1.8443658136090457,0.15035799522673032,144.50871238314585,0.12106918238993711,0.24622641509433962,6.125046108447067,0.7406339328238444,0.6088617209469896,1.66,1.17,ACC
107,Central Ark.,56,1826,498,0.273,8.892857142857142,32.607142857142854,0.2727272727272727,239,4.267857142857143,487.0,236,4.36,285,1461,548,59,0.971,9.785714285714286,1.0535714285714286,74,0.376,1.3214285714285714,5.410714285714286,303,672,0.368,7.0,3.23,1.43,0.744,0.528,0.32453682783551735,9.227799820565062,0.06846412715419885,0.17678997396266508,0.2452541011168639,0.09529025191675794,102.99960644359176,0.10799819249887031,0.25962059620596206,5.26694045174538,0.4262441620559365,0.6346345651777514,2.16,1.1,Southland
108,Milwaukee,58,2023,535,0.264,9.224137931034482,34.87931034482759,0.26445872466633713,243,4.189655172413793,515.1,248,4.33,288,1546,598,70,0.968,10.310344827586206,1.206896551724138,54,0.355,0.9310344827586207,5.568965517241379,323,770,0.381,7.8,4.03,1.46,0.736,0.552,0.3112229038854806,-65.38122403349607,-0.48508512568190326,0.5319981426540634,0.04691301697216016,0.11616411270390509,80.76369251370933,0.09938650306748466,0.24547677261613693,5.032032615026208,0.4916414496988097,0.659952071191291,1.94,1.09,Horizon League
109,Lipscomb,58,1958,568,0.29,9.793103448275861,33.758620689655174,0.2900919305413687,275,4.741379310344827,514.1,315,5.51,367,1543,610,74,0.967,10.517241379310345,1.2758620689655173,47,0.386,0.8103448275862069,6.655172413793103,386,816,0.417,7.9,3.74,1.47,0.8029999999999999,0.523,0.337819392426134,84.12328681007494,0.624138745615013,0.6358996342980112,1.2600383799130244,0.12665985699693566,125.18314633111231,0.11444028297960883,0.26777609682299547,6.424820073915581,0.37005351242921003,0.5514176818714213,2.12,1.03,ASUN
110,Missouri,56,1841,459,0.249,8.196428571428571,32.875,0.24932102118413904,235,4.196428571428571,493.2,239,4.36,298,1481,620,81,0.963,11.071428571428571,1.4464285714285714,46,0.345,0.8214285714285714,5.178571428571429,290,669,0.363,7.7,2.59,1.41,0.708,0.488,0.3053375623017671,-89.17303188284852,-0.6616044899399078,0.6293812626073628,-0.03222322733254501,0.11406844106463879,70.93443786312612,0.10647938377888537,0.22986036519871106,5.437956204379562,0.041729332768128714,0.6122749910441443,2.97,0.98,SEC
111,Kansas St.,57,1934,550,0.284,9.649122807017545,33.92982456140351,0.2843846949327818,222,3.8947368421052633,502.0,282,5.06,324,1506,597,66,0.97,10.473684210526315,1.1578947368421053,61,0.372,1.0701754385964912,5.87719298245614,335,775,0.401,7.9,3.66,1.5,0.773,0.515,0.3309217391304347,43.685055135148836,0.3241140063361047,0.468074938762606,0.7921889450987107,0.11633919338159256,113.66320483400652,0.09652173913043478,0.2659846547314578,5.808764940239044,0.3554038024512929,0.6080195057724168,2.16,0.94,Big 12
112,Seattle U,58,1918,561,0.292,9.672413793103448,33.06896551724138,0.2924921793534932,278,4.793103448275862,501.2,202,3.62,249,1505,557,64,0.97,9.60344827586207,1.103448275862069,58,0.394,1.0,5.706896551724138,331,803,0.419,8.0,2.96,1.31,0.813,0.627,0.34798973481608214,137.05318010467192,1.0168432922289674,0.693170343366301,1.7100136355952684,0.1261730969760167,142.16888688881593,0.11890504704875962,0.26986584107327144,4.471268954509179,0.10623405973634653,0.670420847288067,2.72,0.93,Western Athletic
113,Ball St.,58,1979,569,0.288,9.810344827586206,34.12068965517241,0.2875189489641233,290,5.0,507.0,245,4.35,315,1521,584,62,0.971,10.068965517241379,1.0689655172413792,63,0.389,1.0862068965517242,6.517241379310345,378,881,0.445,6.9,4.05,1.53,0.8340000000000001,0.583,0.3530354200988467,170.77162656223214,1.2670117018825484,0.19763729826771675,1.4646490001502652,0.15765538150581102,150.59581076834715,0.11943986820428336,0.25806451612903225,5.59171597633136,0.7144862144770353,0.6340418350951588,1.7,0.9,Mid-American
114,UNC Greensboro,59,2101,726,0.346,12.305084745762711,35.610169491525426,0.34554973821989526,263,4.4576271186440675,518.0,304,5.28,355,1554,578,64,0.971,9.796610169491526,1.0847457627118644,56,0.425,0.9491525423728814,8.338983050847459,492,1130,0.538,8.2,5.33,1.6,0.9630000000000001,0.645,0.3942599136238712,422.9144376398323,3.137743383790255,0.2171415358500689,3.354884919640324,0.19228938600666348,219.44585777668294,0.10325873576756969,0.3091674462114125,6.167953667953667,0.8553596769288894,0.6092894089407914,1.53,0.87,Southern
115,San Diego,56,1954,559,0.286,9.982142857142858,34.892857142857146,0.28607983623336747,192,3.4285714285714284,493.1,297,5.42,331,1480,589,56,0.974,10.517857142857142,1.0,40,0.357,0.7142857142857143,5.607142857142857,314,793,0.406,8.6,4.4,1.62,0.763,0.476,0.32687666370896185,21.64325197738733,0.16057851104527357,0.24993580891048242,0.410514319955756,0.11975435005117707,106.90742425051407,0.08518189884649512,0.2669021190716448,6.041370918677753,0.44530705114832886,0.6220295342355457,1.95,0.82,West Coast
116,Georgia,57,1911,482,0.252,8.456140350877194,33.526315789473685,0.2522239665096808,224,3.9298245614035086,512.0,263,4.62,307,1536,551,65,0.97,9.666666666666666,1.1403508771929824,29,0.336,0.5087719298245614,4.631578947368421,264,693,0.363,8.6,4.59,1.42,0.6990000000000001,0.431,0.3022257053291536,-106.35635191339782,-0.7890932771241466,0.48672407879526264,-0.3023691983288839,0.11041339612768185,65.73724850972384,0.10031347962382445,0.2277892561983471,5.396484375,0.4910404469346661,0.619186135234634,1.87,0.8,SEC
117,Winthrop,55,1915,539,0.281,9.8,34.81818181818182,0.2814621409921671,220,4.0,484.0,262,4.87,306,1452,524,68,0.967,9.527272727272727,1.2363636363636363,43,0.362,0.7818181818181819,5.872727272727273,323,697,0.364,6.3,2.83,1.45,0.726,0.525,0.316430155210643,-33.03855252480769,-0.24512404961451514,0.1349874263115467,-0.11013662330296844,0.0825065274151436,89.46045183966731,0.0975609756097561,0.26564102564102565,5.690082644628099,0.42303534093374634,0.6052204354533487,2.24,0.79,Big South
118,Lamar University,54,1902,566,0.298,10.481481481481481,35.22222222222222,0.29758149316508936,193,3.574074074074074,478.0,212,3.99,245,1434,549,47,0.977,10.166666666666666,0.8703703703703703,42,0.372,0.7777777777777778,6.314814814814815,341,877,0.461,7.6,3.29,1.37,0.833,0.647,0.3530575868372943,154.0040030236009,1.1426071057334037,0.17132978636413698,1.3139368920975407,0.16351209253417456,150.63283198689078,0.08820840950639854,0.2634044768349818,4.612970711297071,0.28434582239042944,0.6721942623414119,2.32,0.79,Southland
119,Saint Joseph's,54,1905,519,0.272,9.61111111111111,35.27777777777778,0.27244094488188975,237,4.388888888888889,479.0,216,4.06,259,1437,606,56,0.973,11.222222222222221,1.037037037037037,43,0.363,0.7962962962962963,6.037037037037037,326,806,0.423,7.2,2.39,1.28,0.786,0.604,0.33601426660722244,69.12184663197058,0.5128380533783977,0.3693467596736346,0.8821848130520323,0.15065616797900264,122.16836102119508,0.10566205974141775,0.24075039082855654,4.866388308977036,0.08333466200965613,0.6244996749763533,3.01,0.79,Atlantic 10
120,Liberty,59,1987,570,0.287,9.661016949152541,33.67796610169491,0.28686462003019625,237,4.016949152542373,516.2,307,5.35,350,1550,562,72,0.967,9.525423728813559,1.2203389830508475,66,0.376,1.11864406779661,6.440677966101695,380,833,0.419,7.3,5.78,1.67,0.7949999999999999,0.538,0.33939393939393936,91.86375367405435,0.6815678530851703,-0.14726422084164686,0.5343036322435235,0.13236034222445897,127.81283619460146,0.09974747474747475,0.26240079365079366,6.102285935683843,1.2012326862633953,0.6312651100515836,1.26,0.76,Big South
121,Cal Poly,57,1888,510,0.27,8.947368421052632,33.12280701754386,0.2701271186440678,239,4.192982456140351,499.1,230,4.15,288,1498,603,82,0.962,10.578947368421053,1.4385964912280702,47,0.361,0.8245614035087719,5.105263157894737,291,682,0.361,8.2,2.9,1.43,0.722,0.505,0.3166756032171582,-31.514156092921453,-0.23381404363524896,0.7281840400678575,0.4943699964326086,0.09110169491525423,89.87038063057938,0.10679177837354781,0.25612936880542514,5.193348026447605,0.03488821645070912,0.6397118855851348,2.83,0.69,Big West
122,UT Arlington,58,2038,588,0.289,10.137931034482758,35.13793103448276,0.2885181550539745,199,3.4310344827586206,514.2,245,4.28,315,1544,630,64,0.971,10.862068965517242,1.103448275862069,44,0.36,0.7586206896551724,5.879310344827586,341,811,0.398,5.9,3.04,1.38,0.758,0.536,0.3257957446808511,16.66763385521445,0.12366273931082478,0.41720473289843985,0.5408674722092646,0.10942100098135427,105.10215462719039,0.08468085106382979,0.27277131782945735,5.513418903150524,0.5955746999997216,0.5975058800203282,1.93,0.65,Sun Belt
123,Nicholls,56,1874,512,0.273,9.142857142857142,33.464285714285715,0.27321237993596587,164,2.9285714285714284,487.0,265,4.9,302,1461,602,63,0.97,10.75,1.125,66,0.349,1.1785714285714286,4.803571428571429,269,638,0.34,6.6,3.16,1.44,0.6890000000000001,0.447,0.29899270738377387,-120.96690482007817,-0.8974938462139541,0.11602650931794627,-0.7814673368960079,0.0672358591248666,60.33773861927176,0.07474931631722881,0.2655755015839493,5.581108829568788,0.4919525809471069,0.6091122486404525,2.08,0.59,Southland
124,Gardner-Webb,58,1976,581,0.294,10.017241379310345,34.06896551724138,0.2940283400809717,175,3.0172413793103448,510.1,221,3.9,259,1531,657,62,0.972,11.327586206896552,1.0689655172413792,42,0.359,0.7241379310344828,5.775862068965517,335,826,0.418,8.0,2.87,1.33,0.7769999999999999,0.616,0.3291044776119403,33.65611049132787,0.2497059183120507,0.8749117817500905,1.1246177000621413,0.12398785425101215,110.62815139183795,0.07682177348551361,0.2731804586241276,4.56969221721231,0.06125173640434597,0.6665805821417388,2.8,0.58,Big South
125,Hartford,55,1853,559,0.302,10.163636363636364,33.69090909090909,0.30167296276308686,235,4.2727272727272725,471.1,227,4.33,262,1414,595,53,0.974,10.818181818181818,0.9636363636363636,41,0.387,0.7454545454545455,6.890909090909091,379,805,0.434,6.1,3.88,1.45,0.821,0.663,0.34805417607223477,130.17432987270826,0.9658068061636471,-0.44955595993000574,0.5162508462336414,0.13275769023205614,142.27651182574067,0.10609480812641084,0.27948990435706694,5.005306728932286,0.8612802059264134,0.6607808557540137,1.56,0.58,America East
126,Marshall,55,1892,540,0.285,9.818181818181818,34.4,0.2854122621564482,231,4.2,498.1,241,4.35,285,1495,566,64,0.97,10.290909090909091,1.1636363636363636,61,0.377,1.1090909090909091,6.0181818181818185,331,831,0.439,7.1,3.56,1.45,0.8160000000000001,0.568,0.34091067538126363,96.81357367753684,0.718292219965515,0.29406987258900436,1.0123620925545194,0.15380549682875264,130.34597450867486,0.10065359477124183,0.2506527415143603,5.149568359767114,0.4773119956071737,0.6478637281670996,1.99,0.58,Conference USA
127,Old Dominion,56,1847,468,0.253,8.357142857142858,32.982142857142854,0.2533838657282079,227,4.053571428571429,494.1,269,4.9,298,1483,639,60,0.973,11.410714285714286,1.0714285714285714,41,0.344,0.7321428571428571,5.178571428571429,290,664,0.36,5.9,3.44,1.5,0.704,0.488,0.300391363022942,-115.34725134844395,-0.8557997612396524,0.011215380086064555,-0.8445843811535878,0.1061180292365999,62.673668021211995,0.10211426000899686,0.23585912486659552,5.428051001821493,0.7156059642202814,0.6385417976772968,1.72,0.53,Conference USA
128,Saint Louis,56,1926,528,0.274,9.428571428571429,34.392857142857146,0.27414330218068533,194,3.4642857142857144,494.2,242,4.4,298,1484,584,80,0.963,10.428571428571429,1.4285714285714286,52,0.353,0.9285714285714286,5.321428571428571,298,763,0.396,6.7,3.88,1.52,0.749,0.5,0.32141134435015634,-6.9107665549894834,-0.05127328391967343,0.0355743372653685,-0.015698946654304928,0.12201453790238836,97.77965911397189,0.08664582402858419,0.24948665297741274,5.426952650748685,0.691179495996036,0.6446875809050874,1.73,0.52,Atlantic 10
129,Holy Cross,57,1877,473,0.252,8.298245614035087,32.92982456140351,0.25199786893979753,207,3.6315789473684212,492.2,211,3.85,254,1478,539,68,0.967,9.456140350877194,1.1929824561403508,45,0.338,0.7894736842105263,4.807017543859649,274,731,0.389,7.4,3.18,1.33,0.7270000000000001,0.535,0.31469152854511967,-40.58983318505471,-0.3011495214878872,0.34433619320661424,0.04318667171872703,0.1374533830580714,86.55672841178426,0.09530386740331492,0.22698412698412698,4.644453474197481,0.3299729964050161,0.66182229692907,2.32,0.51,Patriot League
130,UAB,55,1743,412,0.236,7.490909090909091,31.69090909090909,0.23637406769936892,224,4.072727272727272,474.0,214,4.06,272,1422,546,67,0.967,9.927272727272728,1.2181818181818183,52,0.339,0.9454545454545454,4.327272727272727,238,542,0.311,6.3,4.71,1.43,0.65,0.439,0.2873075083692013,-172.0151902801685,-1.2762381162136605,-0.6071267146472953,-1.8833648308609559,0.07458405048766495,40.82199851765698,0.10712577714012435,0.2255125284738041,5.1645569620253164,1.0817491666918426,0.6416653975899641,1.33,0.44,Conference USA
131,High Point,56,1885,527,0.28,9.410714285714286,33.660714285714285,0.27957559681697614,215,3.8392857142857144,492.0,255,4.66,312,1476,528,86,0.959,9.428571428571429,1.5357142857142858,53,0.364,0.9464285714285714,5.642857142857143,316,741,0.393,8.0,4.12,1.46,0.757,0.506,0.32046316718129686,-11.987670635918636,-0.08894052999189125,0.20605255581554136,0.1171120258236501,0.11352785145888594,96.19608495535724,0.09483899426554919,0.25966562173458724,5.7073170731707314,0.4747579408968312,0.6058637397943262,1.96,0.44,Big South
132,Binghamton,55,1841,537,0.292,9.763636363636364,33.472727272727276,0.29168929929386206,201,3.6545454545454548,457.2,256,5.03,280,1373,527,41,0.979,9.581818181818182,0.7454545454545455,52,0.372,0.9454545454545454,6.181818181818182,340,773,0.42,5.9,3.82,1.47,0.792,0.588,0.33643709825528,69.2568552275194,0.5138397272153142,-0.689042854218885,-0.17520312700357077,0.12819120043454643,122.87454262237603,0.09228650137741047,0.2676659528907923,5.511811023622047,0.9115247266227762,0.6259889796915334,1.54,0.39,America East
133,FGCU,59,2063,594,0.288,10.067796610169491,34.96610169491525,0.2879301987396995,212,3.593220338983051,521.1,311,5.37,352,1564,672,77,0.967,11.389830508474576,1.305084745762712,65,0.367,1.1016949152542372,5.915254237288136,349,832,0.403,6.1,3.19,1.59,0.77,0.496,0.33293555093555094,56.923748584018696,0.4223362921749137,0.5089477904925055,0.9312840826674191,0.11536597188560349,117.02652177479631,0.08814968814968815,0.2676526717557252,6.079447322970639,0.6046369461699572,0.6116381356518648,1.9,0.37,ASUN
134,Rhode Island,58,1954,510,0.261,8.793103448275861,33.689655172413794,0.2610030706243603,169,2.913793103448276,508.1,262,4.64,315,1525,568,74,0.966,9.793103448275861,1.2758620689655173,59,0.335,1.0172413793103448,5.0344827586206895,292,758,0.388,8.1,3.63,1.39,0.7230000000000001,0.465,0.30739399293286224,-80.66693796629778,-0.5984949397966098,0.6042024809608249,0.005707541164215013,0.1269191402251791,74.36893356006739,0.07464664310954064,0.24062816616008106,5.579610312930525,0.30947551808670903,0.5950556865176804,2.22,0.35,Atlantic 10
135,FIU,58,2049,596,0.291,10.275862068965518,35.327586206896555,0.29087359687652514,190,3.2758620689655173,518.2,250,4.34,309,1556,634,83,0.963,10.931034482758621,1.4310344827586208,35,0.358,0.603448275862069,5.275862068965517,306,828,0.404,7.4,4.08,1.55,0.762,0.496,0.32559061833688696,15.515395833672871,0.11511390080623185,0.47821219212966,0.5933260929358919,0.11322596388482187,104.75956804293058,0.08102345415778252,0.2708836310960889,5.366653801620995,0.5929071994207967,0.656468414107197,1.81,0.32,Conference USA
136,Kennesaw St.,56,1965,578,0.294,10.321428571428571,35.089285714285715,0.29414758269720104,212,3.7857142857142856,504.2,281,5.01,342,1514,631,85,0.962,11.267857142857142,1.5178571428571428,35,0.369,0.625,6.071428571428571,340,807,0.411,8.2,4.71,1.57,0.78,0.497,0.33598588442876043,69.7120651846395,0.5172170818385335,0.25930017047394915,0.7765172523124827,0.11653944020356234,122.12095924244133,0.09351565946184384,0.27089627391742194,6.10472034906783,0.6080541589076576,0.604745541494142,1.75,0.29,ASUN
137,Southern Ill.,57,1927,516,0.268,9.052631578947368,33.80701754385965,0.2677737415672029,194,3.4035087719298245,509.2,206,3.64,241,1529,648,63,0.972,11.368421052631579,1.105263157894737,43,0.345,0.7543859649122807,4.771929824561403,272,725,0.376,6.1,3.64,1.36,0.721,0.555,0.3124740874267688,-52.89196337893091,-0.3924231319084308,0.20153465623557715,-0.19088847567285366,0.1084587441619097,82.85332511480989,0.08742676881478144,0.25102880658436216,4.25962293794187,0.7431514313247232,0.7008569221879438,1.67,0.27,Missouri Valley
138,Belmont,60,2111,626,0.297,10.433333333333334,35.18333333333333,0.2965419232591189,327,5.45,543.2,343,5.68,402,1631,583,88,0.962,9.716666666666667,1.4666666666666666,76,0.405,1.2666666666666666,7.75,465,1025,0.486,8.0,3.86,1.59,0.891,0.566,0.3663191569439218,268.82142968148776,1.994475920735702,1.069496705279618,3.06397262601532,0.18900994789199432,172.78130846705392,0.12307113285660519,0.2571294997662459,6.660530191458026,0.3735421843859951,0.5674582901602352,2.07,0.24,Ohio Valley
139,UIC,55,1864,504,0.27,9.163636363636364,33.89090909090909,0.2703862660944206,197,3.581818181818182,483.1,259,4.82,297,1450,651,55,0.974,11.836363636363636,1.0,63,0.355,1.1454545454545455,5.490909090909091,302,712,0.382,7.4,4.19,1.44,0.737,0.508,0.3129332736229288,-50.845107711364676,-0.3772368264601662,-0.07474889695144966,-0.45198572341161586,0.11158798283261803,83.62022334660992,0.08822212270488132,0.2523809523809524,5.533015938729042,0.6370298178677982,0.6136183482049183,1.77,0.23,Horizon League
140,Richmond,52,1812,558,0.308,10.73076923076923,34.84615384615385,0.3079470198675497,240,4.615384615384615,455.0,229,4.53,281,1365,588,64,0.968,11.307692307692308,1.2307692307692308,57,0.401,1.0961538461538463,6.711538461538462,349,822,0.454,6.1,4.33,1.53,0.855,0.598,0.36339146397430017,205.6488858498476,1.5257777307397893,-0.7796663716855152,0.7461113590542741,0.1456953642384106,167.8916959734022,0.1101422670949977,0.2837690631808279,5.558241758241758,0.9807773610637573,0.6352459272155967,1.41,0.21,Atlantic 10
141,Ohio,52,1895,527,0.278,10.134615384615385,36.44230769230769,0.27810026385224274,210,4.038461538461538,473.1,256,4.87,300,1420,541,63,0.969,10.403846153846153,1.2115384615384615,45,0.359,0.8653846153846154,5.461538461538462,284,716,0.378,7.1,4.66,1.51,0.737,0.475,0.319882618510158,-14.698176953175437,-0.10905068114009406,-0.407667804565039,-0.516718485705133,0.09973614775725594,95.22649625017945,0.09480812641083522,0.25908618899273106,5.707038681039949,0.8460234607567313,0.6177795989920704,1.51,0.2,Mid-American
142,Presbyterian,57,1965,549,0.279,9.631578947368421,34.473684210526315,0.27938931297709924,185,3.245614035087719,500.2,279,5.02,323,1502,550,63,0.97,9.649122807017545,1.105263157894737,31,0.347,0.543859649122807,5.631578947368421,321,791,0.403,7.1,3.94,1.45,0.75,0.497,0.31689427312775326,-30.812326098288604,-0.22860693263072893,0.1758257963364928,-0.052781136294236114,0.12315521628498728,90.23558666069442,0.08149779735682819,0.2591847005535984,5.811675329868053,0.6345715890254879,0.5956541205938878,1.79,0.2,Big South
143,Memphis,61,2036,517,0.254,8.475409836065573,33.377049180327866,0.2539292730844794,185,3.0327868852459017,533.2,299,5.04,358,1601,658,78,0.967,10.78688524590164,1.278688524590164,59,0.331,0.9672131147540983,4.786885245901639,292,733,0.36,6.3,4.06,1.51,0.6910000000000001,0.408,0.29440855704697994,-156.81530525996928,-1.1634650954516692,0.4378357283248627,-0.7256293671268065,0.10609037328094302,52.68163567673467,0.0776006711409396,0.2389294403892944,6.042760690172543,0.8490996182816586,0.5931913686448259,1.55,0.19,American Athletic
144,Radford,58,1914,476,0.249,8.206896551724139,33.0,0.24869383490073146,172,2.9655172413793105,499.1,295,5.32,367,1498,610,79,0.964,10.517241379310345,1.3620689655172413,40,0.321,0.6896551724137931,4.620689655172414,268,664,0.347,6.8,3.62,1.52,0.6679999999999999,0.36,0.2868645219755324,-183.8277130253368,-1.3638791655388414,0.17783452606062622,-1.1860446394782151,0.09822361546499478,40.08215597696832,0.07793384685092886,0.23319544984488108,6.617912242035664,0.6155970962529691,0.5520494155616105,1.87,0.18,Big South
145,Grand Canyon,54,1840,515,0.28,9.537037037037036,34.074074074074076,0.2798913043478261,201,3.7222222222222223,477.2,251,4.73,304,1433,671,67,0.969,12.425925925925926,1.2407407407407407,39,0.359,0.7222222222222222,5.833333333333333,315,699,0.38,6.1,3.86,1.52,0.739,0.516,0.3143237047226043,-42.62052577301378,-0.31621590765322993,-0.32356147775359545,-0.6397773854068254,0.1,85.94241674157304,0.0921595598349381,0.26394849785407726,5.733445096395641,0.81709409702981,0.620730588173201,1.58,0.16,Western Athletic
146,Canisius,59,1892,503,0.266,8.525423728813559,32.067796610169495,0.26585623678646936,246,4.169491525423729,491.0,215,3.94,266,1473,520,67,0.967,8.813559322033898,1.1355932203389831,68,0.367,1.152542372881356,5.372881355932203,317,645,0.341,7.8,3.81,1.36,0.708,0.58,0.3089887152777778,-73.56175785184541,-0.5457792367830668,0.1779921215557685,-0.36778711522729834,0.07505285412262157,77.03231882024123,0.10677083333333333,0.25732217573221755,4.875763747454176,0.4889537935828202,0.6502350905324333,2.03,0.15,MAAC
147,Wofford,58,1958,544,0.278,9.379310344827585,33.758620689655174,0.27783452502553624,262,4.517241379310345,509.2,314,5.54,358,1529,555,61,0.972,9.568965517241379,1.0517241379310345,47,0.373,0.8103448275862069,5.827586206896552,338,789,0.403,8.3,3.57,1.56,0.776,0.474,0.3269040636782572,23.072184457586207,0.17118023810062993,0.6917594742691563,0.8629397123697862,0.12512768130745658,106.95318561742731,0.10976120653540009,0.25796661608497723,6.327572663000785,0.23614397238777862,0.5857270040580204,2.33,0.13,Southern
148,Tennessee Tech,55,1981,597,0.301,10.854545454545455,36.018181818181816,0.30136294800605756,238,4.327272727272727,489.0,288,5.3,343,1467,479,67,0.967,8.709090909090909,1.2181818181818183,86,0.396,1.5636363636363637,7.818181818181818,430,936,0.472,8.9,4.4,1.54,0.868,0.602,0.36963559322033895,256.94377575812126,1.9063516414583577,0.26868721302253495,2.1750388544808925,0.17112569409389197,178.3201707794038,0.10084745762711865,0.26397205588822353,6.3128834355828225,0.3594051227237901,0.5796389682405395,2.03,0.06,Ohio Valley
149,San Diego St.,59,1971,540,0.274,9.152542372881356,33.40677966101695,0.273972602739726,208,3.5254237288135593,513.1,297,5.21,362,1540,648,87,0.962,10.983050847457626,1.4745762711864407,41,0.35,0.6949152542372882,5.101694915254237,301,732,0.371,6.0,3.07,1.54,0.721,0.416,0.3096153846153846,-70.51434587632274,-0.5231694700954069,0.4021237381912436,-0.12104573190416335,0.0974124809741248,78.0789347920474,0.0898876404494382,0.2561158262606091,6.349639446501656,0.5945747664181733,0.5781924695276734,1.95,0.04,Mountain West
150,Stetson,60,2036,534,0.262,8.9,33.93333333333333,0.26227897838899805,176,2.933333333333333,528.0,232,3.95,310,1584,603,88,0.961,10.05,1.4666666666666666,44,0.332,0.7333333333333333,4.883333333333334,293,708,0.348,8.3,3.6,1.47,0.6799999999999999,0.474,0.29381646655231564,-156.600501343242,-1.1618713934908549,0.9633727776847382,-0.19849861580611672,0.08546168958742632,51.69277068640847,0.07547169811320754,0.24744276668290308,5.284090909090909,0.25171991393650106,0.6433922625068779,2.3,0.03,ASUN
151,Cincinnati,57,1883,443,0.235,7.771929824561403,33.03508771929825,0.23526287838555496,173,3.0350877192982457,509.2,211,3.73,252,1529,624,60,0.973,10.947368421052632,1.0526315789473684,45,0.313,0.7894736842105263,3.824561403508772,218,647,0.344,5.5,3.39,1.33,0.657,0.434,0.27770691994572594,-231.16889811926512,-1.7151192204734722,0.16355749083262722,-1.551561729640845,0.10833775889537971,24.787818161682015,0.07824513794663049,0.21677215189873417,4.454045561665358,0.7824287290466397,0.6752401083563186,1.63,-0.04,American Athletic
152,Central Mich.,61,2030,521,0.257,8.540983606557377,33.278688524590166,0.2566502463054187,247,4.049180327868853,540.0,283,4.72,344,1620,593,89,0.961,9.721311475409836,1.459016393442623,62,0.352,1.0163934426229508,4.704918032786885,287,661,0.326,6.7,4.77,1.54,0.6779999999999999,0.418,0.29961474730737364,-129.61043947594317,-0.9616231150806259,0.39856438127583244,-0.5630587338047934,0.06896551724137931,61.37662289215938,0.10231980115990058,0.24853515625,5.733333333333333,0.9809998453107045,0.6256788696353639,1.41,-0.09,Mid-American
153,Western Ky.,54,1880,530,0.282,9.814814814814815,34.81481481481482,0.28191489361702127,193,3.574074074074074,479.2,277,5.2,328,1439,517,63,0.969,9.574074074074074,1.1666666666666667,49,0.362,0.9074074074074074,4.925925925925926,266,688,0.366,7.5,4.28,1.65,0.728,0.405,0.32055658627087197,-10.93310153614457,-0.08111632982026282,-0.14209851566126064,-0.22321484548152346,0.08404255319148936,96.3521064891286,0.08951762523191095,0.26931216931216934,6.160267111853089,0.6488257577266805,0.6210971325454904,1.75,-0.12,Conference USA
154,Dartmouth,43,1367,346,0.253,8.046511627906977,31.790697674418606,0.2531089978054133,126,2.9302325581395348,354.2,171,4.34,205,1064,426,43,0.972,9.906976744186046,1.0,30,0.327,0.6976744186046512,3.6744186046511627,158,473,0.346,7.5,2.66,1.36,0.673,0.383,0.2940115532734275,-103.91851543842864,-0.7710061545544236,-1.627225306382291,-2.3982314609367146,0.09290416971470374,52.01858984804595,0.08087291399229782,0.2403776325344953,5.20892151326934,0.16309283483974785,0.6231396090240184,2.83,-0.13,Ivy League
155,St. Bonaventure,49,1597,412,0.258,8.408163265306122,32.59183673469388,0.2579837194740138,172,3.510204081632653,422.1,131,2.79,171,1267,533,57,0.969,10.877551020408163,1.163265306122449,41,0.342,0.8367346938775511,4.591836734693878,225,548,0.343,6.9,2.71,1.18,0.685,0.623,0.2965835543766578,-114.47340271721261,-0.8493163865495326,-0.6790011900727964,-1.528317576622329,0.08515967438948027,56.31415255169454,0.09124668435013263,0.24659231722428748,3.6460554371002134,0.2860893000618004,0.7172878836802163,2.54,-0.14,Atlantic 10
156,Charlotte,55,1946,572,0.294,10.4,35.38181818181818,0.29393627954779034,165,3.0,495.0,293,5.33,342,1485,688,65,0.971,12.50909090909091,1.1818181818181819,40,0.358,0.7272727272727273,5.618181818181818,309,805,0.414,6.5,3.71,1.55,0.772,0.454,0.33077586206896553,41.11523019347425,0.3050476172734884,0.06872365740172982,0.3737712746752182,0.1197327852004111,113.41957194295608,0.07486388384754991,0.2737913486005089,6.218181818181819,0.6681800101251179,0.5886350561124936,1.75,-0.14,Conference USA
157,Penn,41,1385,390,0.282,9.512195121951219,33.78048780487805,0.2815884476534296,128,3.1219512195121952,345.0,153,3.99,191,1035,402,49,0.967,9.804878048780488,1.1951219512195121,37,0.357,0.9024390243902439,5.0,205,587,0.424,7.0,3.73,1.37,0.7809999999999999,0.532,0.3349049429657795,44.56462331440301,0.3306398162622194,-2.06877049544951,-1.7381306791872908,0.14223826714801444,120.31565215008567,0.08111533586818757,0.257739380849532,4.982608695652173,0.6205909515409359,0.6424037956816665,1.87,-0.2,Ivy League
