,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
49,Memphis,American Athletic,642.9766666666667,2025,-3.842857142857143,45.0,33.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,58.0,20.0,1.0,3.0,0.0,0.0,20.0,90.0,1.0,5.0,395.0,454.0,48.0,60.0,38.0,41.0,3.0,1.0,1.0,2.0,10.0,12.0,100.0,75.0,3499.0,3700.0,0.0,0.0,70.0,0.0,3.0,0.0,73.0,64.0,8.0,1.0,438.0,167.0,5.0,1.0,20.0,11.0,10.0,8.0,19.0,27.0,833.0,621.0,1.0,3.0,2.0,0.5263,1.0,58.32,#004991,#8e908f,"['http://a.espncdn.com/i/teamlogos/ncaa/500/235.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/235.png']",5.721,47,39,117,57.931,83.371,88.714,2,2,0,0,0,0,1.3022129350221427,1.3345074614298917,0.36970361156814197,0.04200465715195691,0.221,0.5121951219512195,0.40441176470588236,0.8333333333333334,0.3333333333333333,0.14285714285714285,0.3382352941176471,4.714285714285714,2.125,1.345,-1.085,71.2,73.8,55.6,26.3,4.5,59.1,-3.5,21.8,1621,0.07076108531760138,0.4153157860519021,1.1666666666666667,4.882352941176471,-0.04561217448376015,-0.028756428165644464,-0.1680672268907566,0.9583333333333333,7.6,3.8,4.0563102878022885,61.92307692307692,45.383578771881076,59.85835866261398,35.183856502242165,3.510638297872333,74.17086139666785,66.85476905359272,54.049940457112626,584.226642383354,72.16867469879517,72.38775510204081,59.55766518688878,67.58839602381676,53.75340581017683,44.964998262128276,0.17116644936295572,60.0,45.93333333333332,24.0,54.423,22.0,61.68,24.0,68.0,2.432634094178983,-0.7097947859944089,23,62,68.0,30.0,86.0,52.0,96.0,26.0,68.0,11.272,90,0.05,0.0,0.0,42,0.0,43,1621
50,Mississippi State,SEC,753.5133333333333,2025,16.8375,40.0,41.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,0.0,13.0,43.0,1.0,2.0,556.0,281.0,70.0,62.0,46.0,36.0,3.0,1.0,4.0,3.0,20.0,16.0,179.0,109.0,3144.0,4056.0,0.0,0.0,31.0,0.0,5.0,0.0,72.0,86.0,3.0,1.0,254.0,353.0,3.0,4.0,9.0,10.0,17.0,13.0,31.0,33.0,810.0,634.0,1.0,3.0,2.0,0.5484,0.0,52.4,#5d1725,#c1c6c8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/344.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/344.png']",4.94,51,12,70,75.015,57.031,61.016,2,2,0,0,0,0,1.2727806728034838,1.154613328998193,0.2379879075036697,0.04825977548866801,0.151,0.43478260869565216,0.3767123287671233,0.5,0.5454545454545454,0.16417910447761194,0.18072289156626506,3.75,3.7777777777777777,1.466,-1.203,69.6,72.5,16.7,8.3,26.5,12.2,4.5,-18.2,1436,0.1780911687094942,0.12324952783697588,3.896103896103896,3.7875,0.11473837966669381,-0.1298313932208262,-0.03750000000000009,-0.11832611832611839,6.8,3.2,10.0,61.92307692307692,37.24131703250903,63.18343465045592,42.28699551569511,2.1276595744680833,59.95781637717121,49.407581200967805,51.36450012452843,709.7577697487687,45.88353413654618,45.785714285714285,46.22059658058228,66.78130203822057,60.02019077233381,61.911668597890184,0.25219871853373327,104.0,22.10000000000001,94.0,31.683999999999997,131.0,67.6,14.2,120.0,-0.410584994572049,-0.062060436297234685,77,74,30.0,74.0,65.0,63.0,49.0,26.0,130.0,8.954,2,0.92,0.2,0.01,9,0.02,12,1436
51,North Carolina,ACC,784.6066666666667,2025,5.488235294117647,25.0,50.0,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,34.0,25.0,1.0,3.0,0.0,0.0,145.0,0.0,7.0,0.0,327.0,534.0,46.0,78.0,30.0,52.0,3.0,1.0,2.0,2.0,8.0,10.0,80.0,101.0,3449.0,3751.0,0.0,0.0,8.0,5.0,2.0,2.0,61.0,63.0,2.0,2.0,198.0,280.0,1.0,2.0,8.0,13.0,6.0,14.0,25.0,28.0,525.0,814.0,3.0,3.0,0.0,0.24,0.6667,57.48,#7bafd4,#13294b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/153.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/153.png']",-4.689,85,73,47,53.926,14.244,82.177,2,1,1,0,0,0,1.4303881623400578,1.1792209209744693,0.06548511268829196,0.15813183943807438,0.127,0.3584905660377358,0.45774647887323944,0.8,0.8571428571428571,0.22413793103448276,0.22580645161290322,3.857142857142857,2.4545454545454546,1.387,-1.073,70.1,74.5,-13.6,13.6,6.2,3.0,-16.6,7.4,1438,0.19444917436817263,0.08168713837173977,2.642857142857143,4.291666666666667,-0.016202025683447807,-0.036317334930098255,-0.43452380952380976,-0.1883116883116882,4.0,3.1,6.738136222339828,46.69230769230769,44.22825784940261,16.782826747720367,40.067264573991075,4.255319148936167,61.53704360155972,32.212924369213134,65.74482556381922,745.068959280586,66.92771084337349,79.12244897959184,28.75357071929116,52.60457871739022,41.686835738356514,59.5935454699042,0.10737261162677528,19.0,29.11428571428572,69.0,44.474,76.0,62.52,10.4,129.0,-2.3601702063770027,-0.22098259491835018,110,69,23.0,119.0,112.0,18.0,57.0,68.0,38.0,10.765,64,-0.04,-0.63,-0.98,76,-0.953,85,1438
52,Kentucky,SEC,764.0266666666666,2025,16.8375,35.0,37.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,25.0,0.0,1.0,3.0,0.0,0.0,43.0,45.0,2.0,2.0,272.0,505.0,56.0,64.0,26.0,36.0,3.0,1.0,0.0,1.0,9.0,18.0,80.0,179.0,3834.0,3366.0,0.0,0.0,-3.0,6.0,2.0,3.0,80.0,76.0,5.0,4.0,392.0,281.0,3.0,3.0,11.0,8.0,13.0,10.0,31.0,30.0,664.0,786.0,2.0,3.0,1.0,0.4194,0.3333,63.9,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",6.727,42,44,19,78.773,40.978,67.617,2,1,1,1,0,1,1.0657883942325481,1.3457200552917694,0.09785588555490253,0.15102468533799282,0.138,0.417910447761194,0.37681159420289856,0.75,0.7272727272727273,0.11842105263157894,0.22972972972972974,3.076923076923077,4.4,1.794,-1.012,64.9,75.4,22.2,7.4,28.3,7.3,14.9,-20.9,1524,0.3165020166114949,0.01718253646404764,4.875,3.05,0.08067334909085488,-0.1654773312735021,0.02692307692307727,-0.47499999999999964,2.5,2.9,10.0,54.30769230769231,53.05821061405946,43.77462006079027,63.152466367713,5.2127659574468055,50.03702996755106,45.60494324331126,32.4782381960961,721.697252144068,35.98795180722891,79.12244897959184,32.03132124742732,53.52161034175069,59.997732728727655,43.90873183910765,0.11084980545835595,20.0,30.5,67.0,42.809999999999995,87.0,56.1,15.4,117.0,-1.5811212675168875,1.054686323578017,101,90,24.0,83.0,66.0,113.0,98.0,45.0,38.0,9.232,11,0.42,-0.27,-0.93,70,-0.834,73,1524
53,South Florida,American Athletic,643.6,2025,-3.842857142857143,35.0,45.0,2.0,2.0,3.0,6.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,39.0,2.0,3.0,518.0,478.0,61.0,81.0,40.0,50.0,1.0,0.0,2.0,2.0,16.0,19.0,131.0,160.0,2966.0,4234.0,0.0,0.0,13.0,40.0,2.0,1.0,57.0,69.0,3.0,0.0,245.0,255.0,2.0,5.0,12.0,10.0,11.0,10.0,30.0,29.0,763.0,733.0,0.0,4.0,4.0,0.3667,0.6667,49.43,#004A36,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/58.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/58.png']",7.254,38,3,23,85.5,71.602,60.455,2,2,0,0,0,0,1.4749653857372231,0.9336524858108591,0.22965624186510653,0.02818994463258547,0.16,0.36752136752136755,0.42,0.6666666666666666,0.75,0.11538461538461539,0.26865671641791045,4.3,2.090909090909091,1.163,-1.125,73.2,73.5,17.4,27.3,51.0,-17.6,35.0,-23.7,1564,0.22060844673462598,0.018767899005526383,3.5395833333333333,3.6111111111111107,0.21088834285958014,-0.1924185021020405,0.6888888888888891,-1.4486742424242425,2.8,2.8,4.0563102878022885,77.15384615384616,33.1564323423173,35.84559270516718,26.30493273542602,3.191489361702125,68.06451612903226,34.24828122973148,69.81211311161339,584.9345317961381,72.71084337349397,61.94897959183673,45.37696144219413,69.37089969312186,50.22668711656442,82.726969886438,0.22395668725137985,94.0,32.3,60.0,41.716,97.0,70.57,28.4,43.0,-0.002534023455373846,-0.7844316785796919,66,59,66.0,113.0,92.0,14.0,9.0,8.0,101.0,10.839,67,1.71,0.94,0.17,4,0.655,4,1564
54,Boise State,Mountain West,599.5966666666667,2025,-7.983333333333333,47.0,28.0,2.0,2.0,7.0,5.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,59.0,0.0,4.0,0.0,565.0,431.0,77.0,62.0,44.0,36.0,1.0,0.0,3.0,1.0,14.0,12.0,112.0,95.0,3885.0,3315.0,0.0,0.0,16.0,8.0,2.0,1.0,77.0,59.0,5.0,5.0,450.0,234.0,5.0,1.0,14.0,10.0,13.0,11.0,30.0,32.0,1015.0,665.0,3.0,2.0,-1.0,0.4333,0.2857,64.75,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']",3.212,57,79,39,69.228,54.041,25.86,2,1,1,0,0,0,1.2341811536771372,1.7095456414374706,0.19801720118914032,0.13009346875290734,0.172,0.44805194805194803,0.30327868852459017,0.8,0.5555555555555556,0.2727272727272727,0.21428571428571427,2.8125,4.555555555555555,1.642,-1.177,67.0,73.0,51.9,-3.8,17.4,27.3,24.6,-21.2,1596,0.22965624186510653,0.02818994463258547,4.3,2.090909090909091,0.16982725655655484,-0.09956277311219919,0.7215909090909092,0.25555555555555554,-3.3,2.7,2.8663063837627045,39.07692307692308,54.22728535704361,45.86595744680852,53.829596412556064,2.659574468085097,46.13957816377171,52.39821729703686,47.84262658622691,534.9620818594401,33.51405622489959,68.34693877551021,42.17330354027428,56.222352055602286,76.63398873579402,9.635061070732377,0.20936063283346446,84.0,28.75,71.0,42.422,89.0,55.25,22.4,83.0,-0.20151277279534774,0.5957699934562259,74,84,74.0,64.0,16.0,71.0,134.0,88.0,88.0,11.087,79,-0.28,-0.93,-1.0,98,-0.978,96,1596
55,Virginia,ACC,650.5733333333334,2025,5.488235294117647,47.0,35.0,2.0,3.0,5.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,0.0,119.0,18.0,2.0,1.0,547.0,363.0,79.0,60.0,52.0,36.0,1.0,1.0,3.0,1.0,10.0,8.0,70.0,75.0,3958.0,3242.0,0.0,0.0,112.0,8.0,8.0,1.0,74.0,62.0,6.0,5.0,434.0,318.0,1.0,0.0,9.0,8.0,22.0,2.0,37.0,21.0,981.0,681.0,1.0,2.0,2.0,0.5946,0.4,65.97,#232d4b,#f84c1e,"['http://a.espncdn.com/i/teamlogos/ncaa/500/258.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/258.png']",4.395,53,80,69,48.672,76.541,63.295,2,1,1,0,0,0,1.415857421515788,1.1723489000393388,0.3439923570733496,0.1646973583374177,0.187,0.45751633986928103,0.3983739837398374,0.75,0.5,0.12,0.20634920634920634,3.625,4.666666666666667,1.689,-1.016,65.6,75.1,65.2,-7.7,12.2,28.9,36.3,-19.9,1518,0.16029027848713553,0.19333629462388083,3.7111111111111112,2.8531468531468533,0.15065606244946875,0.004407079850282158,0.7718531468531467,0.9555555555555557,3.7,2.3,6.738136222339828,61.92307692307692,55.90525145873853,70.13449848024317,60.04484304932739,4.893617021276583,58.11538461538461,54.531296498363254,64.4190206636752,592.8538080076048,31.746987951807213,82.48979591836735,56.95423405020819,51.757433942385966,55.11940745174323,60.24091440714471,0.1180729533225872,26.0,83.0,1.0,46.931,58.0,54.03,23.0,78.0,1.7453537714914906,0.7471876670329715,36,86,63.0,56.0,79.0,22.0,52.0,26.0,23.0,11.003,71,-0.12,-0.84,-0.99,87,-0.95,84,1518
56,Maryland,Big Ten,693.5500000000001,2025,11.216666666666667,42.0,36.0,1.0,7.0,4.0,15.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,31.0,0.0,0.0,6.0,0.0,0.0,53.0,190.0,4.0,9.0,522.0,368.0,83.0,84.0,47.0,50.0,6.0,0.0,5.0,1.0,17.0,13.0,130.0,132.0,3359.0,3841.0,0.0,0.0,20.0,0.0,5.0,0.0,58.0,80.0,0.0,1.0,198.0,257.0,7.0,0.0,17.0,7.0,8.0,14.0,29.0,40.0,720.0,625.0,1.0,6.0,5.0,0.2759,0.25,55.98,#D5002B,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/120.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/120.png']",2.807,58,32,109,83.537,40.969,62.709,2,2,0,0,0,0,1.1874761827835907,1.5253256177779928,0.003481490731908112,-0.08406112116821966,0.186,0.36619718309859156,0.2670807453416149,0.42857142857142855,1.0,0.24561403508771928,0.1917808219178082,2.8666666666666667,1.4285714285714286,1.86,-1.176,65.8,73.4,37.0,-3.6,11.5,17.3,19.7,-15.1,1526,0.06821140677653661,-0.019308995579129514,3.564285714285714,2.587121212121212,0.022790486311037625,-0.15227252794475626,0.27954545454545476,-2.1357142857142852,2.3,2.0,8.384530352811128,84.76923076923077,42.165184773548205,22.184194528875377,59.15695067264576,3.085106382978722,46.9379652605459,33.94983730375508,43.581200412530094,641.6603224408938,83.24440619621342,62.285714285714285,22.475302188250936,83.8545841268567,84.82349578935336,26.9892458237495,0.20259940571902027,80.0,24.85000000000001,85.0,35.748999999999995,124.0,64.02000000000001,21.4,91.0,-1.8048242348424073,-3.2769802542707493,105,11,47.0,115.0,7.0,83.0,122.0,5.0,98.0,10.697,58,0.18,0.01,0.0,25,0.001,29,1526
57,Colorado,Big 12,738.7433333333333,2025,8.775,40.0,46.0,2.0,2.0,2.0,4.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,455.0,59.0,57.0,39.0,31.0,2.0,0.0,3.0,1.0,9.0,11.0,85.0,96.0,3634.0,3566.0,0.0,0.0,25.0,32.0,2.0,3.0,67.0,76.0,3.0,3.0,281.0,405.0,3.0,6.0,10.0,17.0,12.0,8.0,29.0,21.0,707.0,860.0,0.0,5.0,6.0,0.4138,1.0,60.57,#CFB87C,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/38.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/38.png']",3.812,54,84,68,47.556,60.945,62.485,2,1,1,0,0,0,1.3360371091917498,1.3088022469825253,0.18384740242286773,0.26167271414900917,0.187,0.3984375,0.4925373134328358,0.7,0.75,0.1746031746031746,0.18181818181818182,4.888888888888889,3.857142857142857,1.519,-0.765,68.9,79.0,19.0,28.6,0.0,11.4,7.6,28.6,1660,0.321868172744733,0.12671851497860326,2.75,2.8636363636363638,0.057128887444264476,-0.06019545859572384,2.0252525252525255,1.1071428571428572,3.9,1.9,7.682777044247245,92.38461538461539,48.478188385662676,42.93206686930091,45.3946188340807,9.042553191489361,76.74441687344913,41.21614144182124,57.13610491353796,692.9841976201794,44.62134251290877,77.43877551020408,40.738519589297326,39.24476476277475,33.81567622012636,47.38652135052014,0.12265791960610911,31.0,,,54.423,22.0,59.43,34.8,20.0,0.24582802467680315,2.1724748578318542,54,113,31.0,95.0,125.0,40.0,91.0,2.0,45.0,10.625,56,-0.07,-0.73,-0.99,81,-0.97,92,1660
58,Texas State,Sun Belt,545.7066666666666,2025,-9.057142857142857,47.0,48.0,2.0,3.0,2.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,138.0,85.0,6.0,4.0,500.0,467.0,47.0,77.0,30.0,46.0,0.0,1.0,5.0,3.0,11.0,12.0,97.0,110.0,3635.0,3565.0,0.0,0.0,33.0,3.0,2.0,1.0,83.0,66.0,7.0,5.0,567.0,421.0,3.0,2.0,14.0,8.0,13.0,9.0,26.0,27.0,1067.0,888.0,1.0,0.0,-1.0,0.5,1.0,60.58,#4e1719,#b4975a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/326.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/326.png']",0.243,67,22,96,40.366,88.278,46.015,2,2,0,0,0,0,1.5372442537757258,1.4526674118618816,0.46391073599634125,0.30936588739564874,0.156,0.4772727272727273,0.4397163120567376,0.7692307692307693,0.75,0.14285714285714285,0.2222222222222222,6.076923076923077,5.0,1.318,-1.161,71.9,72.5,36.0,26.1,13.0,6.2,29.8,13.1,1627,0.24953139353119225,0.38297892724440263,4.625,5.674825174825175,0.08093180875193862,0.059834493864456495,0.40209790209790164,0.375,-0.4,1.6,2.5576854747794657,39.07692307692308,48.491942206168375,55.90136778115502,32.07623318385649,2.1276595744680833,94.25539225042947,58.98397976391231,75.49452321165172,473.7618244451081,26.44578313253011,73.39795918367346,69.09674703461394,33.09094460953378,45.76602271243962,33.83390854956542,0.20474423010678605,82.0,40.099999999999994,37.0,55.29,20.0,59.42,17.200000000000003,110.0,3.4023956946238245,3.296361284805162,15,121,91.0,44.0,106.0,9.0,115.0,88.0,57.0,11.504,120,0.46,0.02,0.0,23,0.007,20,1627
59,Virginia Tech,ACC,682.1666666666666,2025,5.488235294117647,35.0,39.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,62.0,0.0,4.0,0.0,355.0,437.0,64.0,39.0,32.0,26.0,1.0,2.0,1.0,4.0,7.0,19.0,70.0,128.0,3725.0,3475.0,0.0,1.0,5.0,80.0,2.0,3.0,68.0,71.0,1.0,4.0,229.0,387.0,4.0,5.0,9.0,12.0,14.0,9.0,32.0,19.0,584.0,824.0,3.0,2.0,-1.0,0.4375,0.3333,62.08,#630031,#cf4520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/259.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png']",2.264,60,117,15,31.74,46.468,46.133,2,0,2,0,0,0,1.0321847197096226,1.5700892578866594,0.044388186541867616,0.4272880829136524,0.145,0.4122137404580153,0.4818181818181818,0.6428571428571429,1.0,0.21875,0.19718309859154928,2.888888888888889,5.333333333333333,0.998,-1.325,75.7,71.1,0.0,35.0,35.7,-16.3,16.3,-0.7,1502,0.399156096185987,-0.023859787887842855,4.651785714285714,2.805555555555556,0.06824797442971048,0.02813198672766537,0.08333333333333304,0.6815476190476186,-7.9,1.5,6.738136222339828,39.07692307692308,50.55501528202278,46.49787234042553,15.206278026905835,0.6382978723404165,47.26550868486352,44.32102261756112,29.412192432556807,628.7328232716017,21.14457831325302,82.48979591836735,26.6173702305528,17.875517874550425,36.24079754601227,22.772350910635637,0.11133504949806194,21.0,13.399999999999991,107.0,42.080999999999996,93.0,57.92,25.799999999999997,62.0,-2.790406487870808,4.671306002340502,118,129,49.0,84.0,123.0,122.0,125.0,88.0,23.0,10.362,46,-0.09,-1.17,-1.95,121,-1.819,123,1502
60,Tulane,American Athletic,614.2133333333334,2025,-3.842857142857143,46.0,42.0,2.0,2.0,2.0,6.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,128.0,0.0,6.0,0.0,317.0,392.0,59.0,60.0,34.0,36.0,4.0,0.0,2.0,2.0,16.0,6.0,142.0,29.0,4070.0,3130.0,0.0,0.0,3.0,42.0,3.0,2.0,87.0,68.0,4.0,2.0,510.0,266.0,4.0,2.0,6.0,8.0,15.0,9.0,32.0,24.0,827.0,658.0,1.0,7.0,6.0,0.4688,1.0,67.83,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",5.927,45,19,90,67.267,66.364,74.186,2,2,0,0,0,0,1.0518330759145977,1.0908597631099322,0.19677782132089164,0.06360841874348594,0.163,0.46206896551724136,0.4418604651162791,0.8571428571428571,0.75,0.16666666666666666,0.09090909090909091,4.166666666666667,3.090909090909091,1.849,-0.927,65.0,76.0,30.4,18.2,37.0,6.5,23.9,-18.8,1642,0.19362621592300006,0.15569811608444328,2.4499999999999997,3.5,0.041079705236448355,-0.13001779717951412,0.666666666666667,0.6409090909090911,-0.3,1.4,4.0563102878022885,92.38461538461539,58.463462072797995,51.207142857142856,62.70852017937221,5.851063829787236,66.09925558312655,55.557364656626156,31.204935641686376,551.5615207634944,56.80722891566265,58.244897959183675,42.04780829694311,64.80087625069845,45.280924525609926,67.91748240200543,0.25745088200394706,105.0,33.33333333333333,55.0,58.603,6.0,52.17,28.0,45.0,0.13587041218255938,-0.11996866761450581,60,72,72.0,52.0,107.0,119.0,32.0,2.0,113.0,11.173,86,0.63,0.03,0.0,20,0.004,21,1642
61,Michigan State,Big Ten,728.8366666666667,2025,11.216666666666667,41.0,35.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,32.0,1.0,1.0,0.0,0.0,130.0,91.0,4.0,5.0,386.0,578.0,53.0,78.0,36.0,50.0,1.0,1.0,5.0,4.0,11.0,13.0,95.0,80.0,3995.0,3205.0,0.0,0.0,28.0,10.0,4.0,3.0,79.0,49.0,3.0,1.0,330.0,96.0,4.0,8.0,16.0,18.0,9.0,9.0,25.0,25.0,716.0,674.0,3.0,2.0,-1.0,0.36,0.6667,66.58,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",1.547,62,17,87,52.308,63.603,70.935,2,2,0,0,0,0,1.1261298771374006,1.1219212041541138,0.06685615287779138,0.08931072428209098,0.209,0.4117647058823529,0.39552238805970147,0.5555555555555556,1.0,0.2692307692307692,0.29411764705882354,4.222222222222222,1.8888888888888888,1.476,-0.996,68.9,77.1,18.2,4.3,26.1,4.3,13.9,-21.8,1405,0.1431303011185174,0.0691246614389142,3.3060606060606057,4.615384615384615,-0.0022685085611228173,-0.05381957683642642,-0.39316239316239265,-1.4171717171717169,4.1,1.3,8.384530352811128,39.07692307692308,56.74423450958599,34.837537993920975,45.3946188340807,7.021276595744666,66.91811414392059,44.21981946235491,37.98387859562685,681.7336771132583,75.92369477911646,74.07142857142857,28.892397423359846,61.48452392936557,55.76455910630895,64.99138362149459,0.13935060447984499,44.0,47.69999999999999,21.0,50.224000000000004,37.0,53.42,26.0,60.0,-0.9952390541745522,-1.4887828354691242,89,40,33.0,86.0,77.0,104.0,39.0,88.0,56.0,9.962,30,0.85,0.13,0.0,10,0.012,15,1405
