,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
67,Toledo,Mid-American,563.23,2025,-14.476923076923077,38.0,35.0,1.0,0.0,5.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,37.0,0.0,2.0,2.0,0.0,0.0,64.0,43.0,4.0,2.0,471.0,359.0,61.0,62.0,35.0,34.0,2.0,2.0,4.0,2.0,20.0,7.0,171.0,75.0,3704.0,3496.0,0.0,0.0,16.0,-3.0,5.0,3.0,71.0,71.0,3.0,4.0,366.0,279.0,2.0,3.0,8.0,7.0,12.0,14.0,29.0,29.0,837.0,638.0,2.0,4.0,2.0,0.4138,0.2,61.73,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']",-0.706,70,72,45,79.26,48.178,26.981,2,1,1,0,0,0,1.378819862528678,1.0355551074458917,0.24290489032665963,0.0018708279188583098,0.144,0.3816793893129771,0.4318181818181818,0.6666666666666666,0.8181818181818182,0.12857142857142856,0.13043478260869565,4.75,3.8,0.952,-1.585,77.5,68.2,8.0,23.1,27.5,9.0,-1.0,-4.4,1505,0.1454859660597309,0.13634948387352716,4.038461538461538,3.7384615384615385,0.10655540645313247,-0.1436151381408726,1.0115384615384615,-0.2384615384615385,-2.8,-1.2,1.0,61.92307692307692,50.07363156432342,42.93206686930091,7.215246636771326,-2.4468085106382915,74.69727047146401,37.439208063540285,61.03966252988566,493.6622236055673,45.53012048192771,48.47959183673469,46.718472955400486,72.76683877251298,47.55291411042944,73.1273786610019,0.3463906935213009,119.0,9.900000000000006,112.0,39.003,112.0,58.27,28.0,45.0,0.11416778437557151,0.2594575315223225,62,78,81.0,106.0,101.0,29.0,19.0,26.0,128.0,11.654,134,-0.13,-0.92,-1.0,97,-0.977,95,1505
68,Liberty,Conference USA,499.68666666666667,2025,-13.533333333333333,42.0,33.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,99.0,24.0,6.0,2.0,532.0,184.0,62.0,43.0,38.0,19.0,1.0,1.0,5.0,0.0,8.0,3.0,70.0,30.0,3790.0,3410.0,0.0,0.0,19.0,0.0,3.0,0.0,77.0,80.0,2.0,5.0,393.0,527.0,3.0,4.0,7.0,9.0,18.0,10.0,33.0,25.0,925.0,711.0,2.0,2.0,0.0,0.5455,0.25,63.17,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",-6.724,91,103,100,40.828,36.13,16.328,2,1,1,1,0,1,1.3452464064206238,1.6161166299373195,0.24505756516713226,0.1875190603168445,0.098,0.45714285714285713,0.35772357723577236,0.6428571428571429,0.75,0.1891891891891892,0.20253164556962025,3.444444444444444,3.7272727272727275,1.403,-1.284,71.3,71.8,40.9,26.1,19.0,47.6,-6.7,7.1,1494,0.1581540292868609,0.29437379913789313,4.0,2.2222222222222223,-0.049316233970760875,0.029365031029983613,1.2222222222222219,-0.2727272727272725,-7.6,-1.2,1.2711947677096447,46.69230769230769,52.05418171714365,62.74711246200607,34.739910313901376,1.3829787234042499,55.45409429280396,54.44712117562033,57.97637393633485,421.4991440552852,46.68674698795181,82.48979591836735,46.93644523318143,48.81276408689147,64.31625018704175,18.436407931171587,0.1660738841045394,57.0,23.33333333333333,91.0,42.04,94.0,56.83,19.0,104.0,0.20373238540774607,1.4972198562035197,55,99,109.0,58.0,51.0,37.0,127.0,68.0,23.0,11.744,136,-0.89,-1.0,-1.0,115,-0.999,113,1494
69,Syracuse,ACC,679.0566666666667,2025,5.488235294117647,48.0,42.0,4.0,2.0,7.0,4.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,16.0,60.0,1.0,3.0,691.0,521.0,93.0,72.0,56.0,41.0,0.0,2.0,3.0,4.0,8.0,11.0,58.0,97.0,3657.0,3543.0,0.0,0.0,6.0,10.0,2.0,5.0,73.0,74.0,4.0,3.0,147.0,388.0,1.0,8.0,10.0,14.0,10.0,11.0,29.0,29.0,838.0,909.0,4.0,1.0,-3.0,0.3448,0.5714,60.95,#ff6500,#000e54,"['http://a.espncdn.com/i/teamlogos/ncaa/500/183.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/183.png']",0.595,65,48,13,54.474,43.86,45.722,2,1,1,0,0,0,1.0345970511297025,1.1734347937233816,0.13973343851469536,0.30476592197617347,0.157,0.46875,0.4928571428571429,0.6875,0.6363636363636364,0.15384615384615385,0.19444444444444445,3.4166666666666665,4.0,0.971,-1.125,75.6,74.0,11.1,16.0,43.4,0.0,11.1,-27.4,1484,0.4317386579860452,0.07106472385256588,4.897435897435898,3.6818181818181817,0.06866871466212948,-0.12697273600987175,-0.26515151515151514,-0.8974358974358978,-2.4,-1.4,6.738136222339828,23.846153846153847,49.00083356487913,32.550607902735564,15.65022421524668,3.7234042553191387,55.04466501240694,57.063132377740295,29.63229688945907,625.2009472174437,42.34939759036144,86.53061224489795,36.27169486768754,33.684475255024495,33.74331726555653,60.13861934040513,0.09277017294701524,14.0,17.400000000000006,102.0,45.351,67.0,59.05,21.6,88.0,-1.439967328062916,2.05217063056688,97,112,51.0,47.0,126.0,121.0,53.0,118.0,15.0,9.576,21,0.16,-0.16,-0.87,68,-0.568,68,1484
70,East Carolina,American Athletic,595.7166666666667,2025,-3.842857142857143,45.0,35.0,1.0,1.0,5.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,48.0,87.0,2.0,4.0,746.0,465.0,89.0,70.0,62.0,46.0,1.0,0.0,4.0,1.0,20.0,10.0,170.0,88.0,3337.0,3863.0,0.0,0.0,38.0,0.0,3.0,0.0,66.0,63.0,6.0,2.0,202.0,109.0,3.0,1.0,19.0,10.0,19.0,9.0,33.0,29.0,948.0,574.0,0.0,3.0,3.0,0.5758,0.2,55.62,#4b1869,#f0907b,"['http://a.espncdn.com/i/teamlogos/ncaa/500/151.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/151.png']",-0.688,69,106,78,54.064,48.486,82.926,2,1,1,0,0,0,1.3092108728446112,1.2715971349283428,0.2958386247493338,0.009454228964880216,0.223,0.44805194805194803,0.3230769230769231,0.6923076923076923,0.7,0.15384615384615385,0.43333333333333335,4.214285714285714,3.3333333333333335,1.645,-1.004,66.3,75.6,41.7,-4.2,17.4,50.0,-8.3,-21.6,1429,0.300489476718567,0.24239625413896637,5.2,2.6153846153846154,0.05344237061036744,-0.2910352477536868,1.598901098901099,-1.8666666666666667,1.8,-1.5,4.0563102878022885,69.53846153846155,41.67004723534315,67.30592705167173,56.93721973094173,5.425531914893611,66.80113434952145,52.39821729703686,54.68844198763581,530.5557541777254,52.95180722891566,48.816326530612244,52.078356597199566,71.78835730419496,72.1547899952808,50.89137590171958,0.3204187282135356,118.0,45.96666666666666,23.0,37.568,119.0,64.38,28.2,44.0,1.1363988727711336,-1.1710875632790945,44,49,75.0,64.0,27.0,51.0,82.0,14.0,126.0,11.266,89,-0.14,-0.84,-0.99,86,-0.95,83,1429
71,Northwestern,Big Ten,670.5433333333334,2025,11.216666666666667,43.0,33.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,11.0,4.0,1.0,0.0,0.0,0.0,81.0,0.0,6.0,406.0,262.0,65.0,59.0,40.0,30.0,1.0,4.0,3.0,2.0,10.0,8.0,73.0,68.0,3753.0,3447.0,0.0,0.0,2.0,3.0,4.0,2.0,68.0,65.0,2.0,1.0,357.0,340.0,3.0,4.0,6.0,9.0,13.0,8.0,28.0,27.0,763.0,602.0,6.0,1.0,-5.0,0.4643,0.3333,62.55,#582c83,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/77.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png']",-2.547,76,98,55,68.294,20.337,57.915,2,1,1,0,0,0,1.1543572369428334,1.2022586583611792,0.09455033001126242,0.1110817012414489,0.153,0.44360902255639095,0.3870967741935484,0.7,0.75,0.1875,0.11290322580645161,0.3,2.0,1.166,-1.39,73.5,71.1,26.1,-4.2,30.4,18.2,7.9,-34.6,1397,0.19677782132089164,0.06360841874348594,4.166666666666667,3.090909090909091,0.030941911267776484,-0.08569612007944274,-2.790909090909091,-2.166666666666667,-2.4,-1.5,8.384530352811128,8.61538461538462,51.20144484579049,50.53009118541034,24.973094170403613,0.6382978723404165,9.106699751861042,51.39687329622537,40.55938196470933,615.5327677508635,74.1566265060241,81.4795918367347,31.696612327328424,58.67542846248592,57.67078962992282,57.423308255954716,0.11859644819030447,27.0,,,42.583999999999996,88.0,57.45,24.400000000000002,66.0,-3.658492072849089,-1.604257393609429,127,36,55.0,68.0,74.0,97.0,61.0,132.0,29.0,9.636,23,-0.37,-0.95,-1.0,106,-0.986,103,1397
72,Purdue,Big Ten,699.2566666666667,2025,11.216666666666667,52.0,33.0,4.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,34.0,3.0,2.0,510.0,289.0,52.0,49.0,34.0,30.0,0.0,1.0,4.0,1.0,5.0,8.0,55.0,84.0,3786.0,3414.0,0.0,0.0,24.0,-3.0,3.0,1.0,83.0,62.0,4.0,1.0,307.0,197.0,7.0,1.0,14.0,12.0,13.0,9.0,25.0,24.0,817.0,486.0,1.0,0.0,-1.0,0.52,0.8,63.1,#000000,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png']",-3.312,78,56,130,33.856,74.23,76.886,2,2,0,0,0,0,1.1604077164844335,1.1751556628548259,0.29670256834244313,0.09063114171457162,0.164,0.5298507462686567,0.4,0.6470588235294118,0.6666666666666666,0.21951219512195122,0.16666666666666666,4.833333333333333,2.8333333333333335,1.433,-0.73,69.5,79.4,58.8,0.0,-38.1,31.8,27.0,38.1,1287,-0.11950348967482449,0.4132013448283259,0.6,4.7272727272727275,-0.11649877648588275,0.21013463138939611,0.10606060606060552,2.2333333333333334,8.7,-1.6,8.384530352811128,39.07692307692308,51.957904973603775,58.91048632218845,42.73094170403589,9.468085106382986,75.92555831265507,70.83398353930178,41.11143609061298,648.141106797505,60.90361445783132,87.54081632653062,52.16583648469755,61.31415129836722,54.75153374233128,59.97650731669781,0.0848580647380283,10.0,37.900000000000006,45.0,52.75,28.0,56.9,23.6,71.0,2.2043526928977193,-0.8913546688452146,28,54,45.0,24.0,80.0,95.0,56.0,88.0,11.0,9.496,18,0.0,0.0,0.0,51,0.0,52,1287
73,Washington State,Pac-12,584.4266666666666,2025,-4.45,32.0,26.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,45.0,4.0,2.0,465.0,166.0,73.0,50.0,51.0,27.0,0.0,0.0,4.0,1.0,15.0,12.0,103.0,95.0,3595.0,3605.0,0.0,0.0,21.0,4.0,3.0,2.0,55.0,75.0,1.0,2.0,148.0,270.0,3.0,1.0,11.0,10.0,8.0,9.0,30.0,29.0,613.0,436.0,1.0,2.0,1.0,0.2667,0.8,59.92,#981e32,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/265.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png']",-5.114,87,43,122,74.742,15.898,65.875,2,2,0,0,0,0,0.9898128336222836,0.980610990817521,0.11109113688166344,0.03287203680798014,0.161,0.39849624060150374,0.4112903225806452,0.5454545454545454,0.7142857142857143,0.3389830508474576,0.16901408450704225,4.2727272727272725,3.0,1.461,-1.578,70.3,67.4,-4.0,-8.0,7.7,-14.8,10.8,-15.7,1555,0.158939263080165,-0.02064722887138358,4.363636363636363,3.7777777777777777,0.13173836575304704,-0.12606722627218486,0.4949494949494948,-1.3636363636363633,-4.4,-1.7,3.881812878066755,54.30769230769231,47.58419005279244,20.8,39.17937219730945,-3.2978723404255277,67.66253101736972,41.2293803649089,25.546122912611224,517.7342491451068,58.253012048192765,71.37755102040816,33.37147621391724,68.7667722839584,52.19718484068869,78.30331085403313,0.19894376346566925,79.0,24.10000000000001,88.0,48.627,44.0,60.08,23.400000000000002,74.0,-1.4413795291907476,-1.4453297981105646,98,42,77.0,94.0,89.0,128.0,14.0,45.0,75.0,11.045,75,0.18,0.01,0.0,31,0.001,31,1555
74,Louisiana,Sun Belt,538.22,2025,-9.057142857142857,41.0,32.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,77.0,76.0,3.0,6.0,174.0,236.0,50.0,39.0,24.0,26.0,1.0,1.0,1.0,0.0,12.0,16.0,99.0,195.0,3473.0,3727.0,0.0,0.0,10.0,10.0,4.0,2.0,76.0,81.0,4.0,3.0,466.0,253.0,3.0,4.0,9.0,12.0,11.0,9.0,26.0,24.0,640.0,489.0,2.0,2.0,0.0,0.4231,0.4,57.88,#ce181e,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/309.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/309.png']",-7.255,93,116,126,37.96,21.976,38.992,2,1,1,0,0,0,1.1622891734236058,0.969062055852057,0.12781583952657902,-0.025251337112152192,0.12,0.38524590163934425,0.4017094017094017,0.42857142857142855,0.7142857142857143,0.18571428571428572,0.17333333333333334,3.6153846153846154,2.6666666666666665,1.344,-1.326,72.9,71.4,50.0,9.5,-15.0,16.7,33.3,24.5,1465,-0.039326374828831945,0.11229821245076006,3.4285714285714284,3.375,0.015517627075818954,0.014075037716679752,0.24038461538461542,-0.7619047619047619,-4.3,-2.1,2.5576854747794657,46.69230769230769,44.778410669630446,44.33130699088146,27.636771300448416,0.9574468085106389,57.97365909524718,38.243026566776315,41.28310282526414,465.25958048193695,63.55421686746988,72.72448979591837,35.064960739392895,76.26639467130444,54.364794714487964,79.39126181131729,0.21278444153143783,86.0,26.66666666666667,78.0,41.171,103.0,62.12,20.2,97.0,-0.04570618447389996,-1.376241229907459,68,46,93.0,102.0,83.0,93.0,13.0,68.0,64.0,11.469,113,-0.94,-1.0,-1.0,113,-1.0,116,1465
75,Navy,American Athletic,319.43,2025,-3.842857142857143,46.0,32.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,79.0,79.0,3.0,4.0,260.0,518.0,22.0,61.0,15.0,39.0,2.0,0.0,2.0,3.0,12.0,9.0,132.0,67.0,4069.0,3131.0,0.0,0.0,53.0,5.0,4.0,2.0,105.0,49.0,10.0,1.0,763.0,107.0,6.0,0.0,10.0,8.0,14.0,10.0,22.0,27.0,1023.0,625.0,0.0,3.0,3.0,0.6364,1.0,67.82,#00225b,#b5a67c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2426.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2426.png']",-0.866,71,55,129,31.919,77.067,65.063,2,2,0,1,1,0,1.2165071634137277,1.4411732425527117,0.5500553120458718,0.19495386272226348,0.165,0.6062992125984252,0.3669724770642202,1.0,0.8,0.10476190476190476,0.20454545454545456,4.928571428571429,2.8333333333333335,1.746,-0.919,65.1,77.0,71.4,4.8,68.4,55.0,16.4,-63.6,1553,0.45016139272484595,0.5580762726194916,4.583333333333333,4.916666666666667,-0.008020960573619784,-0.25520753000258245,0.011904761904761862,-1.7499999999999996,-7.2,-2.3,4.0563102878022885,69.53846153846155,58.4497082522923,76.42355623100303,62.264573991031426,6.914893617021278,77.32931584544488,88.06389504853209,46.23002725769241,216.79039659472804,60.90361445783132,61.61224489795919,77.81944361050137,47.85345620772754,62.22375752800135,34.916700386258,0.6088830597360972,131.0,51.483333333333334,19.0,60.273999999999994,4.0,52.18000000000001,21.6,88.0,4.194329957774633,-0.03713105527670818,10,75,133.0,6.0,59.0,73.0,113.0,14.0,102.0,11.033,73,0.15,0.01,0.0,28,0.0,44,1553
76,Oklahoma State,Big 12,680.0966666666667,2025,8.775,29.0,37.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,56.0,2.0,1.0,0.0,0.0,80.0,0.0,5.0,0.0,299.0,428.0,49.0,42.0,25.0,28.0,1.0,2.0,1.0,4.0,13.0,13.0,100.0,85.0,3760.0,3440.0,0.0,0.0,17.0,15.0,3.0,2.0,84.0,75.0,2.0,5.0,271.0,428.0,4.0,4.0,12.0,13.0,14.0,13.0,34.0,27.0,570.0,856.0,2.0,1.0,-1.0,0.4118,1.0,62.67,#FF7300,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png']",-6.509,90,68,3,26.139,33.599,70.932,2,1,1,0,0,0,1.0609953677937327,1.5050037646924115,-0.018443468023697514,0.39375902700498533,0.128,0.34558823529411764,0.452991452991453,0.6666666666666666,1.0,0.1728395061728395,0.14084507042253522,3.75,4.666666666666667,0.962,-1.242,76.5,72.0,-11.5,26.1,77.3,-25.0,13.5,-51.2,1202,0.6724683908805152,-0.10390760770516949,6.266666666666667,2.2857142857142856,0.08546413968147198,-0.2787093638755299,1.4642857142857144,-1.5999999999999996,-7.9,-2.7,7.682777044247245,39.07692307692308,51.36649069185884,42.631155015197564,11.654708520179398,1.5957446808510554,59.95781637717121,29.30500446384287,32.04091583132805,626.3820247403776,31.746987951807213,72.38775510204081,20.255258031854666,22.201750874457517,42.76262387918829,28.903637028164624,0.15964698227323484,51.0,17.16666666666667,104.0,55.453,19.0,57.33,21.6,88.0,-2.8680588325480154,3.5615354285403513,119,123,50.0,125.0,111.0,116.0,120.0,88.0,68.0,10.206,42,0.0,-0.02,-0.37,57,-0.059,58,1202
77,Wake Forest,ACC,622.0966666666667,2025,5.488235294117647,41.0,35.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,73.0,11.0,3.0,1.0,487.0,353.0,54.0,76.0,36.0,38.0,1.0,1.0,2.0,0.0,11.0,14.0,97.0,116.0,3543.0,3657.0,0.0,0.0,53.0,0.0,5.0,0.0,78.0,76.0,5.0,2.0,403.0,192.0,7.0,4.0,18.0,15.0,10.0,13.0,27.0,36.0,890.0,545.0,3.0,2.0,-1.0,0.3704,0.3333,59.05,#9E7E38,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/154.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/154.png']",-7.967,101,60,132,69.076,18.663,40.36,2,2,0,0,0,0,1.5713767633959237,1.324164821076515,0.14228090995180825,-0.006910191185964336,0.223,0.3923076923076923,0.2905405405405405,0.5,0.6666666666666666,0.2876712328767123,0.265625,2.3846153846153846,2.5,1.587,-1.062,66.7,75.1,32.1,-15.4,-13.0,44.0,-11.9,-2.4,1394,0.05372809144975737,0.31168002606457945,2.7142857142857144,4.214285714285714,-0.1693991161127712,-0.060638282635721706,-1.8296703296703298,-0.2142857142857144,-1.0,-3.1,6.738136222339828,39.07692307692308,46.387607668796875,36.40227963525835,55.16143497757848,4.893617021276583,39.83279251765604,39.834608898689844,78.60882062125718,560.5142398075283,66.20481927710844,73.39795918367346,36.52964285931617,73.89984814586306,79.51589703200133,45.93931195485848,0.17305537149833744,61.0,43.33333333333332,30.0,39.894999999999996,110.0,60.95,32.0,31.0,-1.532539069178999,-2.39957950767251,100,24,71.0,97.0,11.0,8.0,95.0,88.0,57.0,10.933,70,0.0,0.0,0.0,45,0.0,42,1394
78,North Texas,American Athletic,546.3166666666666,2025,-3.842857142857143,48.0,26.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,67.0,155.0,3.0,9.0,553.0,175.0,67.0,41.0,42.0,20.0,1.0,0.0,5.0,1.0,12.0,23.0,101.0,175.0,3409.0,3791.0,0.0,0.0,24.0,3.0,4.0,2.0,71.0,84.0,5.0,2.0,315.0,247.0,4.0,3.0,12.0,12.0,13.0,12.0,26.0,31.0,868.0,422.0,1.0,2.0,1.0,0.5,0.5,56.82,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",-5.514,88,36,114,86.847,77.659,54.068,2,2,0,0,0,0,1.3863784843034679,1.0602722090964352,0.3007057086230403,-0.08877742547456785,0.117,0.45751633986928103,0.32413793103448274,0.625,0.6666666666666666,0.21621621621621623,0.18556701030927836,5.142857142857143,1.8888888888888888,1.681,-1.608,66.9,68.3,52.4,0.0,4.8,18.2,34.2,-4.8,1409,-0.09089836005876295,0.17051965907774097,1.5454545454545454,4.230769230769231,0.13018604954529933,0.0021209345841951,0.9120879120879124,0.3434343434343434,2.9,-3.2,4.0563102878022885,54.30769230769231,43.32050569602667,55.90136778115502,54.27354260089685,-2.340425531914903,80.4877702942219,54.531296498363254,61.729321640081466,474.4545718383673,75.92369477911646,72.05102040816327,52.57118038003793,84.46312590576355,71.91474508144701,70.79893933023989,0.21287601805301545,87.0,29.73333333333332,68.0,43.41,83.0,63.18,19.6,98.0,2.2567523517403996,-2.7898675885207007,27,18,90.0,56.0,29.0,27.0,23.0,45.0,71.0,11.51,122,0.01,0.0,0.0,43,0.0,40,1409
79,UNLV,Mountain West,543.3866666666667,2025,-7.983333333333333,65.0,77.0,3.0,8.0,3.0,14.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,87.0,0.0,1.0,6.0,0.0,0.0,92.0,255.0,5.0,11.0,684.0,837.0,68.0,128.0,52.0,79.0,6.0,1.0,6.0,4.0,29.0,29.0,312.0,257.0,5368.0,5432.0,0.0,0.0,4.0,7.0,2.0,3.0,107.0,90.0,7.0,5.0,606.0,478.0,7.0,6.0,18.0,15.0,13.0,9.0,31.0,38.0,1290.0,1315.0,2.0,7.0,5.0,0.4194,1.0,89.47,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",2.12,61,26,107,44.252,61.444,35.7,3,3,0,0,0,0,1.2073262915076406,1.3156279350603657,0.3197247093720692,0.14964714944662935,0.17,0.5,0.462882096069869,0.7142857142857143,0.5454545454545454,0.17307692307692307,0.23255813953488372,4.7368421052631575,3.5789473684210527,1.373,-1.199,69.9,72.0,24.2,44.1,13.0,40.7,-16.5,31.1,1630,0.10899167421045017,0.27952916525819616,3.4047619047619047,4.998168498168498,0.04019554411387305,0.040655475236179184,-0.26132639290534065,0.174185463659148,-2.9,-3.8,2.8663063837627045,84.76923076923077,88.22672964712419,43.77462006079027,40.95515695067264,1.5957446808510554,74.50333028601278,64.106239460371,45.392351800680984,471.1271130477942,49.04565630944832,1.0,54.49697745651282,53.69935293158103,40.52494173118654,46.743517134060674,0.6622416569949111,134.0,22.499999999999993,92.0,54.01733333333333,24.0,90.53,32.0,31.0,1.1006005954347042,1.8640941557893131,47,105,92.0,33.0,115.0,76.0,93.0,5.0,136.0,11.655,135,0.22,0.01,0.0,27,0.001,33,1630
