,team,conference,avg_talent,season,sp_conf_rating,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,total_turnovers,thirdDownConversionRate,fourthDownConversionRate,possessionTimeMinutes,color,alt_color,logo,fpi,fpi_rank,fpi_sor,fpi_sos,def_eff,off_eff,special_eff,games_played,wins,losses,conference_games,conference_wins,conference_losses,Offense_explosiveness,Defense_explosiveness,Offense_ppa,Defense_ppa,Defense_havoc_total,Offense_successRate,Defense_successRate,Offense_powerSuccess,Defense_powerSuccess,Offense_stuffRate,Defense_stuffRate,Offense_pointsPerOpportunity,Defense_pointsPerOpportunity,Offense_fieldPosition_averagePredictedPoints,Defense_fieldPosition_averagePredictedPoints,Offense_fieldPosition_averageStart,Defense_fieldPosition_averageStart,offense_drive_quality,defense_drive_quality,avg_opp_offense_drive_quality_pct,avg_opp_defense_drive_quality_pct,adj_offense_drive_quality,adj_defense_drive_quality,elo_x,avg_opp_offense_ppa,avg_opp_defense_ppa,avg_opp_offense_ppo,avg_opp_defense_ppo,adj_offense_ppa,adj_defense_ppa,adj_offense_ppo,adj_defense_ppo,avg_opp_offense_sr,avg_opp_defense_sr,adj_offense_sr,adj_defense_sr,last_week,unweighted_power,power_rating,sp_conf_scaled,total_turnovers_scaled,possession_scaled,third_down_scaled,offense_avg_field_position_scaled,defense_avg_field_position_scaled,offense_ppo_scaled,offense_success_scaled,offense_explosive,talent_scaled,defense_ppo_scaled,penalties_scaled,offense_ppa_scaled,defense_ppa_scaled,defense_success_scaled,defense_explosive,PBR,PBR_rank,STM,STM_rank,DCE,DCE_rank,DefensivePossessionTime,DDE,DDE_rank,offensive_total,defensive_total,offensive_rank,defensive_rank,talent_scaled_rank,offense_success_rank,defense_success_rank,offense_explosive_rank,defense_explosive_rank,total_turnovers_rank,penalties_rank,avg_expected_wins,SOS,wins_above_average,wins_above_good,wins_above_elite,SOR,most_deserving_wins,most_deserving,elo_y
67,Purdue,Big Ten,699.2566666666667,2025,12.183333333333334,75.0,55.0,5.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,103.0,4.0,0.0,0.0,0.0,125.0,50.0,6.0,3.0,815.0,571.0,91.0,77.0,58.0,47.0,0.0,4.0,5.0,1.0,10.0,17.0,115.0,187.0,5339.0,5461.0,0.0,0.0,24.0,-1.0,3.0,2.0,111.0,101.0,5.0,3.0,359.0,376.0,9.0,6.0,21.0,22.0,20.0,13.0,39.0,37.0,1174.0,947.0,4.0,0.0,-4.0,0.5128,0.8333,88.98,#000000,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png']",-2.547,79,63,54,41.834,59.089,71.567,3,2,1,1,0,1,1.2547023983929186,1.219038677618577,0.17682025087749806,0.191327883983747,0.16,0.49,0.42857142857142855,0.631578947368421,0.6923076923076923,0.2571428571428571,0.17391304347826086,3.5789473684210527,3.3076923076923075,1.277,-0.736,71.3,79.3,57.7,18.5,27.0,24.2,33.5,-8.5,1310,0.33604644536154826,0.1245011130495052,4.295454545454545,2.7736842105263158,0.052319137827992857,-0.14471856137780126,0.8052631578947369,-0.9877622377622375,0.46339869281045754,0.4358085808580858,0.054191419141914166,-0.03482726423902899,-1,2.3,-1.0,8.734197633225296,27.4,56.12950317871439,64.14133738601825,36.444444444444436,10.0,50.15094532447624,62.79461207738909,40.57276358150399,648.141106797505,56.71597633136095,76.97674418604652,37.5396023675671,43.972482927516154,43.93408566299051,59.010055214844954,0.17743049899769556,25.0,36.83333333333333,49.0,51.45399999999999,28.0,91.02,43.0,40.0,0.48639903008744834,0.6818625817782081,59,85,45.0,41.0,87.0,66.0,61.0,124.0,39.0,9.296,12,0.0,-0.04,-0.52,48,-0.196,48,1310
68,Kansas State,Big 12,657.8666666666667,2025,9.275,56.0,83.0,5.0,11.0,13.0,14.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,0.0,339.0,84.0,10.0,3.0,851.0,708.0,127.0,113.0,77.0,62.0,1.0,1.0,6.0,4.0,13.0,14.0,129.0,101.0,5850.0,8550.0,0.0,0.0,39.0,46.0,7.0,7.0,96.0,194.0,5.0,9.0,435.0,703.0,9.0,3.0,24.0,21.0,15.0,26.0,48.0,68.0,1286.0,1411.0,5.0,5.0,0.0,0.3125,0.3846,97.5,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']",4.828,50,117,58,51.452,38.478,52.689,4,1,3,2,0,2,1.41136811488706,1.3607657549291448,0.14650396263062887,0.1275709272304737,0.152,0.38495575221238937,0.35973597359735976,0.4666666666666667,0.6666666666666666,0.3157894736842105,0.2032967032967033,3.5789473684210527,3.68,1.482,-1.583,68.2,67.6,27.9,22.9,38.8,8.5,19.4,-15.9,1640,0.21938187206116913,0.05224353555442638,3.456709956709957,3.0749999999999997,0.0942604270762025,-0.09181094483069543,0.5039473684210529,0.2232900432900431,0.4181896939624346,0.33472645529120987,0.0502292969211795,-0.058453720365074846,-1,-3.6,-1.2,7.9134544358181955,53.8,66.05980692253355,30.656534954407302,55.38888888888885,-3.5260115606936466,50.15094532447624,29.560086022472376,57.46600652625729,601.1364926876665,50.41538461538461,72.37209302325581,33.42219163131669,53.60734977461938,62.38062818849209,42.24863043054722,0.2145935267101223,43.0,38.87142857142856,40.0,35.192,133.0,142.5,56.8,7.0,-0.9371426473429518,0.7547224479983612,82,86,60.0,108.0,43.0,19.0,99.0,66.0,47.0,10.289,48,-1.26,-2.73,-2.99,133,-2.888,133,1640
69,UTSA,American Athletic,626.99,2025,-2.835714285714286,64.0,57.0,3.0,2.0,8.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,3.0,0.0,0.0,106.0,198.0,5.0,7.0,627.0,901.0,112.0,101.0,73.0,66.0,3.0,0.0,7.0,8.0,16.0,20.0,154.0,193.0,5896.0,4904.0,0.0,1.0,12.0,153.0,2.0,7.0,101.0,93.0,7.0,5.0,685.0,318.0,5.0,2.0,17.0,23.0,16.0,15.0,44.0,41.0,1312.0,1219.0,0.0,5.0,5.0,0.3636,0.375,98.27,#002A5C,#f47321,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2636.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2636.png']",-2.341,78,101,32,45.476,56.39,26.319,3,1,2,0,0,0,1.5310601186170536,1.533742224651517,0.2832760465450338,0.2406469354515784,0.174,0.4075829383886256,0.4,0.7777777777777778,0.5,0.17708333333333334,0.2222222222222222,4.8,6.0,1.319,-1.272,71.0,72.7,25.0,-19.5,0.0,1.4,23.6,-19.5,1489,0.3320797307005151,0.22754377710544016,5.201315789473684,4.677777777777777,0.05573226943959364,-0.09143279524893672,0.12222222222222268,0.7986842105263161,0.4722912353347136,0.3962773515203183,0.011305586868307294,-0.0722912353347136,0,-1.9,-1.2,4.495762848743929,86.8,66.95726395102425,39.19908814589665,38.27777777777776,2.3699421965317953,71.51106796116504,36.719010231668975,70.37237904222961,566.0713609731272,11.153846153846146,64.14950166112956,51.99791047073199,36.519453201570364,51.59066427289047,21.79148038044376,0.2720505056734548,70.0,28.900000000000006,82.0,43.89266666666667,86.0,81.73,30.2,97.0,0.9933136930087738,1.6940724194023988,46,104,70.0,95.0,72.0,5.0,128.0,11.0,69.0,11.018,79,-0.59,-1.11,-1.82,104,-1.234,101,1489
70,Texas State,Sun Belt,545.7066666666666,2025,-9.378571428571428,68.0,69.0,6.0,5.0,8.0,11.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,207.0,114.0,8.0,5.0,684.0,655.0,83.0,102.0,55.0,61.0,0.0,1.0,6.0,5.0,12.0,17.0,107.0,150.0,5392.0,5408.0,0.0,0.0,33.0,3.0,2.0,1.0,125.0,108.0,8.0,7.0,686.0,666.0,6.0,7.0,19.0,18.0,18.0,14.0,42.0,40.0,1370.0,1321.0,3.0,0.0,-3.0,0.4286,0.75,89.87,#4e1719,#b4975a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/326.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/326.png']",-0.483,71,46,60,45.618,76.329,45.285,3,2,1,0,0,0,1.2955280079843001,1.452461624066526,0.33590653522529473,0.31856278377057645,0.14,0.49047619047619045,0.4396135265700483,0.6956521739130435,0.7894736842105263,0.16260162601626016,0.21782178217821782,5.052631578947368,4.555555555555555,1.389,-1.273,70.7,71.0,37.1,36.4,26.9,14.5,22.6,9.5,1590,0.26590667162823156,0.25843078504456163,4.287134502923977,4.761904761904762,0.0774757501807331,0.05265611214234489,0.2907268170426063,0.2684210526315782,0.4269350868736163,0.447248427672956,0.04322776280323448,0.012678439696432009,-1,-3.2,-1.2,2.649342622403601,34.0,57.16682364021662,50.06534954407296,40.11111111111107,0.404624277456648,75.93040367910066,62.94527206231329,44.974983522333545,473.7618244451081,35.59829059829059,79.60797342192691,59.145927318361444,24.744913417029977,40.97502146592771,31.40417189275429,0.22585188269511453,50.0,42.675,30.0,49.242666666666665,39.0,90.13,25.0,117.0,2.077020604669795,3.545714607241992,32,124,91.0,40.0,102.0,47.0,118.0,112.0,30.0,11.474,123,0.33,-0.75,-0.99,72,-0.858,68,1590
71,Fresno State,Mountain West,570.15,2025,-7.95,88.0,72.0,2.0,3.0,3.0,5.0,3.0,0.0,0.0,3.0,4.0,1.0,0.0,61.0,31.0,5.0,3.0,0.0,0.0,156.0,204.0,7.0,13.0,758.0,853.0,104.0,115.0,76.0,77.0,3.0,5.0,4.0,9.0,18.0,36.0,180.0,291.0,7333.0,7066.0,1.0,0.0,98.0,5.0,9.0,2.0,141.0,119.0,12.0,2.0,812.0,458.0,6.0,4.0,19.0,19.0,22.0,19.0,43.0,50.0,1570.0,1311.0,8.0,3.0,-5.0,0.5116,0.6667,122.22,#db0032,#002e6d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/278.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/278.png']",-1.758,75,49,74,41.042,56.352,89.455,4,3,1,0,0,0,1.2617887021034786,1.2347639668243342,0.3032606399863465,0.25046230801882363,0.151,0.4959349593495935,0.43243243243243246,0.85,0.7142857142857143,0.19148936170212766,0.234375,4.333333333333333,4.611111111111111,1.698,-1.179,66.2,73.5,46.2,5.1,21.0,28.6,17.6,-15.9,1458,0.201241970769653,0.29951845359043766,4.279605263157895,4.298779557589627,0.003742186395908842,0.04922033724917063,0.03455377574370644,0.331505847953216,0.45803654343297445,0.4589656064052481,0.03696935294434539,-0.025604111000541996,0,-0.6,-1.3,3.052491143438607,20.799999999999997,94.87167412291028,63.940729483282695,67.61111111111109,3.2947976878612764,63.34757281553398,64.67234993827365,41.336878748763795,501.5209317389348,34.65811965811966,55.59800664451827,54.71212069741955,35.03616710141844,42.89941287786888,57.15029589972096,0.3589082501021083,103.0,40.474603174603175,34.0,49.004999999999995,40.0,117.78,41.0,49.0,1.5677373515039212,1.658146602525448,35,103,79.0,35.0,95.0,61.0,65.0,127.0,96.0,11.412,114,0.06,-0.82,-0.99,73,-0.901,71,1458
72,Virginia Tech,ACC,682.1666666666666,2025,5.823529411764706,59.0,68.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,25.0,3.0,1.0,0.0,0.0,186.0,0.0,10.0,0.0,621.0,713.0,103.0,61.0,58.0,42.0,1.0,3.0,4.0,6.0,19.0,27.0,183.0,213.0,5528.0,5272.0,0.0,1.0,13.0,88.0,3.0,5.0,102.0,110.0,2.0,8.0,396.0,638.0,4.0,9.0,12.0,20.0,20.0,13.0,45.0,28.0,1017.0,1351.0,6.0,3.0,-3.0,0.4444,0.25,92.13,#630031,#cf4520,"['http://a.espncdn.com/i/teamlogos/ncaa/500/259.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/259.png']",-0.932,73,126,25,17.905,41.156,44.513,3,0,3,0,0,0,1.0835946931814815,1.4757384892942642,0.10524481056721294,0.45390297209584246,0.127,0.4411764705882353,0.5086705202312138,0.6666666666666666,0.9090909090909091,0.18947368421052632,0.17117117117117117,3.857142857142857,5.8125,1.11,-1.227,74.4,72.9,9.1,38.7,33.0,7.0,2.1,5.7,1452,0.3703246996690084,0.0557278433533002,4.829573934837093,2.733082706766917,0.04951696721391274,0.08357827242683408,1.1240601503759402,0.982926065162907,0.4814423341590972,0.40768072289156626,0.03349574769666902,0.027228186072116634,-1,-6.6,-2.0,6.939435751688178,34.0,59.80091829526724,52.706686930091195,17.499999999999943,2.6011560693641655,55.01747572815535,47.34753244663118,22.12224295362857,628.7328232716017,14.326923076923066,54.611295681063126,27.81857438466907,4.292483439514385,22.469110947374972,28.651321603786414,0.2910616294020762,80.0,21.433333333333337,103.0,40.153999999999996,111.0,87.87,37.6,60.0,-1.7308920383169095,5.757324605936783,101,133,49.0,71.0,131.0,121.0,122.0,112.0,100.0,10.219,41,-0.82,-2.25,-2.96,129,-2.788,132,1452
73,Houston,Big 12,657.8966666666666,2025,9.275,53.0,38.0,2.0,1.0,5.0,7.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,94.0,0.0,0.0,5.0,0.0,0.0,49.0,238.0,2.0,10.0,562.0,360.0,73.0,81.0,46.0,47.0,5.0,0.0,4.0,1.0,14.0,14.0,123.0,115.0,5928.0,4872.0,0.0,0.0,32.0,38.0,6.0,3.0,136.0,101.0,6.0,3.0,607.0,312.0,8.0,6.0,20.0,17.0,23.0,11.0,51.0,45.0,1169.0,672.0,0.0,6.0,6.0,0.451,0.4,98.8,#c92a39,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/248.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/248.png']",5.051,49,24,114,87.945,54.805,54.028,3,3,0,1,1,0,1.4732898702879704,1.0761285515345782,0.0605150660578105,-0.04622788902308467,0.194,0.33617021276595743,0.2835820895522388,0.6111111111111112,0.7777777777777778,0.2191780821917808,0.24509803921568626,3.6666666666666665,5.166666666666667,1.904,-1.001,63.5,75.1,31.4,-34.3,11.1,32.3,-0.9,-45.4,1497,0.1379590162115549,0.1306092343481527,4.541666666666667,3.583333333333333,-0.0700941682903422,-0.18418690523463957,0.08333333333333348,0.625,0.402967651872533,0.38203991656395186,-0.04586970379799443,-0.11938556232029418,1,-3.1,-2.4,7.9134544358181955,93.39999999999999,67.57499411349187,53.81003039513679,84.1111111111111,5.144508670520224,51.685436893203885,14.125025883683506,64.14302100627141,601.1705622315973,25.25641025641025,74.34551495016612,21.743598161556704,79.87159665935205,82.78836517591576,75.91139386322789,0.20460083664678014,37.0,41.43333333333332,33.0,45.44333333333333,70.0,81.2,30.8,96.0,-1.298663306279294,-1.814993501517416,92,35,59.0,128.0,8.0,9.0,28.0,2.0,44.0,10.608,62,0.6,0.04,0.0,23,0.007,25,1497
74,Northwestern,Big Ten,670.5433333333334,2025,12.183333333333334,58.0,54.0,3.0,1.0,7.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,78.0,6.0,2.0,0.0,0.0,39.0,81.0,1.0,6.0,541.0,459.0,87.0,85.0,51.0,49.0,2.0,6.0,3.0,3.0,14.0,8.0,100.0,68.0,5691.0,5109.0,0.0,0.0,2.0,12.0,4.0,3.0,105.0,95.0,4.0,4.0,535.0,516.0,3.0,6.0,10.0,13.0,16.0,15.0,39.0,38.0,1076.0,975.0,8.0,2.0,-6.0,0.4103,0.4286,94.85,#582c83,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/77.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png']",-2.151,76,102,10,59.311,17.052,61.065,3,1,2,1,0,1,1.165112379508823,1.2810847849455298,0.11286776635458931,0.17077042093252967,0.15,0.4427083333333333,0.4222222222222222,0.6875,0.7777777777777778,0.18181818181818182,0.15217391304347827,0.7692307692307693,3.3333333333333335,1.076,-1.547,74.9,67.9,18.2,17.6,52.2,6.0,12.2,-34.6,1411,0.3777218443195604,0.04741541846750299,5.00909090909091,2.7552631578947366,0.06545234788708632,-0.20695142338703074,-1.9860323886639675,-1.6757575757575762,0.5043371500253556,0.40810981295595417,0.03459852037737915,-0.0821149278031334,-1,-3.5,-2.6,8.734197633225296,14.200000000000003,62.97115611019542,47.006079027355625,14.444444444444386,-3.179190751445077,1.0,47.832192324604264,30.912284005612477,615.5327677508635,56.28205128205128,81.91029900332225,28.853887142791663,47.079099511792734,45.63554757630161,51.6721408173,0.16246088793192393,19.0,32.5,65.0,44.29166666666666,83.0,85.15,34.8,75.0,-4.136267428976554,0.514089837321265,131,80,55.0,68.0,85.0,97.0,84.0,132.0,20.0,9.408,16,-0.44,-0.97,-1.31,89,-1.071,99,1411
75,Old Dominion,Sun Belt,416.51,2025,-9.378571428571428,64.0,68.0,1.0,0.0,1.0,5.0,2.0,4.0,4.0,2.0,3.0,0.0,0.0,34.0,33.0,3.0,3.0,0.0,0.0,28.0,355.0,2.0,16.0,649.0,561.0,73.0,98.0,49.0,57.0,3.0,3.0,5.0,3.0,23.0,23.0,224.0,227.0,4612.0,6188.0,0.0,1.0,33.0,116.0,4.0,4.0,96.0,129.0,10.0,3.0,737.0,612.0,7.0,2.0,24.0,8.0,11.0,20.0,29.0,45.0,1386.0,1173.0,5.0,7.0,2.0,0.3793,1.0,76.87,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",3.072,56,33,23,76.066,78.962,23.206,3,2,1,0,0,0,1.5365308784287932,0.9918420357203035,0.4495838176076449,0.06284726514365462,0.219,0.4797687861271676,0.4375,0.7,0.5789473684210527,0.14432989690721648,0.19166666666666668,6.428571428571429,2.8421052631578947,1.184,-1.296,74.0,72.1,29.7,19.4,41.4,1.5,28.2,-22.0,1530,0.2824151379264201,0.23551500454647617,4.339285714285714,4.03125,0.2140688130611687,-0.21956787278276546,2.397321428571429,-1.4971804511278197,0.5210366657873912,0.3913215614854699,0.08844722464169769,-0.08353666578739116,1,-0.6,-2.6,2.649342622403601,67.0,42.014951730633385,41.823708206686945,19.944444444444414,1.6763005780346845,100.0,59.55759956893094,70.9622903301633,327.03944075474556,64.59514170040487,41.12624584717608,74.5850226039525,63.38830385115455,41.541404847396755,85.8795814668972,0.6849326780985502,129.0,20.349999999999994,106.0,49.416333333333334,37.0,103.13,61.6,2.0,3.8084673385948706,-0.6251989993085305,12,52,124.0,43.0,100.0,4.0,6.0,32.0,123.0,11.426,115,0.33,-0.45,-0.96,61,-0.618,57,1530
76,UNLV,Mountain West,543.3866666666667,2025,-7.95,65.0,77.0,3.0,8.0,3.0,14.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,87.0,0.0,1.0,6.0,0.0,0.0,92.0,255.0,5.0,11.0,684.0,837.0,68.0,128.0,52.0,79.0,6.0,1.0,6.0,4.0,29.0,29.0,312.0,257.0,5368.0,5432.0,0.0,0.0,4.0,7.0,2.0,3.0,107.0,90.0,7.0,5.0,606.0,478.0,7.0,6.0,18.0,15.0,13.0,9.0,31.0,38.0,1290.0,1315.0,2.0,7.0,5.0,0.4194,1.0,89.47,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",0.968,65,35,129,41.033,59.331,35.72,3,3,0,0,0,0,1.2073262915076406,1.3156279350603657,0.3197247093720692,0.14964714944662935,0.17,0.5,0.462882096069869,0.7142857142857143,0.5454545454545454,0.17307692307692307,0.23255813953488372,4.7368421052631575,3.5789473684210527,1.373,-1.199,69.9,72.0,24.2,44.1,12.3,44.4,-20.2,31.8,1630,0.10593954066608512,0.26617455892706743,3.2252747252747254,4.890476190476191,0.053550150445001776,0.043707608780544235,-0.15363408521303334,0.3536726431463273,0.40584683357879237,0.5056403295263059,-0.005640329526305887,0.057035262491076655,0,-1.1,-2.7,3.052491143438607,86.8,56.70061219684483,48.527355623100306,44.99999999999994,1.5606936416184993,70.40623403168114,65.95847176079734,35.464204406596494,471.1271130477942,52.12550607287449,12.182724252491695,56.94819047941692,50.2712203172045,34.739504362892276,47.58687762377646,0.6622416569949111,128.0,22.499999999999993,101.0,54.01733333333333,21.0,90.53,32.0,91.0,1.150680336840506,1.8019812613867117,43,108,92.0,29.0,117.0,82.0,91.0,11.0,135.0,11.56,130,0.26,0.01,0.0,35,0.002,31,1630
77,UConn,FBS Independents,530.3233333333334,2025,7.15,73.0,65.0,3.0,4.0,7.0,7.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,169.0,107.0,8.0,4.0,1008.0,811.0,121.0,110.0,80.0,65.0,1.0,0.0,7.0,3.0,19.0,16.0,177.0,128.0,5317.0,5483.0,0.0,0.0,29.0,6.0,5.0,2.0,97.0,114.0,8.0,7.0,610.0,419.0,9.0,3.0,21.0,13.0,20.0,16.0,46.0,46.0,1618.0,1230.0,0.0,2.0,2.0,0.4348,0.4286,88.62,#0c2340,#f1f2f3,"['http://a.espncdn.com/i/teamlogos/ncaa/500/41.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png']",-4.447,84,125,105,40.176,66.104,60.636,3,1,2,0,0,0,1.3439602761227902,1.2623936952265875,0.41782086805968993,0.17265828210003942,0.184,0.5023923444976076,0.42452830188679247,0.6923076923076923,0.5625,0.1935483870967742,0.16161616161616163,4.684210526315789,3.125,1.164,-1.003,73.6,74.7,34.2,20.5,35.1,23.6,10.6,-14.6,1445,0.2969066245361404,0.23857428531342834,4.380952380952381,4.023897058823529,0.1792465827462616,-0.124248342436101,0.6603134674922604,-1.2559523809523814,0.4879807692307692,0.45618969223030137,0.04620265226730624,-0.06345246734397675,-1,0.4,-2.9,7.313771010778623,67.0,55.70991287967978,51.101823708206695,22.3888888888889,4.682080924855498,69.48553909044456,66.71537599127775,50.19742842181826,456.2917194183783,59.80769230769231,56.584717607973424,70.27113336992875,46.79380843296722,45.017563768165026,53.88265203650829,0.3879097350826719,109.0,28.025000000000006,88.0,42.46000000000001,97.0,91.38,33.0,87.0,2.178175697866504,0.47529673992989735,30,79,97.0,28.0,86.0,33.0,73.0,32.0,91.0,11.48,126,-1.31,-1.93,-2.0,125,-1.964,124,1445
78,South Florida,American Athletic,643.6,2025,-2.835714285714286,50.0,72.0,2.0,3.0,5.0,7.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,27.0,0.0,1.0,3.0,0.0,0.0,51.0,39.0,2.0,3.0,810.0,849.0,102.0,111.0,64.0,75.0,3.0,1.0,3.0,5.0,18.0,28.0,146.0,229.0,4405.0,6395.0,0.0,0.0,13.0,58.0,3.0,3.0,84.0,107.0,3.0,4.0,285.0,460.0,3.0,7.0,14.0,14.0,18.0,17.0,49.0,40.0,1095.0,1309.0,2.0,6.0,4.0,0.3673,0.4,73.42,#004A36,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/58.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/58.png']",3.427,54,14,6,74.561,61.718,63.625,3,2,1,0,0,0,1.41841595519265,1.144886556711569,0.14485783567775007,0.17171449869740296,0.135,0.34408602150537637,0.4418604651162791,0.7272727272727273,0.8,0.12987012987012986,0.22549019607843138,4.0,3.789473684210526,1.102,-1.23,73.8,72.3,8.3,28.6,45.2,-12.4,20.7,-16.6,1482,0.24265074182880966,0.029671655956659226,4.069078947368421,3.5185185185185186,0.11518617972109084,-0.0709362431314067,0.4814814814814814,-0.27960526315789513,0.4924837603887056,0.31136781517619744,0.032718206329178934,-0.05062329527242654,-1,-6.3,-3.1,4.495762848743929,80.19999999999999,37.99387803155169,39.81762917933132,21.166666666666657,1.9075144508670547,57.51650485436893,16.62947669690533,58.22597418977996,584.9345317961381,48.56275303643725,66.78073089700996,33.1986226794113,46.93643173056432,40.372886309548655,67.77969345733409,0.24960058273817906,58.0,28.33333333333333,87.0,36.14633333333333,129.0,106.58,35.2,69.0,-1.3632639304511018,1.4357123432578958,93,97,66.0,127.0,103.0,17.0,38.0,16.0,65.0,10.738,66,1.72,0.68,-0.7,9,0.369,7,1482
79,Oklahoma State,Big 12,680.0966666666667,2025,9.275,29.0,37.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,56.0,2.0,1.0,0.0,0.0,80.0,0.0,5.0,0.0,299.0,428.0,49.0,42.0,25.0,28.0,1.0,2.0,1.0,4.0,13.0,13.0,100.0,85.0,3760.0,3440.0,0.0,0.0,17.0,15.0,3.0,2.0,84.0,75.0,2.0,5.0,271.0,428.0,4.0,4.0,12.0,13.0,14.0,13.0,34.0,27.0,570.0,856.0,2.0,1.0,-1.0,0.4118,1.0,62.67,#FF7300,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/197.png']",-6.9,89,76,2,22.985,29.848,70.934,2,1,1,0,0,0,1.0609953677937327,1.5050037646924115,-0.018443468023697514,0.39375902700498533,0.128,0.34558823529411764,0.452991452991453,0.6666666666666666,1.0,0.1728395061728395,0.14084507042253522,3.75,4.666666666666667,0.962,-1.242,76.5,72.0,-11.5,26.1,75.0,-17.6,6.1,-48.9,1202,0.5581386390827628,-0.017885200342524037,5.818181818181818,2.3,-0.0005582676811734764,-0.16437961207777751,1.4500000000000002,-1.1515151515151514,0.569060773480663,0.384180790960452,-0.03859255566633435,-0.11606932048920998,0,-9.3,-3.2,7.9134544358181955,47.199999999999996,25.46444549093478,47.25683890577508,4.666666666666643,1.5606936416184993,53.14320388349515,17.104756061111175,19.685360764556606,626.3820247403776,33.7179487179487,81.91029900332225,11.019834312287696,13.381356750271095,37.39000138102472,25.19024894437564,0.15964698227323484,17.0,17.16666666666667,112.0,55.453,18.0,57.33,21.6,122.0,-3.5118447842958513,3.7159113033176503,124,127,50.0,126.0,111.0,126.0,124.0,84.0,20.0,10.009,37,0.0,-0.02,-0.31,45,-0.029,42,1202
